	Aspergillus oryzae	Aspergillus chevalieri	Fusarium poae	Saccharomycodes ludwigii	Malassezia restricta	Fusarium verticillioides	Aspergillus fumigatus	Candida albicans	Fusarium pseudograminearum	Scheffersomyces stipitis	Brettanomyces bruxellensis	Fusarium fujikuroi	Candida dubliniensis	Kluyveromyces lactis	Fusarium venenatum	Thermothelomyces thermophilus	Kazachstania africana	Naumovozyma dairenensis	Pyricularia oryzae	Yarrowia lipolytica	Colletotrichum higginsianum	Lachancea thermotolerans	Saccharomyces eubayanus	Fusarium graminearum	Candida orthopsilosis	Torulaspora delbrueckii	Schizosaccharomyces pombe	Cercospora beticola	Rhizoctonia solani	Sporisorium graminicola	Pochonia chlamydosporia	Cryptococcus neoformans	Zymoseptoria tritici	Naumovozyma castellii	Thermothielavioides terrestris	Aspergillus luchuensis	[Candida] glabrata	Tetrapisispora blattae	Saccharomyces paradoxus	Zygotorulaspora mrakii	Sugiyamaella lignohabitans	Kluyveromyces marxianus	Tetrapisispora phaffii	Pyricularia pennisetigena	Fusarium oxysporum	Pyricularia grisea	Aspergillus puulaauensis	Talaromyces rugulosus	Fusarium musae	Zygosaccharomyces rouxii	Debaryomyces hansenii	Pichia kudriavzevii	Botrytis cinerea	Ustilaginoidea virens	Saccharomyces cerevisiae	Marasmius oreades	Eremothecium cymbalariae	Neurospora crassa	Aspergillus flavus	Drechmeria coniospora
Salisediminibacterium selenitireducens	0.853167817	0.760673912	1.625547587	0.48949704	1.54961436	1.214290716	0.715380712	1.400331463	1.168140465	1.386657612	1.259757868	1.262628334	0.918241753	1.062346564	0.46359844	0.617424699	0.778042501	0.817814545	1.012153437	1.159187608	1.277141165	0.58444454	0.657344817	1.687642237	1.345674802	1.852580986	0.431507623	1.008168827	0.98827371	0	0.126058481	1.005418091	1.472359222	0	0.896493579	0.132812398	0.865410329	1.655070001	1.166454663	1.342446227	0.95365279	1.49035323	1.067798071	1.222402094	0.819926273	1.074895212	0.666780549	1.245015672	1.091184032	1.079080528	1.257066846	0.957214793	1.323747495	1.13884902	1.641868691	1.275951712	1.128926528	1.221651577	0.859258289	1.148775065
Pseudomonas pohangensis	0.045998534	0.138178674	-0.777897374	0.291681422	1.586182632	0.047428722	2.406081886	0.984867594	1.066874859	0.798701128	1.392639502	-0.19221956	0.860055198	0.562916358	1.015740348	0.86246426	0.27195553	1.238871328	0.754554703	0.122782529	-0.499119339	-0.077649189	0.551746386	1.759115842	-0.550872521	3.135942491	0.009855509	0.474553618	1.316435148	0	0.042824278	-0.72777472	1.446363439	0	0.970608985	-0.84818457	-0.039195238	1.114482564	1.314374889	1.466760186	0.933345485	1.621862663	-0.042699528	1.116184769	0.849830084	1.078851345	-0.4942662	0.35448036	0.076687743	0.538178789	1.53713599	0.988335138	0.578820057	0.323125963	0.196825801	0.618907784	-0.188345095	-0.425381791	0.666342363	1.712085192
Lacimicrobium alkaliphilum	-0.246848411	-0.274680602	2.226099842	-0.882682358	0.819078375	0.127399325	-1.673625151	0.573675191	0.604205045	0.901316535	0.54659726	1.452939593	0.085625732	0.201161735	-0.311246634	-0.748601675	-0.258586983	-0.436864882	0.160506602	0.992189067	0.820558598	-0.539716042	-0.011648971	1.266702295	1.127137046	1.262505093	-0.734950351	0.09774152	-0.042284494	0	-1.412038938	1.89098256	0.710479235	0	0.071576956	-1.094195724	-0.605486	0.88846767	0.326843327	0.668740426	-0.421335703	2.194758677	0.867098773	-0.044172389	-0.3554807	0.343127342	0.194470573	0.24642559	0.042299489	0.423963304	0.759577683	-0.180592648	0.637389179	0.004263249	1.4370343	0.380407541	0.811523467	1.463314738	-0.283399561	-0.227263697
Microbacterium sp. YJN-G	0.776778143	0.639251473	-0.117099451	0.895842942	-2.116429118	0.556809753	-1.222257425	-1.102608848	-1.333202842	-1.158009961	-1.699497764	-0.340860617	-0.649954472	-0.288182502	-0.663865208	0.022073175	0.442605755	-0.722333826	-0.537088657	-0.384764912	0.689484984	1.123180213	-0.22504677	-2.728999212	0.497939227	-4.583839515	1.127651573	-0.088146026	-1.137893334	0	1.606233608	-0.105723872	-1.848872134	0	-0.797810471	2.551271639	1.238915581	-1.484149324	-1.416999221	-1.886552543	-0.259555854	-3.487926123	-0.070496368	-0.768944137	-0.255184018	-1.139293506	1.043053383	0.028491544	0.551552254	-0.459043603	-2.102561789	-0.5613961	-0.624939049	0.260868374	-0.725968243	-0.455314061	0.207952286	-0.041675873	-0.052426428	-1.454936284
Sphaerochaeta pleomorpha	1.580825488	1.517523085	2.831990754	1.24666321	0.855528587	1.671894573	-0.395510751	1.183121884	1.15339143	1.406268045	0.916224836	2.23363735	1.144867284	1.366922453	0.949407979	0.906399514	1.433103126	0.742831428	1.231564461	1.892019737	2.239334957	1.588043484	1.333874438	0.87077747	2.363061789	-0.042760044	1.480261403	1.39620406	0.803013478	0	1.270001742	2.734384644	0.918150791	0	1.070122232	1.950622376	1.525725085	1.179204558	0.906300732	0.900259668	0.939224988	1.258196222	1.967587953	0.918732628	1.022738578	1.070835719	2.081691308	1.505812887	1.635063104	1.449889919	0.887465544	0.97733021	1.473558189	1.458614074	1.950034293	1.371797757	2.04197009	2.391705827	1.162608755	0.476884101
Capnocytophaga sp. oral taxon 878	0.419214256	0.156045763	0.261468774	0.044260933	-0.355135364	0.864616744	-0.318222604	0.051961119	-0.593098511	-0.177958554	-0.584548294	-0.244094424	-0.454188575	0.005114223	-1.224255047	-0.268541207	0.069256455	-0.441876158	-0.227000701	-0.25267854	0.719636885	0.203682042	-0.708410214	-0.652986316	0.594709713	-1.394205808	-0.018178114	0.061336356	-0.528039078	0	-0.036958784	-0.876497384	-0.305275698	0	-0.58089891	0.371490284	0.902125213	0.206128062	-0.503601971	-0.58218502	0.111657411	-1.996923793	-0.197092619	0.188123335	-0.203914435	-0.542326211	-0.046431512	0.556787343	0.643062788	-0.174109314	-0.937719236	-0.182890773	0.13810767	0.592765635	0.342825441	0.268337365	0.125667297	-0.159698609	-0.037837012	-0.2788217
Vibrio vulnificus	-0.307255931	-0.286137106	0.359102656	-0.397688794	-0.577564809	-0.361144342	-1.217818587	-0.474213517	-0.354744003	-0.309637476	-0.487809438	0.152708606	-0.375112992	-0.351061137	-0.310281062	-0.525030933	-0.315682237	-0.588277427	-0.376638673	-0.024160871	-0.031575772	-0.249856164	-0.212531387	-0.51811185	0.055803498	-0.871654994	-0.257800405	-0.343921847	-0.546800734	0	-0.352976565	0.554761512	-0.550393851	0	-0.389345289	-0.067714103	-0.430826503	-0.517531916	-0.504358615	-0.500430464	-0.596325652	-0.041329171	0.009634735	-0.634110915	-0.484333626	-0.404789323	0.059609095	-0.391732387	-0.332052438	-0.272962418	-0.434570578	-0.518835679	-0.331738233	-0.419205144	-0.130092173	-0.409113237	-0.015811787	0.222723739	-0.443302139	-0.777122614
Pandoraea fibrosis	0.988265109	0.731999319	0.102815072	0.790302201	0.037039737	1.348608774	0.802768235	0.471256064	-0.19499755	0.131959103	-0.143706556	-0.16494575	0.06797214	0.486183261	-0.608001065	0.480199787	0.64939886	0.25056813	0.273619317	-0.025618969	0.970141786	0.83306183	-0.194167226	-0.373947915	0.755943409	-1.021738713	0.663264111	0.56406867	0.063952302	0	0.825703156	-0.977697468	0.105402232	0	-0.049627146	1.088135252	1.573837455	0.557852034	-0.008652907	-0.16733111	0.791569212	-2.016408906	0.05089196	0.786022774	0.441830433	-0.072657545	0.346228568	1.025523875	1.145218303	0.240357357	-0.55200465	0.428885481	0.509232904	1.124018918	0.476940801	0.71484925	0.386141501	-0.100246878	0.578632146	0.402927309
Peptoniphilus ivorii	-0.170315448	-0.140732061	-0.083780245	-0.105358526	-0.743653111	-0.325030978	-0.796906575	-0.566209831	-0.445297242	-0.472009353	-0.575691855	-0.110112613	-0.332866603	-0.335257999	-0.161209676	-0.279894025	-0.177460146	-0.430191729	-0.353300936	-0.18391735	-0.14506594	-0.032380481	-0.130708327	-0.795505555	-0.129408195	-1.182363387	0.008956181	-0.300549783	-0.487299858	0	0.080431851	0.21372472	-0.685771147	0	-0.345017108	0.310587091	-0.211097081	-0.694652043	-0.536565288	-0.621085335	-0.441595472	-0.51874181	-0.114477308	-0.580352412	-0.337146457	-0.432213135	0.114727597	-0.39000596	-0.271689326	-0.308233143	-0.573602528	-0.420057523	-0.42691073	-0.357170738	-0.413320113	-0.444435589	-0.127057737	-0.036180843	-0.310595013	-0.690251419
Fulvivirga sp. SW1-E11	-1.63202092	-1.713566795	-0.864109737	-2.012601363	-0.293928201	-1.190418201	-1.136453612	-0.664445751	-0.910457149	-0.722308361	-0.705708125	-1.146301051	-1.290799668	-1.207698837	-1.794949544	-1.681688236	-1.651238967	-1.316828439	-1.209617569	-1.192365241	-1.252276803	-1.998494639	-1.696091963	-0.058264954	-1.173563493	0.556713374	-2.160147082	-1.303014321	-1.075039874	0	-2.5397592	-1.591722805	-0.432239766	0	-1.283351792	-2.789943852	-1.660252297	-0.311399016	-0.849461476	-0.580439703	-1.250243994	-0.289155202	-1.355999783	-0.861589623	-1.429804379	-1.028105672	-1.995788006	-1.055016588	-1.330139527	-1.185147545	-0.65493308	-1.21829601	-0.875758606	-1.200359117	-0.582780942	-0.931568397	-1.331367331	-1.265153374	-1.436510684	-0.774005333
Nitrosomonas ureae	0.231625533	0.128065699	0.128965668	-0.014335633	1.796411242	0.710008779	1.796812484	1.329489776	0.950623753	1.07283485	1.302731215	0.115536317	0.623545477	0.675598896	0.070979562	0.446047537	0.22069042	0.860096088	0.702846487	0.28853791	0.249490348	-0.180523993	0.047789188	1.939769278	0.214773876	2.936082718	-0.322474203	0.578719426	1.033416103	0	-0.558225448	-0.793950952	1.634951083	0	0.647437238	-1.135676731	0.360048587	1.711159757	1.190684295	1.434545668	0.935881806	1.133274266	0.09583833	1.343228627	0.630399181	0.902707781	-0.557482192	0.870949074	0.543931372	0.599201275	1.282385232	0.868998488	0.96029526	0.769997961	0.987782987	1.004427988	0.152101119	-0.079910138	0.575339055	1.595639135
Photobacterium damselae	-0.558344433	-0.558352129	1.032724892	-0.885535895	-0.768182867	-0.503716384	-2.336438259	-0.637085771	-0.512091525	-0.332107026	-0.723432964	0.486183206	-0.658009427	-0.551106183	-0.732120945	-1.071277261	-0.606064449	-1.104062965	-0.620702226	0.107841822	0.145111603	-0.565449261	-0.464342372	-0.596190791	0.339648757	-1.192716138	-0.646481464	-0.560777372	-0.95265791	0	-0.958177833	1.134606201	-0.749794095	0	-0.694902998	-0.416334661	-0.7861652	-0.609083485	-0.795349478	-0.711801106	-1.060396031	0.218117796	0.132343114	-1.015940893	-0.907009855	-0.646461756	0.053852763	-0.548716337	-0.502736227	-0.39593253	-0.624517028	-0.913065298	-0.401214978	-0.646386922	0.116338254	-0.568276845	0.110936166	0.601100733	-0.812502972	-1.3180126
Commensalibacter sp. AMU001	-0.023166418	-0.084702156	1.186531801	-0.450358123	1.086139038	0.361646889	-0.176097318	0.79740597	0.649270456	0.859053599	0.753764885	0.773852014	0.26674012	0.359344848	-0.167756942	-0.217592251	-0.044171738	0.091953401	0.341830921	0.605594692	0.533984242	-0.334549349	-0.008635943	1.358099118	0.672344231	1.710566065	-0.494200248	0.271937558	0.354999793	0	-0.927325423	0.631516379	0.971419965	0	0.264777709	-0.972407435	-0.141288664	1.106421889	0.602450079	0.865722755	0.14573006	1.481136928	0.470873131	0.493680667	0.053548333	0.500330111	-0.11301378	0.473444652	0.248735456	0.437723525	0.843064285	0.233289506	0.692455219	0.313553314	1.11458474	0.582991185	0.474038465	0.707631576	0.074372194	0.482051966
Corynebacterium segmentosum	-0.594722595	-0.599670885	-2.087938625	-0.248781098	-1.235725176	-0.77298391	0.257403078	-1.07615679	-1.150865171	-1.296511354	-1.104898547	-1.660587287	-0.841953737	-0.876789999	-0.675275034	-0.335279644	-0.612987074	-0.520644204	-0.868077669	-1.380253797	-1.211889505	-0.448248157	-0.819073063	-1.519737601	-1.405049121	-1.536337892	-0.351345321	-0.814399083	-0.756567176	0	0.045044414	-1.996045913	-1.17297681	0	-0.840837277	-0.135744178	-0.342821888	-1.241370823	-0.970965989	-1.173316633	-0.489425713	-2.193113593	-1.307911804	-0.696464354	-0.560102712	-0.993107117	-0.916320087	-0.859768153	-0.741828951	-1.025513704	-1.256932155	-0.655421553	-1.120077501	-0.715666797	-1.582878768	-0.955507202	-1.250788795	-1.667691511	-0.593560356	-0.610847433
Ilyobacter polytropus	1.571424481	1.216257993	0.977673907	1.048683582	2.239103989	2.431345908	2.616151236	2.201044242	1.191679696	1.67657154	1.560192489	0.578998832	1.070479784	1.552104933	-0.175514252	1.186845197	1.222816007	1.390193069	1.359845796	0.806753652	1.735085288	0.990375627	0.260798137	2.0323561	1.537234688	2.309746632	0.659730668	1.524059682	1.425706532	0	0.498101441	-1.003942369	2.141132777	0	0.972906436	0.273862541	2.217665922	2.689276925	1.556462685	1.677482963	2.001261133	-0.205787718	0.68516512	2.43121284	1.380263049	1.228923737	0.270048064	2.276943091	2.061330699	1.271638759	1.167699004	1.615289781	1.906694431	2.243991381	2.023380183	2.112105147	1.062446936	0.464298709	1.476587416	2.255253003
Paenibacillus sp. 32O-W	2.075963202	1.695627603	1.77464881	1.563299861	0.721016481	2.677196085	0.853827262	1.385568726	0.463497756	1.060132033	0.440456712	1.046492766	0.721823965	1.397129774	-0.354671002	1.043440899	1.555995763	0.731080168	1.049573107	1.029605367	2.488615719	1.808036562	0.407317493	0.24778311	2.296550313	-0.963649071	1.498583391	1.494587856	0.571675643	0	1.516863104	0.187553777	0.816114947	0	0.530653806	2.17769483	2.793304348	1.564691661	0.579848094	0.42600948	1.547678741	-1.698382096	1.13701734	1.606274587	1.107811908	0.552539551	1.452524264	2.197263397	2.36713904	1.131334693	-0.090576092	1.108127776	1.551481581	2.269246515	1.828666833	1.748801345	1.613921026	1.192996991	1.359038492	0.888841376
Oceanispirochaeta crateris	-2.152068518	-2.288129165	1.410680464	-3.320275342	0.909698295	-1.151159697	-2.777253449	0.10210866	-0.203780585	0.347212294	0.043568192	0.259365565	-1.280669421	-1.066269067	-2.381365501	-2.684686839	-2.175371615	-1.830779721	-1.097843659	-0.258637852	-0.559356196	-2.971443183	-1.965955136	1.7105367	-0.137267459	2.652228984	-3.391890767	-1.311040787	-1.083079704	0	-4.616010166	0.056193194	0.596600762	0	-1.278237293	-4.694737318	-2.566353479	0.926178905	-0.388558502	0.34838839	-1.741928456	2.335896454	-0.625989154	-0.800574356	-1.929800626	-0.635380538	-2.238947968	-0.8204635	-1.432294666	-0.80632199	0.342731406	-1.446312407	-0.153046209	-1.274338679	1.053181589	-0.493322805	-0.658273311	0.08981088	-1.876829271	-0.828560307
Tamlana carrageenivorans	-3.293641085	-3.326050061	-2.245305792	-3.677508751	-1.464908318	-2.864603916	-2.572691437	-2.017599385	-2.148264736	-2.016629293	-1.908587575	-2.484444462	-2.655936548	-2.667399454	-3.079164814	-3.199818766	-3.229462474	-2.709835542	-2.613173161	-2.554660724	-2.875777201	-3.687574225	-3.079021246	-1.092596521	-2.739103689	-0.174463704	-3.832124859	-2.798975922	-2.385174529	0	-4.305481937	-2.840483114	-1.646332283	0	-2.615888994	-4.693757924	-3.46167328	-1.62349248	-2.108472571	-1.755259929	-2.768356729	-0.996405109	-2.768315548	-2.310015071	-2.90090744	-2.311070582	-3.593951357	-2.621724862	-2.978908591	-2.587257814	-1.751658786	-2.647474693	-2.288558372	-2.813111671	-1.960299633	-2.397377979	-2.821803472	-2.64680715	-2.94770971	-2.095775893
Pedobacter schmidteae	-1.515597009	-1.519369217	-0.570656893	-1.824649545	0.2511317	-1.16576869	-0.737165204	-0.30160248	-0.360870298	-0.284976776	-0.136039512	-0.72821881	-0.839128495	-0.897599519	-1.1509924	-1.349093396	-1.420747583	-0.879674102	-0.823062377	-0.783365815	-1.176592583	-1.857125613	-1.208138022	0.61973548	-1.04275747	1.553060573	-1.966445484	-1.024227714	-0.575396308	0	-2.39353218	-1.008608184	0.078524016	0	-0.788712683	-2.804379556	-1.713085844	0.045635952	-0.326528028	0.004775634	-0.989533275	0.82294255	-0.986336768	-0.575774466	-1.083869369	-0.512873691	-1.760280786	-0.910325578	-1.249023238	-0.809640572	0.041366283	-0.852263457	-0.565256767	-1.087993578	-0.294967789	-0.674531049	-1.067173499	-0.888913766	-1.145656547	-0.325039627
Caproicibacterium amylolyticum	-0.805320478	-0.608470712	-1.065870996	-0.452862786	-0.083168095	-1.137216506	0.259333233	-0.450598511	-0.003273185	-0.359351773	0.05724418	-0.54849078	-0.092180018	-0.466532594	0.489592644	-0.145005924	-0.526772136	0.016224555	-0.271000335	-0.443972745	-1.201801639	-0.65938812	0.029500928	0.111618852	-1.153699525	0.871945376	-0.476859223	-0.512566262	0.055806986	0	-0.40002312	-0.262369229	-0.134474082	0	0.015980111	-0.871270027	-1.115998501	-0.556399081	0.007168244	0.059561467	-0.415695846	0.911419599	-0.502240384	-0.464402603	-0.224443827	-0.013321091	-0.632131307	-0.881451402	-0.974395028	-0.370247445	0.304592414	-0.227041077	-0.59089261	-0.890970755	-0.868699889	-0.648571972	-0.742552574	-0.650853381	-0.377185103	-0.021324447
Geminocystis herdmanii	0.979607346	0.719568715	0.03227061	0.645417596	2.52793067	1.753510843	3.280415131	2.125854376	1.281816794	1.559279703	1.802343128	0.007831448	1.034932474	1.286219402	0.012845971	1.114453434	0.806441051	1.530020776	1.229967307	0.385161649	0.828907527	0.382127015	0.129368647	2.462079244	0.631693714	3.534635527	0.13598848	1.205308668	1.619637939	0	-0.007608765	-1.702822724	2.354095284	0	1.014246707	-0.731860367	1.490251899	2.645493873	1.745323029	1.954309594	1.888314838	0.424500454	0.174384487	2.390144113	1.289910358	1.314365681	-0.484514917	1.804536378	1.440483351	1.029761136	1.547653237	1.586434636	1.623083301	1.749308733	1.520615131	1.821321355	0.419526067	-0.233357099	1.267182654	2.5866755
Streptococcus sanguinis	5.361501715	4.652815991	2.987794136	4.730730071	3.917162897	6.557022693	5.926476698	4.724591864	2.809094869	3.699324741	3.161856502	2.33094933	3.282672343	4.362375291	1.247727138	4.234825851	4.503654944	3.907424469	3.846755455	2.80567364	5.291969901	4.722535568	2.263560667	2.9590535	4.72126451	1.955657793	4.212618626	4.501166878	3.533217535	0	4.495047151	-0.298816361	3.991903166	0	3.001338844	4.782298095	6.927215884	5.171669297	3.437724215	3.180894204	5.315685003	-1.710767618	2.881347254	5.54501821	4.241287493	3.095871037	3.236110093	5.840792403	5.942561493	3.689503532	2.114374193	4.352659617	4.585862776	6.033091292	4.494853587	5.13868594	3.76218792	2.3711658	4.54850343	4.745639897
Salmonella enterica	0.46115575	0.356342431	1.43008108	-0.049876007	2.632099808	1.1016329	1.554049492	2.004373059	1.657280881	1.888466659	2.00560246	1.114745075	1.077406387	1.152485234	0.369587595	0.516682988	0.467399238	1.101944177	1.179028618	1.100020134	0.921480935	-0.088492766	0.440723636	2.996884714	1.025117789	4.10035138	-0.309026099	1.001453997	1.461670021	0	-0.850376287	0.37994539	2.410780763	0	1.10471197	-1.352302046	0.411299335	2.535240904	1.786436049	2.197987574	1.153213526	2.628790181	0.837963841	1.743288749	0.877860258	1.490530407	-0.155429794	1.343622941	0.902774765	1.179411419	2.098754348	1.205141334	1.634498233	1.129611281	1.995492819	1.56180582	0.85280202	0.906483089	0.83979583	1.962297833
Cutibacterium acnes	0.675685373	0.720684018	-0.213164984	0.909599538	1.244665767	0.618891294	2.131619958	0.993419829	1.011659081	0.830124662	1.189591545	0.217456149	1.00619156	0.845564721	1.13848802	1.168718722	0.783555464	1.298576947	0.944700025	0.464744414	0.205206893	0.660610485	0.859344316	1.241221338	0.117855077	1.927320226	0.735685938	0.821039783	1.262441657	0	0.878630132	-0.157188316	1.194435849	0	1.062240978	0.373635197	0.712579754	1.005549561	1.192989508	1.20497273	1.154543886	0.959687859	0.404738041	1.180139703	1.090619767	1.067836022	0.302917691	0.745675064	0.643910419	0.78592824	1.214122169	1.129673775	0.775717586	0.775839516	0.436431307	0.848149	0.349442176	0.09811101	0.987715806	1.506899923
Streptococcus salivarius	3.188379084	2.92288838	2.648625043	2.909381022	2.08911797	3.564320279	2.512152837	2.591567238	1.93509676	2.317903976	1.92635764	2.235559988	2.186201608	2.649038833	1.476857949	2.524065454	2.821789397	2.26189115	2.408359741	2.284425884	3.339401923	3.037230587	1.976608699	1.69509476	3.162995663	0.838672407	2.844023166	2.731569369	2.097159858	0	2.946401759	1.569608238	2.17058617	0	2.052989961	3.371816585	3.743317922	2.676862687	2.054128296	1.900099514	2.837623165	0.19543569	2.376874365	2.829410603	2.517715632	2.032464279	2.688777946	3.209181943	3.356386822	2.431351908	1.522591931	2.494938834	2.700507535	3.292079332	2.791181271	2.874199501	2.721612429	2.337689042	2.685937661	2.346062254
Sphingomonas paucimobilis	1.106865806	1.109136842	1.884444975	0.960963013	0.825487909	1.099053114	0.065384852	0.947882139	1.026766836	1.114355074	0.889234864	1.60527676	0.992632496	1.053639055	0.988383037	0.815642687	1.073852581	0.75311525	1.00991417	1.404094575	1.455578218	1.137700114	1.136535722	0.885485539	1.549623298	0.474222452	1.105774049	1.060215537	0.80688205	0	0.977539523	1.99109397	0.851833577	0	0.968765572	1.310309127	0.998173122	0.928199225	0.868156858	0.881912869	0.783534496	1.320286565	1.436824904	0.766922403	0.878928513	0.967735789	1.468353775	1.052010374	1.109682153	1.130854855	0.928674925	0.852924041	1.101786695	1.015771782	1.356613909	1.020456692	1.430566235	1.682908324	0.935311051	0.581076504
Porphyromonas asaccharolytica	4.27119451	4.030180683	2.731243615	4.192233615	4.135655243	4.694442833	5.533492428	4.26288503	3.537293335	3.751608781	3.802031448	2.78370943	3.711727293	4.012679817	3.019212501	4.189963363	4.018429354	4.160482125	3.885351867	3.142425301	3.912005973	4.011315371	3.211114534	3.767266623	3.631013909	3.877824278	3.867400291	4.047589777	3.993157871	0	4.07437117	1.500991789	4.127178859	0	3.643668443	3.821538089	4.89906051	4.446807491	3.90905208	3.821540175	4.599484422	1.769009879	3.127051271	4.709684801	4.139100714	3.686534868	3.184434022	4.511034363	4.474730425	3.711719521	3.417430444	4.211856695	4.051950364	4.605080561	3.777364291	4.315602034	3.426342891	2.712768493	4.183589031	4.636757785
Paracoccus sp. MA	-0.705789712	-0.713812042	-0.291571608	-0.808354061	-0.701065904	-0.664499878	-1.115490058	-0.682313868	-0.67429383	-0.616196596	-0.714471031	-0.443005268	-0.725941431	-0.68911783	-0.779964804	-0.840572102	-0.723682628	-0.832988054	-0.709447609	-0.535513349	-0.515167264	-0.72913377	-0.703414465	-0.653072612	-0.466880271	-0.775532452	-0.759733623	-0.695413019	-0.786059167	0	-0.852844089	-0.320562511	-0.703018257	0	-0.735917829	-0.730407951	-0.754199656	-0.655772492	-0.737259057	-0.705347335	-0.811096967	-0.490708688	-0.537023805	-0.780028434	-0.788080922	-0.711499094	-0.585219582	-0.672863246	-0.674089828	-0.65406205	-0.693519769	-0.778644292	-0.635347862	-0.702754521	-0.494439177	-0.675695135	-0.536169564	-0.420508421	-0.763471019	-0.854407672
Diaphorobacter sp. JS3050	-0.2987103	-0.338986345	-0.26622188	-0.372653037	-0.342539248	-0.2155575	-0.395214556	-0.303302452	-0.402685602	-0.334722264	-0.393970029	-0.355233685	-0.403800868	-0.334884572	-0.535096873	-0.401306518	-0.348769083	-0.407884663	-0.367927748	-0.362761088	-0.231443555	-0.346634395	-0.456121614	-0.370447609	-0.24279424	-0.448842977	-0.385919333	-0.332011895	-0.406130972	0	-0.410131859	-0.457522263	-0.342463254	0	-0.420908118	-0.360525933	-0.236005807	-0.264485091	-0.390309779	-0.387290702	-0.328011379	-0.558020548	-0.36288411	-0.297978254	-0.378443481	-0.403033563	-0.374196415	-0.251574911	-0.252396127	-0.357178699	-0.438892795	-0.365217522	-0.299191301	-0.254718207	-0.25101874	-0.285486793	-0.317562717	-0.348427304	-0.35492055	-0.361086976
Methanoplanus limicola	0.092529233	0.076318368	-1.98385864	0.538200405	-0.458889014	-0.07897217	1.602570253	-0.345113301	-0.495670879	-0.689809559	-0.364247135	-1.375748322	-0.137683452	-0.194600873	0.01668675	0.520230945	0.079588727	0.351349156	-0.167757839	-0.954574159	-0.768738779	0.22404667	-0.207474143	-0.811369749	-1.037241782	-0.611622881	0.339408278	-0.129338964	0.062272088	0	0.842061031	-1.989408183	-0.405290841	0	-0.126649755	0.464200835	0.445901222	-0.505792173	-0.204348651	-0.433443434	0.386840035	-1.843551546	-0.894118782	0.176479295	0.242725908	-0.288921052	-0.485581197	-0.1554693	-0.059435263	-0.407379305	-0.564095003	0.156299679	-0.480736707	0.022613481	-1.12320604	-0.250267093	-0.817276686	-1.426626704	0.17916	0.362366421
Ignicoccus hospitalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter_A smithii	3.294439999	3.394230539	-1.479017303	4.411929386	4.529735816	3.007282952	9.270194868	3.873996968	3.720370894	3.008264991	4.414070979	0.402292314	4.046977125	3.529583653	4.524505122	5.191015663	3.590721054	5.434366357	3.847013623	1.581545051	1.029536981	3.342873419	3.480605903	4.162762648	0.489051331	6.464644656	3.664165261	3.517452846	5.04293189	0	4.580494672	-1.433950391	4.424113579	0	4.221114998	2.659945939	3.791755444	3.783278808	4.579455918	4.399931052	5.067852082	2.159090654	1.450711467	4.965995734	4.693798329	4.096601624	1.514906138	3.308274349	3.078224326	3.124162901	4.268727332	4.742242452	3.060169824	3.572186327	1.404840361	3.51765239	1.380803994	-0.017031543	4.324171155	6.131805703
Methanonatronarchaeum sp. AMET6-2	0.129293521	0.1396771	-0.886861193	0.401897976	-0.545196463	-0.061506918	0.485146088	-0.36507086	-0.364408634	-0.480878906	-0.384141225	-0.592397828	-0.102947767	-0.132076887	0.089006657	0.273663514	0.116347626	0.084421812	-0.131308445	-0.424303077	-0.29773849	0.289281005	-0.004164893	-0.763644308	-0.426586095	-0.924064553	0.375781574	-0.074685709	-0.103945567	0	0.683701011	-0.69443414	-0.478234904	0	-0.106071608	0.645094099	0.286710207	-0.533964898	-0.274826183	-0.450502002	0.097559978	-1.117057789	-0.346033558	-0.104314067	0.091918641	-0.248418624	0.020202843	-0.146227118	-0.016588753	-0.224620687	-0.487686301	-0.00851653	-0.341059554	-0.031879585	-0.663288283	-0.233165472	-0.313315317	-0.568506103	0.077661591	-0.084267173
Methanosphaera sp900322125	1.098105281	1.051206687	1.146482399	1.03079694	0.679881693	1.135563085	0.618778204	0.848855435	0.75785209	0.845379653	0.699236887	1.005528923	0.831236269	0.936887737	0.727180468	0.882617276	1.014880886	0.78027801	0.875039663	0.96154485	1.197273894	1.10653686	0.863949262	0.596540774	1.181539	0.251536205	1.071380657	0.963576763	0.741887429	0	1.087481408	1.017119337	0.715547998	0	0.79676034	1.290990926	1.18284683	0.831108292	0.731604166	0.681342876	0.901238092	0.433901382	1.00355096	0.862249189	0.878325524	0.770563309	1.130089368	1.038180623	1.108119202	0.912350037	0.623793415	0.848515205	0.933121767	1.056948914	1.00045871	0.950191203	1.070182479	1.058524985	0.929501588	0.7026735
