		Acinetobacter baumannii	Streptococcus mutans	Lachnoanaerobaculum umeaense	Candidatus Methanomethylophilus alvus	Acinetobacter tandoii	Yarrowia lipolytica	Human betaherpesvirus 7	Fusobacterium nucleatum	Streptococcus constellatus	Gemella morbillorum	Zymoseptoria tritici	Thermothelomyces thermophilus	Methanobrevibacter_A smithii_A	Paracoccus pantotrophus
D3680	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol	0.319310226	0.247471831	0.320062459	0.261906292	0.262095371	-0.154608608	-0.088191571	0.156975101	0.159275995	0.2835778	0.102620672	0.014686928	0.162865213	-0.046331486
D19843	Thiazole biosynthesis protein ThiG	0.275595695	0.256121269	0.344345636	0.288433276	0.263688866	-0.117894034	-0.079742711	0.24540795	0.203057524	0.265908542	0.083406598	8.54E-05	0.109444802	-0.024040953
D10515	"Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit"	0.353444638	0.321551572	0.314427284	0.280089474	0.365471467	0.014372045	-0.179066851	0.081065878	0.211132568	0.260674671	-0.000647244	0.08597401	0.149779614	0.016181091
D22097	UTP-glucose-1-phosphate uridylyltransferase	0.397918187	0.357700171	0.342656227	0.256656564	0.379806379	0.03221523	-0.199535572	0.114832951	0.161604291	0.342868982	-0.069893255	-0.000768461	0.168430098	0.032707329
D9802	"helix_turn_helix, cAMP Regulatory protein"	0.394157146	0.265585784	0.282464109	0.254145048	0.374193312	0.059042756	-0.168444355	0.105696579	0.14475537	0.234937989	0.108676141	-0.029072321	0.050618058	-0.026798052
D2207	Belongs to the bacterial ribosomal protein bS21 family	0.344295667	0.299210531	0.290517934	0.182536817	0.332876567	-0.049306511	-0.157477519	0.173646959	0.135536602	0.212825404	0.093689839	0.006873499	0.017023967	0.034519725
D6650	deoxynucleoside kinase	0.376724491	0.286353798	0.239101622	0.160625035	0.424760309	0.020108489	-0.134116251	0.188393908	0.149250668	0.263506363	0.037634683	-0.012941573	0.033005956	0.070395622
D1675	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome	0.276936345	0.305068543	0.340628126	0.19574018	0.329933551	0.006651281	-0.012289543	0.140414446	0.23460886	0.20394144	0.091169278	0.12613738	0.040843326	0.051555401
D9708	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine	0.364616405	0.256814939	0.349528896	0.229769534	0.355522964	-0.008582932	-0.119908202	0.168230838	0.238517936	0.26977033	0.088569563	0.054548401	0.099020956	-0.027483957
D19122	Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA	0.369859853	0.286332558	0.332409594	0.183525535	0.386579473	0.009878262	-0.097622242	0.098871755	0.216018642	0.25373557	0.051532947	0.086942851	0.063193304	0.012020477
D2252	Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily	0.427274674	0.279323239	0.292635029	0.16522339	0.304378741	-0.011571678	-0.072590898	0.168049111	0.216428333	0.231820537	0.110879203	0.05327998	0.022393921	0.00027143
D2890	Bifunctional purine biosynthesis protein PurH	0.383513552	0.292690239	0.339897872	0.123435629	0.361271916	0.003994647	-0.0462108	0.220030335	0.247390897	0.291969911	0.093766815	0.083583289	0.020333144	-0.017120639
D1009	AI-2E family transporter	0.342663551	0.29176086	0.258804937	0.314025583	0.237651523	-0.136821192	-0.137536019	0.108356203	0.097770388	0.242362079	0.088857455	-0.105104914	0.157041769	-0.017399513
D2495	Belongs to the Nudix hydrolase family	0.329554863	0.278923651	0.25106713	0.252301635	0.349990861	-0.183054826	-0.137536019	0.087759028	0.057600382	0.2090763	0.036450329	-0.0595569	0.098122401	-0.073004951
D6900	DNA helicase activity	0.397195871	0.231741388	0.26745595	0.26809969	0.259414927	-0.102211107	-0.152090904	0.036807987	0.134938823	0.152765151	0.08178924	0.003894851	0.088865709	-0.015525871
D21208	Transglutaminase-like superfamily	0.381535818	0.196278845	0.287993688	0.337081724	0.284901306	-0.055073429	-0.155111577	0.078336528	0.131603893	0.157836581	0.054569833	-0.045439929	0.069639806	-0.00288244
D2568	Belongs to the pseudouridine synthase RsuA family	0.409105405	0.281276019	0.215209805	0.207716468	0.317742755	-0.101359742	-0.15035989	-0.000687664	0.100875799	0.209472559	-0.004015272	-0.082522285	0.070926322	0.021310493
D3748	Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP)	0.379385353	0.197456334	0.259207442	0.290792146	0.407643825	-0.129792874	-0.123909245	0.079289513	0.09254482	0.155789527	-0.069298936	-0.001567509	0.106372021	0.036696047
D1364	An automated process has identified a potential problem with this gene model	0.357830234	0.156194731	0.155911002	0.214072789	0.306635203	-0.06558291	-0.157477519	0.079818796	0.205729923	0.219910864	-0.00094103	0.014808347	0.07169126	-0.044090686
D21242	translation initiation factor activity	0.332508147	0.219575403	0.200123564	0.174503992	0.243598031	-0.095297042	-0.084726283	0.078965378	0.275926802	0.197415836	0.013001374	-0.008232954	0.004574268	-0.026791849
D21196	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)	0.352900921	0.164291075	0.22147767	0.178487072	0.275520859	-0.169846758	-0.209476639	0.0742225	0.187428108	0.194845968	0.091385381	0.043150609	-0.009183995	-0.077895516
D19770	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis	0.345787584	0.248074023	0.292522018	0.233459405	0.303987856	-0.116722756	-0.082553671	0.05727259	0.19433868	0.25883986	0.098956473	-0.015865254	0.064988457	-0.031496422
D7033	"DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate"	0.327965205	0.215973524	0.237141026	0.18803088	0.249568706	-0.089728837	-0.175955688	0.055707526	0.200726847	0.167800903	0.050134897	0.029894756	0.068337596	-0.051118915
D17893	Response regulator receiver domain	0.351239328	0.205160107	0.267925671	0.227931887	0.250256346	-0.150485237	-0.124712148	0.062020746	0.168326682	0.201398776	0.069511143	-0.016936972	0.079226211	-0.069024443
D503	"ABC transporter, ATP-binding protein"	0.372468521	0.263083584	0.283347641	0.32268739	0.292024836	-0.199615443	-0.142355303	0.119106507	0.166682025	0.192394907	0.049920849	-0.045014062	0.010123471	-0.107476113
D21225	"Transketolase, pyrimidine binding domain"	0.387805503	0.225335477	0.248310679	0.28628768	0.247816059	-0.261437559	-0.123208977	0.090085089	0.15597487	0.103375742	0.119507989	-0.021909745	0.042868056	-0.087102487
D847	Acyl-ACP thioesterase	0.331224053	0.210667544	0.273848367	0.229980287	0.236390525	-0.137685059	-0.179066851	0.16807108	0.135447318	0.173551738	0.162312007	-0.066710314	0.030736148	-0.065100185
D2282	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family	0.35217803	0.246116384	0.242171575	0.205242842	0.193011641	-0.108886674	-0.090267789	0.041559395	0.097121974	0.173517566	0.135081628	-0.047351291	0.055050375	-0.068326934
D2533	Belongs to the peptidase S26 family	0.352375992	0.279893235	0.284423617	0.159775513	0.248919424	-0.122020845	-0.117344516	0.087805174	0.127347416	0.251535174	0.117598195	-0.035660833	0.047660846	-0.097986631
D3710	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)	0.357324046	0.257987575	0.228150052	0.166486053	0.20636948	-0.139496164	-0.156771826	0.075937756	0.100742233	0.209109321	0.108673085	-0.090215689	0.04950408	-0.111923543
D12946	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome	0.297688308	0.294343777	0.273231411	0.184939534	0.204080958	0.005218362	-0.146885793	0.024507668	0.231960327	0.203290457	0.081293667	0.048240093	0.07365767	-0.018259042
D19788	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision	0.354540709	0.291689801	0.270848896	0.190766854	0.243974643	0.011002395	-0.14134918	0.048552208	0.191992152	0.181850479	0.095230323	0.025697208	0.035991231	0.017998157
D16116	Preprotein translocase SecG subunit	0.263933531	0.328280061	0.229220472	0.162315891	0.148141047	0.062310303	-0.039645804	0.066065501	0.235306079	0.268352498	0.104704443	-0.026044955	0.017751329	0.071185055
D2933	"Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection"	0.354190913	0.290868	0.192996621	0.156169257	0.179897483	0.029836384	-0.079742711	0.024946217	0.188308665	0.177161865	0.096415855	0.000747115	0.037250019	0.105566928
D18052	"Ribonucleotide reductase, small chain"	0.338290514	0.284376481	0.265965391	0.232634413	0.232559296	-0.024107534	-0.088191571	0.082929574	0.148303889	0.16140199	0.125053679	-0.011915029	0.057550673	0.119041483
D10670	"Involved in the import of serine and threonine into the cell, with the concomitant import of sodium (symport system)"	0.378060836	0.317939372	0.133285212	0.244996991	0.153895878	-0.155155619	-0.112448584	0.071390931	0.077273942	0.181389853	0.071808167	-0.146372824	0.070103315	0.060121961
D3736	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol	0.330521838	0.264471217	0.160974369	0.195772135	0.184326985	-0.057865896	-0.098587434	0.138782271	0.177466591	0.226648085	0.022470583	-0.055975814	0.029608633	0.016308082
D3345	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate	0.300417639	0.309672463	0.18840736	0.192698307	0.207013522	-0.07218809	-0.147153923	0.038214472	0.148091417	0.20702896	0.017747156	-0.106329735	0.056458927	0.015974179
D3621	"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain"	0.399537848	0.313473542	0.184367994	0.220069503	0.212087827	-0.099000837	-0.107497424	0.042477722	0.131996879	0.219619959	0.040718019	-0.070302784	0.090115609	-0.003096563
D3450	Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ)	0.217213275	0.351658295	0.227189064	0.263116477	0.1175895	-0.034684514	-0.142118055	0.085462194	0.219630094	0.205647991	0.155458208	-0.14940033	0.057131615	0.035824936
D9799	helix_turn_helix multiple antibiotic resistance protein	0.318377283	0.28408748	0.184175032	0.238677124	0.111246479	-0.122749868	-0.122233027	0.006644475	0.19800484	0.115513365	0.185578711	-0.146092044	0.042189151	0.072392286
D8641	Flavoprotein	0.33329415	0.307418869	0.207443109	0.2158836	0.146722034	-0.059622679	-0.139041907	0.050617498	0.189641214	0.162541283	0.078221113	-0.074865431	0.018729097	0.063177308
D15854	PLD-like domain	0.366770385	0.310502133	0.186162293	0.20532869	0.122955296	-0.092512096	-0.144486787	0.043937345	0.208201191	0.155544048	0.10523308	-0.129984421	0.049026414	0.091794002
D9720	HD domain	0.24065264	0.26185218	0.257356156	0.226089381	0.322297052	-0.195200644	-0.159977794	0.112482188	0.266631334	0.239687329	-0.011785085	0.020879363	0.045239315	-0.128523478
D10404	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance	0.24956044	0.318118012	0.211737253	0.209369972	0.220838606	-0.10970409	-0.164173597	0.099440186	0.229134868	0.207835277	-0.028333077	0.006275038	-0.0444174	-0.160237469
D13543	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA	0.208082463	0.339902146	0.255915106	0.264463885	0.166224937	-0.138518018	-0.155111577	0.150656663	0.229638254	0.249028976	-0.00301346	-0.036279816	0.035329915	-0.134492038
D2374	Belongs to the glycosyl hydrolase 57 family	0.237501999	0.245341098	0.182910648	0.148981074	0.217706135	-0.020333566	-0.157477519	0.281830398	0.243604335	0.281238242	0.029906384	-0.14722428	0.020056226	-0.070347711
D6228	Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA)	0.287921796	0.328503471	0.225449761	0.237703049	0.181222024	-0.188857243	-0.158132251	0.160591426	0.250277067	0.19467445	0.167148775	-0.018500542	-0.032300753	-0.015296586
D3369	"Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34"	0.272952823	0.306631529	0.211986646	0.15433018	0.162585542	-0.132010049	-0.12327641	0.212507543	0.301804648	0.287324829	0.03909844	-0.057483921	0.018060209	-0.043663881
D19734	"the 2 termini fold to resemble tRNA(Ala) and it encodes a tag peptide , a short internal open reading frame. During trans-translation Ala- aminoacylated tmRNA acts like a tRNA, entering the A-site of stalled ribosomes, displacing the stalled mRNA. The ribosome then switches to translate the ORF on the tmRNA"	0.316977489	0.29861247	0.298821418	0.169051907	0.214829986	-0.088559084	-0.06721106	0.217296136	0.259763916	0.285263815	0.132390532	-0.027764323	0.053921456	-0.001525884
D2133	"BCCT, betaine/carnitine/choline family transporter"	0.166118907	0.248611667	0.237600826	0.306335988	0.225191035	-0.016951243	-0.016829053	0.082554355	0.177852589	0.34404518	0.089199979	-0.049828143	0.137352773	0.085647552
D264	"4 iron, 4 sulfur cluster binding"	0.110007445	0.287040358	0.257582039	0.251158153	0.276670791	-0.091809908	-0.073673754	0.017532318	0.233310918	0.247946746	0.034790883	-0.038396766	0.163210703	-0.030871488
D3113	CAAX protease self-immunity	0.210800768	0.222903684	0.225087856	0.285553652	0.270313657	0.010808332	-0.043440864	0.074660666	0.267766645	0.189692617	0.006048982	-0.015903529	0.084639182	-0.056770041
D9694	haloacid dehalogenase-like hydrolase	0.338721545	0.331989031	0.260466369	0.304499165	0.172354207	-0.112936344	-0.099566693	0.038136708	0.315433199	0.308672067	0.236655519	-0.047296134	0.139166291	0.024745735
D12314	Na+/H+ antiporter family	0.37534231	0.231924297	0.253671357	0.31744427	0.165582065	-0.164746718	-0.023409045	0.103002685	0.232483948	0.236812278	0.093591548	-0.08523062	0.121906412	0.00900305
D13279	"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane"	0.248435945	0.256634744	0.226507323	0.2885854	0.237804006	-0.11824586	-0.012965338	0.098265355	0.332060524	0.262759593	0.092825694	-0.121246831	0.135929135	-0.089764724
D2610	Belongs to the sigma-70 factor family. ECF subfamily	0.246922592	0.24149304	0.235458489	0.379918581	0.312385229	-0.143515194	-0.098667648	0.196785695	0.15169027	0.088589313	0.069461163	0.019859581	-0.011611135	-0.047671005
D3047	"BRO family, N-terminal domain"	0.299531822	0.254846847	0.123583945	0.344134613	0.201499548	-0.039271132	-0.097622242	0.127579993	0.134304004	0.104713344	0.092538282	-0.016244417	-0.040945748	0.043661473
D5624	COG2801 Transposase and inactivated derivatives	0.369429716	0.234332963	0.340048657	0.234624773	0.192087657	-0.003549044	-0.072765693	0.167898616	0.145676067	0.226677744	0.020639592	-0.038065418	0.112124799	-0.003332852
D15728	Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis	0.380962684	0.276727453	0.238761722	0.270164559	0.255961068	-0.045421179	-0.103067163	0.154125594	0.079494285	0.207358187	0.037509666	-0.01696972	0.054077229	-0.024963833
D20008	"TIGRFAM acetyl-CoA carboxylase, biotin carboxylase"	0.267260183	0.297315074	0.306040122	0.227574766	0.161681965	-0.113378257	-0.076166804	0.177216755	0.149313575	0.185430647	0.050175796	-0.06734709	0.077024844	0.036158369
D533	"ABC-type antimicrobial peptide transport system, ATPase component"	0.232715327	0.235647052	0.291840139	0.272070399	0.187973022	-0.134234033	-0.114062152	0.112480473	0.179995743	0.17925262	0.049794151	0.010032058	0.157559568	-0.004769418
D13442	Peptidase family M50	0.270494179	0.199821818	0.309014951	0.290216959	0.267229347	-0.084025707	-0.072590898	0.174952237	0.136240723	0.186351447	0.059830953	0.020748454	0.105200202	0.019853174
D2198	Belongs to the bacterial ribosomal protein bL27 family	0.242618043	0.216276851	0.247792236	0.200082772	0.095182496	-0.121401825	-0.094046336	0.083020133	0.232033817	0.226314154	0.106419994	-0.047580559	0.07797622	-0.100118938
D6748	dihydrofolate reductase activity	0.203428273	0.236897242	0.257443406	0.240950751	0.152579824	-0.020695823	-0.153899607	0.099764372	0.155652531	0.218789363	0.041950335	-0.043378086	0.05859411	-0.092440439
D8629	Flavin transferase that catalyzes the transfer of the FMN moiety of FAD and its covalent binding to the hydroxyl group of a threonine residue in a target flavoprotein	0.265375979	0.256104238	0.230310179	0.227375581	0.134480948	-0.005271244	-0.163312427	0.02823399	0.116894626	0.208415451	0.069270789	-0.072896163	0.060648917	-0.115269859
D3412	"Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS"	0.314694346	0.256959344	0.239333105	0.279158558	0.156091546	-0.078856391	-0.128798753	0.073485289	0.140816031	0.204408083	0.044365967	-0.02341218	0.108615821	-0.085908027
D24	'de novo' IMP biosynthetic process	0.220174137	0.272482806	0.272653481	0.275041777	0.16635658	-0.078219596	-0.13193636	0.068806331	0.167613233	0.21908022	0.02544919	-0.030978996	0.106432589	-0.043413324
D15702	Phosphoribosylformylglycinamidine cyclo-ligase	0.249146743	0.257853154	0.228578101	0.300936838	0.179595731	-0.103926269	-0.124712148	0.044305211	0.164920746	0.216258499	-0.019120344	-0.019271786	0.146871945	-0.020406622
D3581	Catalyzes the gamma-elimination of phosphate from L- phosphohomoserine and the beta-addition of water to produce L- threonine	0.221426584	0.211012318	0.217202959	0.294102265	0.141250587	-0.110399812	-0.110779788	0.138630925	0.082083529	0.180266875	0.03075207	-0.066658325	0.092063691	-0.036233342
D9695	Haloacid dehalogenase-like hydrolase	0.258738035	0.184958549	0.229527141	0.292699178	0.227257642	-0.082147632	-0.093739154	0.092638735	0.112377342	0.130864499	-0.029685386	-0.016795827	0.058151161	-0.064984355
D13462	Peptidase M16 inactive domain	0.277263041	0.237454761	0.212608585	0.194123642	0.289450907	-0.213527816	-0.057867719	0.196868388	0.146789147	0.133275203	0.096349154	0.02038178	-0.095071453	0.037684461
D21338	"Transporter, major facilitator family protein"	0.369056235	0.250014474	0.230517575	0.189722363	0.2760181	-0.179380369	-0.088191571	0.27993598	0.159564734	0.122389966	0.171723351	0.027015674	-0.0989673	-0.00229215
D15633	"Phospholipase, patatin family"	0.366716955	0.269727594	0.286648644	0.208438942	0.407668425	-0.184783981	-0.076166804	0.284525663	0.137842241	0.171397659	0.089300509	0.050718442	-0.029931745	0.08474436
D2653	Belongs to the transketolase family	0.429450809	0.274323937	0.268311283	0.188619329	0.38028041	-0.1036003	-0.0500617	0.321392182	0.188029916	0.220474766	0.043323567	0.054457869	-0.080780902	-0.060840904
D7022	DNA recombination-mediator protein A	0.34706787	0.28748309	0.299754011	0.16830423	0.369615761	-0.197431082	-0.0500617	0.298814883	0.159031275	0.212859194	-0.006722983	0.107674401	-0.056940685	-0.063262848
D21159	transcriptional regulators containing the CopG Arc MetJ DNA-binding domain and a metal-binding domain	0.301885558	0.052493854	0.213605898	0.249349928	0.239513194	-0.213788832	0.140756116	0.215372386	0.161903189	0.092852223	0.12391755	0.017891313	0.089624905	0.029126018
D21770	UBA THIF-type NAD FAD binding protein	0.285708785	0.132854268	0.299996071	0.201311508	0.331236482	-0.122574173	0.144989382	0.214723805	0.155818592	0.114762644	0.142233202	0.091301292	0.089668223	0.106726543
D4147	Circadian clock protein KaiC	0.304594227	0.139423009	0.290496375	0.190466941	0.179271199	-0.129160457	0.022112357	0.127952704	0.060230981	0.089023758	0.120905328	0.093890971	0.065224885	0.012875023
D7194	Domain of unknown function (DUF1287)	0.345271231	0.210132132	0.347113835	0.213096949	0.240903535	-0.102162867	-0.002468261	0.187523525	0.096615322	0.152492953	0.117765384	0.127088554	0.043304468	0.012360499
D16851	Protein of unknown function (DUF4011)	0.246776683	0.148651235	0.373603803	0.16192597	0.32777408	-0.044724299	-0.028362886	0.196693231	0.131215656	0.143584113	0.0997262	0.083619146	0.082304166	-0.008928307
D8840	Functions by promoting the formation of the first peptide bond	0.207229863	0.240271809	0.31975119	0.187935527	0.31297323	-0.159156762	-0.031595895	0.205843162	0.158841036	0.13461155	0.020818682	0.06429548	0.051771276	0.028456564
D13583	Peptidyl-prolyl cis-trans isomerase	0.313130598	0.229818623	0.307107635	0.241051487	0.338968724	-0.171644078	-0.081260996	0.196758644	0.127514636	0.133633138	0.096984238	0.070249026	0.041664843	0.014767457
D2333	Belongs to the Fur family	0.261379353	0.275837452	0.310743117	0.153341575	0.300252241	-0.145436798	-0.16958764	0.182383245	0.143691828	0.169408248	0.144019278	0.160401525	-0.030019448	-0.045897001
D3566	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA	0.275887106	0.200785459	0.340454323	0.220775123	0.349776528	-0.116993308	-0.135073967	0.130658318	0.152253861	0.142229245	0.160758585	0.185911436	0.03926608	-0.047189874
D15124	Pfam:DnaJ_C	0.21921163	0.213458455	0.295826005	0.217751567	0.334229615	-0.121985435	-0.077724016	0.126590875	0.120051635	0.162430387	0.091446986	0.207151564	-0.013724179	-0.071266272
D4010	Chain length determinant protein	0.196305508	0.200749208	0.22167272	0.125385282	0.368572338	-0.093766631	-0.100428733	0.102177012	0.11668049	0.083748145	0.017220845	0.097736741	-0.048700526	-0.090907069
D5069	COG0252 L-asparaginase archaeal Glu-tRNAGln amidotransferase subunit D	0.248448283	0.220181322	0.234366496	0.091486452	0.357477847	-0.125008473	-0.040921577	0.16223192	0.097485825	0.150843984	0.106703591	0.141589022	-0.06675301	-0.035552562
D3440	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids	0.44422407	0.217872558	0.255816131	0.12898285	0.243298341	-0.014355523	-0.092962539	0.09364506	0.134571967	0.113445085	0.156558116	0.053703936	-0.017750015	0.008236056
D13299	Participates in initiation and elongation during chromosome replication	0.401101346	0.210604159	0.297724458	0.20161534	0.194592711	-0.056644335	-0.131124084	0.084517184	0.167458502	0.104926154	0.15390139	0.079077477	0.058886563	0.02438713
D2600	Belongs to the SEDS family	0.340251047	0.182592919	0.263252818	0.134291159	0.216609353	-0.091894983	-0.03659836	0.062660508	0.131449883	0.110114256	0.201703683	0.104670422	-0.029859402	0.023348794
D16172	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	0.307018297	0.208092831	0.298088925	0.169852681	0.239625184	-0.071359862	-0.106435371	0.105651719	0.124012488	0.144009341	0.200824635	0.135074146	0.092058814	0.039573246
D19116	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit	0.328227845	0.22830889	0.271921405	0.142190606	0.258198555	-0.06660771	-0.086894523	0.142628076	0.193634642	0.172613115	0.142558975	0.128012835	-0.009257618	0.001551029
D13296	Participates in both transcription termination and antitermination	0.355746248	0.245767424	0.261278481	0.131391456	0.242947676	-0.153270866	-0.063522464	0.163226507	0.291206115	0.16990792	0.106774321	0.027397406	0.006138107	-0.041095271
D16129	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions	0.315470029	0.290551472	0.286928005	0.073010606	0.262294267	-0.089983226	-0.007334859	0.115563406	0.261995115	0.214441211	0.152747357	0.061850586	0.018758044	0.024048784
D9485	"Glycosyltransferase, group 2 family protein"	0.349900464	0.275597665	0.211294784	0.116966608	0.264853975	-0.14515029	0.006904826	0.160627768	0.170460163	0.150861147	0.017111274	0.087361888	-0.01464807	-0.032560728
D22508	Zinc-binding dehydrogenase	0.379688933	0.312925282	0.208479757	0.099837246	0.290275985	-0.159975198	-0.011327525	0.07124027	0.210006213	0.188856307	0.129152972	0.037289592	-0.076501784	0.043727928
D2186	Belongs to the aspartokinase family	0.289845635	0.223065731	0.198334983	0.243664459	0.433225096	-0.249414173	-0.041232191	0.076361917	0.160485646	0.149653845	-0.085097495	-0.072920267	0.061726894	-0.057943598
D3442	"Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives"	0.233217048	0.239638154	0.171827329	0.13204882	0.320133458	-0.170059383	-0.009901798	0.093035264	0.13186013	0.161908864	0.014984516	-0.039814732	-0.021328144	-0.138313131
D9643	"HAD hydrolase, family IA, variant 1"	0.318118278	0.139476555	0.163946874	0.219617842	0.408460606	-0.114509444	0.00142112	0.141960488	0.12727795	0.13266286	0.019270699	-0.04280934	0.006291317	-0.065500912
D2521	Belongs to the peptidase M24B family	0.2433272	0.256881799	0.177797245	0.319394023	0.217284383	-0.068833271	0.130442745	-0.034524843	0.233602416	0.082698528	0.103440296	-0.041761458	0.126204761	0.134033468
D19262	Stage II sporulation protein E	0.27357213	0.218333031	0.123559962	0.254581498	0.383434079	-0.122941451	0.10458174	0.019116651	0.095371696	0.195139071	-0.020600457	-0.036808922	0.096499682	0.124912095
D21390	"transposition, DNA-mediated"	0.294071549	0.196659081	0.16457069	0.319855971	0.203486334	-0.126910636	0.037170126	0.037735329	0.10534555	0.170018815	-0.018346103	-0.081843322	0.109730475	0.019713722
D3595	Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP	0.326128327	0.23836984	0.196970361	0.184230439	0.306862025	-0.12655473	-0.059804883	0.046182521	0.171517466	0.18578955	-0.008552982	0.052964426	0.082947342	0.076454829
D6684	DHHA1 domain	0.207639123	0.221446008	0.212791884	0.23410276	0.318020644	-0.106429563	-0.042770675	0.017512291	0.133873876	0.172897563	0.052120992	0.062204463	0.057559165	0.04465219
D1134	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)	0.315731527	0.139932299	0.205051876	0.21579916	0.251544431	-0.074863062	0.034036692	0.078852142	0.132263834	0.188652436	0.064800585	0.121352925	0.022898507	-0.015000779
