		Acinetobacter baumannii	Yarrowia lipolytica	Human betaherpesvirus 7	Paracoccus pantotrophus	Acinetobacter tandoii	Zymoseptoria tritici	Methanobrevibacter_A smithii_A	Fusobacterium nucleatum	Gemella morbillorum	Thermothelomyces thermophilus	Candidatus Methanomethylophilus alvus	Lachnoanaerobaculum umeaense	Streptococcus mutans	Streptococcus constellatus
D1989	Bacterial mobilisation protein (MobC)	-0.169758964	-0.189215231	-0.18559278	-0.378773171	-0.308568601	0.122077922	0.244595864	0.247032751	0.524129464	0.499164871	0.393521238	0.418728335	0.474831122	0.77933371
D21165	"Transcriptional regulatory protein, C terminal"	-0.169323824	-0.185745446	-0.18559278	-0.378346444	-0.306175332	0.122077922	0.244364403	0.245590575	0.53562134	0.498816717	0.393830549	0.420009585	0.474831122	0.778881988
D13305	PAS domain	-0.169323824	-0.185745446	-0.18559278	-0.378346444	-0.306175332	0.122077922	0.244364403	0.245590575	0.53562134	0.498816717	0.393830549	0.420009585	0.474831122	0.778881988
D1182	Alpha-amylase domain	-0.169323824	-0.185745446	-0.18559278	-0.378346444	-0.306175332	0.122077922	0.244364403	0.245590575	0.53562134	0.498816717	0.393830549	0.420009585	0.474831122	0.778881988
D452	AAA-like domain	-0.169323824	-0.185745446	-0.18559278	-0.378346444	-0.306175332	0.122077922	0.244364403	0.245590575	0.53562134	0.498816717	0.393830549	0.420009585	0.474831122	0.778881988
D584	"ABC-type multidrug transport system, ATPase component"	-0.169323824	-0.185745446	-0.18559278	-0.378346444	-0.306175332	0.122077922	0.244364403	0.245590575	0.53562134	0.498816717	0.393830549	0.420009585	0.474831122	0.778881988
D21208	Transglutaminase-like superfamily	-0.169215039	-0.18736841	-0.18559278	-0.378239762	-0.306175332	0.11552795	0.244017213	0.246431844	0.531207793	0.499338947	0.393985205	0.419689272	0.466226511	0.77933371
D1076	Aldose 1-epimerase	-0.169215039	-0.18736841	-0.18559278	-0.378239762	-0.306175332	0.11552795	0.244017213	0.246431844	0.531207793	0.499338947	0.393985205	0.419689272	0.466226511	0.77933371
D9953	His Kinase A (phosphoacceptor) domain	-0.169215039	-0.18736841	-0.18559278	-0.378239762	-0.306175332	0.11552795	0.244017213	0.246431844	0.531207793	0.499338947	0.393985205	0.419689272	0.466226511	0.77933371
D9122	glutamine synthetase	-0.169432609	-0.189103303	-0.18559278	-0.378453126	-0.307371967	0.11552795	0.244132943	0.247152932	0.525461855	0.499513024	0.393830549	0.419048648	0.466226511	0.779559571
D16107	Prephenate dehydratase	-0.169432609	-0.189103303	-0.18559278	-0.378453126	-0.307371967	0.11552795	0.244132943	0.247152932	0.525461855	0.499513024	0.393830549	0.419048648	0.466226511	0.779559571
D12670	NlpC/P60 family	-0.169867749	-0.187592267	-0.18559278	-0.378879852	-0.308568601	0.128627894	0.244943055	0.246191482	0.528543011	0.498642641	0.393366582	0.419048648	0.483435733	0.778881988
D5172	COG0534 Na -driven multidrug efflux pump	-0.169867749	-0.187592267	-0.18559278	-0.378879852	-0.308568601	0.128627894	0.244943055	0.246191482	0.528543011	0.498642641	0.393366582	0.419048648	0.483435733	0.778881988
D4062	cheY-homologous receiver domain	-0.169867749	-0.187592267	-0.18559278	-0.378879852	-0.308568601	0.128627894	0.244943055	0.246191482	0.528543011	0.498642641	0.393366582	0.419048648	0.483435733	0.778881988
D302	4Fe-4S binding domain	-0.169867749	-0.187592267	-0.18559278	-0.378879852	-0.308568601	0.128627894	0.244943055	0.246191482	0.528543011	0.498642641	0.393366582	0.419048648	0.483435733	0.778881988
D1501	AraC-like ligand binding domain	-0.169867749	-0.187592267	-0.18559278	-0.378879852	-0.308568601	0.128627894	0.244943055	0.246191482	0.528543011	0.498642641	0.393366582	0.419048648	0.483435733	0.778881988
D15452	phosphatase activity	-0.169650179	-0.185857375	-0.18559278	-0.378666489	-0.307371967	0.128627894	0.244827324	0.245470394	0.534288948	0.498468564	0.393521238	0.419689272	0.483435733	0.778656126
D2238	Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family	-0.169650179	-0.185857375	-0.18559278	-0.378666489	-0.307371967	0.128627894	0.244827324	0.245470394	0.534288948	0.498468564	0.393521238	0.419689272	0.483435733	0.778656126
D6494	D-isomer specific 2-hydroxyacid dehydrogenase	-0.169650179	-0.185857375	-0.18559278	-0.378666489	-0.307371967	0.128627894	0.244827324	0.245470394	0.534288948	0.498468564	0.393521238	0.419689272	0.483435733	0.778656126
D10507	integrase family	-0.171281954	-0.190950124	-0.18559278	-0.378559807	-0.309765236	0.122077922	0.24274418	0.247273114	0.523796366	0.494116647	0.388958897	0.41392365	0.474831122	0.772557877
D5365	"COG1172 Ribose xylose arabinose galactoside ABC-type transport systems, permease components"	-0.171281954	-0.190950124	-0.18559278	-0.378559807	-0.309765236	0.122077922	0.24274418	0.247273114	0.523796366	0.494116647	0.388958897	0.41392365	0.474831122	0.772557877
D7078	DNA topoisomerase	-0.171281954	-0.190950124	-0.18559278	-0.378559807	-0.309765236	0.122077922	0.24274418	0.247273114	0.523796366	0.494116647	0.388958897	0.41392365	0.474831122	0.772557877
D15846	Plays a role in the regulation of phosphate uptake	-0.171390739	-0.18932716	-0.18559278	-0.378666489	-0.309765236	0.128627894	0.243091371	0.246431844	0.528209913	0.493594417	0.388804241	0.414243962	0.483435733	0.772106155
D11463	MATE efflux family protein	-0.171173169	-0.192685017	-0.18559278	-0.378986534	-0.310961871	0.122077922	0.241008226	0.250037285	0.523962915	0.49394257	0.388340274	0.413443181	0.484009374	0.77323546
D17746	"Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone"	-0.171173169	-0.192685017	-0.18559278	-0.378986534	-0.310961871	0.122077922	0.241008226	0.250037285	0.523962915	0.49394257	0.388340274	0.413443181	0.484009374	0.77323546
D19734	"the 2 termini fold to resemble tRNA(Ala) and it encodes a tag peptide , a short internal open reading frame. During trans-translation Ala- aminoacylated tmRNA acts like a tRNA, entering the A-site of stalled ribosomes, displacing the stalled mRNA. The ribosome then switches to translate the ORF on the tmRNA"	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D19116	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D17915	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D17538	Queuosine biosynthesis protein QueC	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D16267	protein conserved in archaea	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D15702	Phosphoribosylformylglycinamidine cyclo-ligase	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D15676	Phosphoribosyl transferase domain	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D14086	"PFAM extracellular solute-binding protein, family 5"	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D14075	PFAM Exonuclease VII large subunit	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D13299	Participates in initiation and elongation during chromosome replication	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D12936	omega peptidase activity	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D10147	HTH-like domain	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D8208	EXOIII	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D8004	endonuclease containing a URI domain	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D6149	Could be responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D5426	COG1335 Amidases related to nicotinamidase	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D3817	"Catalyzes two steps in the biosynthesis of coenzyme A. In the first step cysteine is conjugated to 4'-phosphopantothenate to form 4-phosphopantothenoylcysteine, in the latter compound is decarboxylated to form 4'-phosphopantotheine"	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D3611	"Catalyzes the irreversible cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and S- adenosylhomocysteine (SAH AdoHcy) to adenine and the corresponding thioribose, 5'-methylthioribose and S-ribosylhomocysteine, respectively"	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D1155	Alpha beta hydrolase	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D3021	Branched-chain amino acid ATP-binding cassette transporter	-0.11193983	-0.149863469	-0.164633719	-0.348430724	-0.266158659	0.136616737	0.253058827	0.242535975	0.430709705	0.575207547	0.462417082	0.489163682	0.542889243	0.878429342
D17351	Putative lysophospholipase	-0.112060455	-0.147939756	-0.164633719	-0.347957554	-0.264831786	0.136616737	0.254983717	0.23947096	0.430525029	0.57540057	0.463103034	0.489696443	0.532712057	0.877678013
D14608	PFAM periplasmic binding protein	-0.112060455	-0.147939756	-0.164633719	-0.347957554	-0.264831786	0.136616737	0.254983717	0.23947096	0.430525029	0.57540057	0.463103034	0.489696443	0.532712057	0.877678013
D7875	E1-E2 ATPase	-0.112060455	-0.147939756	-0.164633719	-0.347957554	-0.264831786	0.136616737	0.254983717	0.23947096	0.430525029	0.57540057	0.463103034	0.489696443	0.532712057	0.877678013
D6228	Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA)	-0.112060455	-0.147939756	-0.164633719	-0.347957554	-0.264831786	0.136616737	0.254983717	0.23947096	0.430525029	0.57540057	0.463103034	0.489696443	0.532712057	0.877678013
D2588	Belongs to the ribulose-phosphate 3-epimerase family	-0.112060455	-0.147939756	-0.164633719	-0.347957554	-0.264831786	0.136616737	0.254983717	0.23947096	0.430525029	0.57540057	0.463103034	0.489696443	0.532712057	0.877678013
D3405	"Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS"	-0.112060455	-0.147939756	-0.164633719	-0.347957554	-0.264831786	0.136616737	0.254983717	0.23947096	0.430525029	0.57540057	0.463103034	0.489696443	0.532712057	0.877678013
D21350	transposase activity	-0.111819206	-0.146016043	-0.164633719	-0.347720969	-0.263504913	0.136616737	0.254855391	0.238671391	0.436896338	0.575207547	0.463274522	0.490406792	0.532712057	0.87742757
D19742	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine	-0.111819206	-0.146016043	-0.164633719	-0.347720969	-0.263504913	0.136616737	0.254855391	0.238671391	0.436896338	0.575207547	0.463274522	0.490406792	0.532712057	0.87742757
D5061	COG0210 Superfamily I DNA and RNA helicases	-0.111819206	-0.146016043	-0.164633719	-0.347720969	-0.263504913	0.136616737	0.254855391	0.238671391	0.436896338	0.575207547	0.463274522	0.490406792	0.532712057	0.87742757
D13098	"Oxidoreductase family, C-terminal alpha/beta domain"	-0.111819206	-0.146016043	-0.164633719	-0.347720969	-0.263504913	0.136616737	0.254855391	0.238671391	0.436896338	0.575207547	0.463274522	0.490406792	0.532712057	0.87742757
D22327	Xanthine uracil	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D20004	"TIGRFAM acetolactate synthase, large subunit, biosynthetic type"	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D19027	SNF2 family N-terminal domain	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D17846	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D16176	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D15935	"Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII"	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D13935	"PFAM Cobyrinic acid a,c-diamide synthase"	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D12189	"Murein-degrading enzyme that degrades murein glycan strands and insoluble, high-molecular weight murein sacculi, with the concomitant formation of a 1,6-anhydromuramoyl product. Lytic transglycosylases (LTs) play an integral role in the metabolism of the peptidoglycan (PG) sacculus. Their lytic action creates space within the PG sacculus to allow for its expansion as well as for the insertion of various structures such as secretion systems and flagella"	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D10332	"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit"	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D9801	"helix_turn_helix, Arsenical Resistance Operon Repressor"	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D9778	helicase C-terminal domain protein	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D5624	COG2801 Transposase and inactivated derivatives	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D5405	COG1253 Hemolysins and related proteins containing CBS domains	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D3393	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D2498	Belongs to the OMP decarboxylase family. Type 2 subfamily	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D1282	amino acid carrier protein	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D2246	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family	-0.112542954	-0.146140153	-0.164633719	-0.347839262	-0.264831786	0.143879589	0.257421911	0.236272683	0.428862949	0.575207547	0.46344601	0.48987403	0.532075983	0.87667624
D22191	Virulence-associated protein E	-0.112301705	-0.14421644	-0.164633719	-0.347602676	-0.263504913	0.143879589	0.257293585	0.235473114	0.435234257	0.575014524	0.463617497	0.490584379	0.532075983	0.876425797
D21804	UDP-galactopyranose mutase	-0.112301705	-0.14421644	-0.164633719	-0.347602676	-0.263504913	0.143879589	0.257293585	0.235473114	0.435234257	0.575014524	0.463617497	0.490584379	0.532075983	0.876425797
D21388	"Transposase, Mutator family"	-0.112301705	-0.14421644	-0.164633719	-0.347602676	-0.263504913	0.143879589	0.257293585	0.235473114	0.435234257	0.575014524	0.463617497	0.490584379	0.532075983	0.876425797
D17620	Recombinase	-0.112301705	-0.14421644	-0.164633719	-0.347602676	-0.263504913	0.143879589	0.257293585	0.235473114	0.435234257	0.575014524	0.463617497	0.490584379	0.532075983	0.876425797
D17023	protein serine/threonine kinase activity	-0.112301705	-0.14421644	-0.164633719	-0.347602676	-0.263504913	0.143879589	0.257293585	0.235473114	0.435234257	0.575014524	0.463617497	0.490584379	0.532075983	0.876425797
D11075	Likely ribonuclease with RNase H fold.	-0.112301705	-0.14421644	-0.164633719	-0.347602676	-0.263504913	0.143879589	0.257293585	0.235473114	0.435234257	0.575014524	0.463617497	0.490584379	0.532075983	0.876425797
D8486	FHA domain	-0.112301705	-0.14421644	-0.164633719	-0.347602676	-0.263504913	0.143879589	0.257293585	0.235473114	0.435234257	0.575014524	0.463617497	0.490584379	0.532075983	0.876425797
D5179	"COG0553 Superfamily II DNA RNA helicases, SNF2 family"	-0.112301705	-0.14421644	-0.164633719	-0.347602676	-0.263504913	0.143879589	0.257293585	0.235473114	0.435234257	0.575014524	0.463617497	0.490584379	0.532075983	0.876425797
D5701	COG3547 Transposase and inactivated derivatives	-0.112301705	-0.14421644	-0.164633719	-0.347602676	-0.263504913	0.143879589	0.257293585	0.235473114	0.435234257	0.575014524	0.463617497	0.490584379	0.532075983	0.876425797
D15473	phosphate ion transmembrane transport	-0.112904829	-0.146388374	-0.164633719	-0.348785602	-0.267485532	0.158405291	0.256395303	0.238271606	0.432464123	0.574049411	0.462245594	0.489341269	0.561335392	0.87667624
D11462	Mate efflux family protein	-0.112904829	-0.146388374	-0.164633719	-0.348785602	-0.267485532	0.158405291	0.256395303	0.238271606	0.432464123	0.574049411	0.462245594	0.489341269	0.561335392	0.87667624
D7964	elongation factor P	-0.112904829	-0.146388374	-0.164633719	-0.348785602	-0.267485532	0.158405291	0.256395303	0.238271606	0.432464123	0.574049411	0.462245594	0.489341269	0.561335392	0.87667624
D2474	Belongs to the N(4) N(6)-methyltransferase family	-0.112904829	-0.146388374	-0.164633719	-0.348785602	-0.267485532	0.158405291	0.256395303	0.238271606	0.432464123	0.574049411	0.462245594	0.489341269	0.561335392	0.87667624
D2528	Belongs to the peptidase S11 family	-0.112904829	-0.146388374	-0.164633719	-0.348785602	-0.267485532	0.158405291	0.256395303	0.238271606	0.432464123	0.574049411	0.462245594	0.489341269	0.561335392	0.87667624
D22149	VanZ like family	-0.113025454	-0.144464661	-0.164633719	-0.348312432	-0.266158659	0.158405291	0.258320193	0.235206591	0.432279448	0.574242434	0.462931546	0.48987403	0.551158206	0.875924911
D18765	sigma factor activity	-0.113025454	-0.144464661	-0.164633719	-0.348312432	-0.266158659	0.158405291	0.258320193	0.235206591	0.432279448	0.574242434	0.462931546	0.48987403	0.551158206	0.875924911
D12289	N-terminal TM domain of oligopeptide transport permease C	-0.113025454	-0.144464661	-0.164633719	-0.348312432	-0.266158659	0.158405291	0.258320193	0.235206591	0.432279448	0.574242434	0.462931546	0.48987403	0.551158206	0.875924911
D9980	Histidine kinase-like ATPases	-0.113025454	-0.144464661	-0.164633719	-0.348312432	-0.266158659	0.158405291	0.258320193	0.235206591	0.432279448	0.574242434	0.462931546	0.48987403	0.551158206	0.875924911
D9972	histidine kinase HAMP region domain protein	-0.113025454	-0.144464661	-0.164633719	-0.348312432	-0.266158659	0.158405291	0.258320193	0.235206591	0.432279448	0.574242434	0.462931546	0.48987403	0.551158206	0.875924911
D5687	"COG3451 Type IV secretory pathway, VirB4 components"	-0.113025454	-0.144464661	-0.164633719	-0.348312432	-0.266158659	0.158405291	0.258320193	0.235206591	0.432279448	0.574242434	0.462931546	0.48987403	0.551158206	0.875924911
D5414	"COG1299 Phosphotransferase system, fructose-specific IIC component"	-0.113025454	-0.144464661	-0.164633719	-0.348312432	-0.266158659	0.158405291	0.258320193	0.235206591	0.432279448	0.574242434	0.462931546	0.48987403	0.551158206	0.875924911
D5325	COG1073 Hydrolases of the alpha beta superfamily	-0.113025454	-0.144464661	-0.164633719	-0.348312432	-0.266158659	0.158405291	0.258320193	0.235206591	0.432279448	0.574242434	0.462931546	0.48987403	0.551158206	0.875924911
D179	2Fe-2S iron-sulfur cluster binding domain	-0.113025454	-0.144464661	-0.164633719	-0.348312432	-0.266158659	0.158405291	0.258320193	0.235206591	0.432279448	0.574242434	0.462931546	0.48987403	0.551158206	0.875924911
D5208	COG0624 Acetylornithine deacetylase Succinyl-diaminopimelate desuccinylase and related deacylases	-0.113025454	-0.144464661	-0.164633719	-0.348312432	-0.266158659	0.158405291	0.258320193	0.235206591	0.432279448	0.574242434	0.462931546	0.48987403	0.551158206	0.875924911
D22501	"Zinc phosphodiesterase, which displays some tRNA 3'- processing endonuclease activity. Probably involved in tRNA maturation, by removing a 3'-trailer from precursor tRNA"	-0.112784204	-0.142540948	-0.164633719	-0.348075847	-0.264831786	0.158405291	0.258191867	0.234407022	0.438650756	0.574049411	0.463103034	0.490584379	0.551158206	0.875674468
D17784	Replication initiation and membrane attachment	-0.112784204	-0.142540948	-0.164633719	-0.348075847	-0.264831786	0.158405291	0.258191867	0.234407022	0.438650756	0.574049411	0.463103034	0.490584379	0.551158206	0.875674468
D13123	oxidoreductases (related to aryl-alcohol dehydrogenases)	-0.112784204	-0.142540948	-0.164633719	-0.348075847	-0.264831786	0.158405291	0.258191867	0.234407022	0.438650756	0.574049411	0.463103034	0.490584379	0.551158206	0.875674468
D11262	LysR substrate binding domain	-0.112784204	-0.142540948	-0.164633719	-0.348075847	-0.264831786	0.158405291	0.258191867	0.234407022	0.438650756	0.574049411	0.463103034	0.490584379	0.551158206	0.875674468
D1276	amino acid ABC transporter	-0.112784204	-0.142540948	-0.164633719	-0.348075847	-0.264831786	0.158405291	0.258191867	0.234407022	0.438650756	0.574049411	0.463103034	0.490584379	0.551158206	0.875674468
D10201	hydrolase	-0.112784204	-0.142540948	-0.164633719	-0.348075847	-0.264831786	0.158405291	0.258191867	0.234407022	0.438650756	0.574049411	0.463103034	0.490584379	0.551158206	0.875674468
D21561	Tryptophanyl-tRNA synthetase	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D21540	Trypsin-like peptidase domain	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D21323	transporter of a GTP-driven Fe(2 ) uptake system	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D17295	Putative ATPase subunit of terminase (gpP-like)	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D15822	Plasmid recombination enzyme	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D15594	Phosphoglycerate mutase family	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D15468	Phosphate acyltransferases	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D15292	"Phage integrase, N-terminal SAM-like domain"	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D15000	"PFAM Transposase, Mutator family"	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D14771	PFAM regulatory protein GntR HTH	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
