		Acinetobacter baumannii	Streptococcus mutans	Lachnoanaerobaculum umeaense	Candidatus Methanomethylophilus alvus	Acinetobacter tandoii	Yarrowia lipolytica	Human betaherpesvirus 7	Fusobacterium nucleatum	Streptococcus constellatus	Gemella morbillorum	Zymoseptoria tritici	Thermothelomyces thermophilus	Methanobrevibacter_A smithii_A	Paracoccus pantotrophus
D17438	"Pyridine nucleotide-disulphide oxidoreductase, dimerisation"	0.000552512	0.379477802	0.131687032	0.001748445	0.012293384	0.359639063	0.262531273	0.676425686	0.507694328	0.468120708	0.615066587	0.679027619	0.363167844	0.883974624
D2929	"Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation"	0.001982818	0.233365348	0.047696283	0.003568742	0.021167877	0.372136108	0.309698658	0.537527243	0.514532888	0.421149703	0.608214451	0.946210951	0.324067239	0.905218662
D3833	"Cation transporter/ATPase, N-terminus"	0.000121806	0.427630404	0.045749636	0.001944504	0.022511458	0.34271273	0.377379868	0.573628676	0.689698688	0.520785067	0.538999671	0.952272489	0.313330144	0.637623735
D2806	Beta-eliminating lyase	0.009047779	0.121785053	0.005271141	0.007971003	0.005061551	0.309029688	0.075758642	0.778986103	0.792021386	0.598649384	0.772105709	0.894688587	0.564529892	0.519765659
D19787	"The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate"	0.010820703	0.114698618	0.004625758	0.008169805	0.005487169	0.538010584	0.147418854	0.862224662	0.552053688	0.396854309	0.940713402	0.631096646	0.387047598	0.691493363
D1957	Bacterial DNA polymerase III alpha subunit	0.000278675	0.151753026	0.02742566	0.008054206	0.001531484	0.141533854	0.100701258	0.916618367	0.237712473	0.435601255	0.957294626	0.713777112	0.327875429	0.830921616
D3790	"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)"	0.000869876	0.191890342	0.024765874	0.010801768	0.000670943	0.225728791	0.112268388	0.971874465	0.654818599	0.375385819	0.800056509	0.67549804	0.704290213	0.354637606
D21425	Tricorn protease homolog	0.002219155	0.643666209	0.085751793	0.033562416	0.001021475	0.366823385	0.086840288	0.354700827	0.537485088	0.676696484	0.601904763	0.861469022	0.875971948	0.83251197
D7974	Elongation factor Tu GTP binding domain	0.007350023	0.176701528	0.045545562	0.008703029	0.008439093	0.054073035	0.192279926	0.287731047	0.778722124	0.439116734	0.685369228	0.96770507	0.835405858	0.686192918
D2251	Belongs to the class-II aminoacyl-tRNA synthetase family	0.008703235	0.1684443	0.035723963	0.009126789	0.022933519	0.212669537	0.112563337	0.699651043	0.428252427	0.613695336	0.656477638	0.81442319	0.50650229	0.5887795
D7296	Domain of unknown function (DUF3387)	0.065909628	0.13961975	0.063930061	0.011573605	0.026485572	0.295984562	0.163751704	0.34669246	0.329530056	0.657144154	0.902830278	0.814755203	0.534137521	0.917260829
D14828	PFAM secretion protein HlyD family protein	0.003806636	0.390497214	0.098236654	0.054544828	0.006218712	0.242379038	0.22156069	0.041167889	0.327565572	0.463230832	0.484555192	0.980716066	0.666189187	0.791329683
D17610	Receptor	0.00225248	0.203998099	0.117722632	0.138096172	0.003937952	0.236987812	0.22156069	0.027655597	0.700056283	0.426100056	0.499141439	0.983203931	0.946982942	0.44462192
D5223	COG0657 Esterase lipase	0.001506544	0.284478094	0.15133488	0.042415843	0.002797825	0.759275225	0.759651337	0.231929373	0.646037338	0.280821983	0.721805204	0.261057519	0.67355844	0.583614162
D13434	Peptidase family M13	0.003899734	0.455199066	0.038591977	0.13318342	0.004827365	0.725359037	0.51263685	0.306237772	0.442604607	0.441257158	0.673834187	0.281681167	0.99061581	0.956080336
D2341	Belongs to the GHMP kinase family. GalK subfamily	6.87E-05	0.466009764	0.072439438	0.049990592	0.002242962	0.535065438	0.655635764	0.220355949	0.780359099	0.46305452	0.859870801	0.796348808	0.872718884	0.967369181
D13114	"Oxidoreductase, aldo keto reductase family protein"	0.000115361	0.473713803	0.02268211	0.025719639	0.002371776	0.537061141	0.743742727	0.037073793	0.762827174	0.574930737	0.873305847	0.533010552	0.699067054	0.703109629
D21638	Type II IV secretion system protein	0.00100571	0.219951607	0.01825135	0.016564136	0.013708644	0.442414668	0.623864309	0.099819145	0.35762183	0.136330367	0.500278035	0.61216991	0.589637783	0.578570897
D8486	FHA domain	0.007807911	0.368219005	0.070511142	0.026510951	0.014294912	0.369485231	0.64427179	0.299632635	0.526548014	0.251380318	0.912928506	0.74558681	0.475681938	0.798012787
D15431	Phenylalanyl-tRNA synthetase beta	0.001523628	0.226911825	0.090623536	0.036102232	0.016302334	0.397882408	0.526225347	0.243693911	0.238974395	0.23271172	0.886689175	0.659975693	0.779167114	0.520283923
D3606	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate	0.001293718	0.181739124	0.006570486	0.014305648	0.000158292	0.399445683	0.516890721	0.359680839	0.452130689	0.291702745	0.872529205	0.199662893	0.637985334	0.801563181
D10597	Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction	0.00091439	0.109741579	0.014269419	0.022875314	0.001013176	0.276412638	0.373049884	0.315003737	0.229911937	0.178739411	0.917979431	0.63210585	0.666808699	0.676459483
D10601	"Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase"	6.51E-05	0.05507594	0.018203108	0.069207919	0.000160268	0.320080655	0.425356949	0.334697964	0.2257498	0.162759451	0.802724562	0.705978721	0.968401006	0.83592263
D10870	KAP family P-loop domain	1.45E-05	0.924379004	0.714552125	0.016044372	1.32E-05	0.250117991	0.625892774	0.842023016	0.794096718	0.8886131	0.403872244	0.246371768	0.522324154	0.054479435
D13432	Peptidase family C69	5.01E-06	0.63371319	0.059045631	0.000332302	1.15E-07	0.09959315	0.221101635	0.938021057	0.655157622	0.621414005	0.457503647	0.793536529	0.112236015	0.436143129
D310	"4Fe-4S ferredoxin, iron-sulfur binding"	6.50E-06	0.817371263	0.727359505	0.032470157	0.000146655	0.248633705	0.298690699	0.997280288	0.945806488	0.742307456	0.544869046	0.473407271	0.480609049	0.282762397
D15928	Polysaccharide pyruvyl transferase	0.000142935	0.550059232	0.271727979	0.003016217	1.73E-07	0.212091807	0.570924754	0.492900228	0.862446047	0.629472049	0.509260104	0.68826082	0.198303365	0.642300048
D18659	Serine dehydratase alpha chain	0.009843486	0.463844637	0.085189544	0.029468871	7.88E-06	0.695849253	0.640168695	0.661177417	0.835693755	0.858009422	0.838714661	0.985579295	0.158611135	0.259891679
D12399	NADH flavin oxidoreductase NADH oxidase	0.000101042	0.883927401	0.15873191	0.112218942	0.01172651	0.31923616	0.926520724	0.422317749	0.592326194	0.770115363	0.591350267	0.556064981	0.204158637	0.11949487
D1855	ATPase activity	0.000901818	0.314781741	0.047172579	0.007785374	0.019657463	0.266274086	0.733865315	0.595244672	0.796286993	0.560696856	0.470010961	0.871755975	0.550093822	0.804094334
D9699	"HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain"	3.58E-05	0.265228966	0.159177154	0.038606946	0.002243141	0.172524638	0.762151138	0.78150662	0.523162185	0.921729541	0.458177802	0.903262932	0.369428443	0.34246266
D13690	PFAM ABC transporter	0.000553089	0.193600604	0.071516794	0.004797545	0.009657472	0.355682007	0.805770903	0.781874227	0.700672476	0.877724452	0.603722501	0.69469273	0.142271723	0.331911306
D5716	COG3666 Transposase and inactivated derivatives	0.000738029	0.748437516	0.079384055	0.010589296	0.000878293	0.508098994	0.890103981	0.242689273	0.90706254	0.784217246	0.9836152	0.842486847	0.177840293	0.200534745
D15292	"Phage integrase, N-terminal SAM-like domain"	6.92E-06	0.41673385	0.113230953	0.002185814	0.000772308	0.037940009	0.872734694	0.859547411	0.756339137	0.628709221	0.762898844	0.956622017	0.062855402	0.503684401
D6698	Diacylglycerol kinase catalytic domain	9.50E-05	0.506406269	0.079178084	0.003747414	0.000917703	0.332505904	0.603734396	0.930945007	0.761219471	0.265487429	0.666102903	0.794384029	0.256761227	0.54109592
D18317	RNA pseudouridylate synthase	7.50E-05	0.146668053	0.067003619	0.004375554	0.000490652	0.1601093	0.780319152	0.775738359	0.912617469	0.415681081	0.554523651	0.633494629	0.294782595	0.518152509
D2517	Belongs to the peptidase M16 family	0.000357206	0.084500015	0.122042472	0.078043804	0.000799104	0.040245499	0.66473108	0.444363197	0.845951756	0.457328513	0.467095102	0.879520791	0.985277022	0.611032163
D21352	Transposase and inactivated derivatives	2.29E-07	0.222125256	0.234004912	0.057852719	0.003803328	0.10996035	0.95165822	0.598662956	0.922605313	0.484659589	0.519917642	0.960910864	0.667412361	0.449214542
D10739	Iron-only hydrogenase maturation rSAM protein HydE	5.81E-08	0.358318869	0.188401499	0.009302566	0.000263968	0.130934643	0.558554309	0.110698538	0.4439128	0.453631139	0.408817209	0.99646267	0.698792306	0.186467446
D1339	"Aminotransferase, class I II"	5.82E-07	0.324028626	0.054281245	0.015692374	0.002003241	0.262336394	0.594032493	0.25110742	0.451058956	0.527337036	0.614518264	0.876982842	0.72853888	0.445588041
D9439	"Glycosyl transferase, family 2"	2.35E-06	0.390207861	0.066436216	0.0207638	0.00366377	0.587874222	0.634265771	0.106038955	0.521976593	0.690731621	0.872798192	0.853250142	0.563857037	0.25033969
D13301	"Participates in transcription elongation, termination and antitermination"	5.70E-05	0.360908388	0.069291648	0.042213282	0.006671441	0.580921771	0.440719979	0.82956265	0.609590814	0.552035424	0.883403789	0.761639516	0.977305303	0.922565968
D17721	"rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo and helps enforce protein L-homochirality"	4.20E-06	0.357374343	0.152839667	0.107061806	0.001241204	0.379340874	0.617994581	0.956824247	0.553847874	0.553893064	0.562601148	0.886483461	0.981624345	0.805499294
D2572	Belongs to the purine pyrimidine phosphoribosyltransferase family	1.76E-06	0.08035066	0.12690539	0.071952908	0.001605298	0.380237911	0.187595064	0.92299472	0.458038419	0.329751406	0.909727372	0.471046158	0.528460104	0.396792082
D3410	Catalyzes the attachment of L-aspartate to tRNA(Asp) in a two-step reaction L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp)	2.64E-05	0.442102605	0.291197388	0.049828352	0.008055942	0.30804427	0.733956946	0.886678704	0.31384808	0.383928439	0.457136923	0.720496369	0.573279217	0.546130522
D4269	Cobalt transport protein	8.01E-06	0.126678351	0.214000039	0.036292576	0.002589345	0.70396071	0.575009155	0.803482871	0.19069627	0.212720316	0.973991356	0.90640568	0.515284912	0.589127281
D16457	Protein of unknown function (DUF1524)	0.000397558	0.156106586	0.19588478	0.012284488	0.026186635	0.480907648	0.893548819	0.640909017	0.138067912	0.276707465	0.984377997	0.776233356	0.383123675	0.304510358
D11219	LURP-one-related	0.000417354	0.219722201	0.301097276	0.042615162	0.000592754	0.39751972	0.756520815	0.760358375	0.22640812	0.137688766	0.359972909	0.845313992	0.285435652	0.067240916
D15486	phosphate transport system permease	0.000166433	0.160732163	0.764307834	0.048913345	0.01142074	0.541229894	0.298690699	0.692072165	0.661720624	0.434722634	0.889027627	0.462749718	0.330394349	0.22767689
D6637	DeoR C terminal sensor domain	0.000495776	0.245783289	0.287867688	0.019812249	0.012612809	0.564095405	0.331980292	0.948841142	0.660771096	0.475699083	0.782079784	0.825928869	0.436587229	0.405915962
D12989	"Orn Lys Arg decarboxylase, major domain protein"	0.00033817	0.164011411	0.378564112	0.118450656	0.015307208	0.599390177	0.22156069	0.825993151	0.949287477	0.710237605	0.920738202	0.788165996	0.614666302	0.312954446
D13495	Peptidase S24-like	0.005082583	0.09415253	0.155567914	0.017981464	0.007638389	0.700830627	0.858790613	0.353843729	0.58859258	0.246566143	0.55940436	0.803473872	0.319238284	0.701223178
D17295	Putative ATPase subunit of terminase (gpP-like)	0.002066701	0.108310985	0.127636774	0.022296063	0.001015294	0.686456416	0.513557529	0.792295806	0.994170354	0.207920623	0.882291666	0.314552905	0.268693946	0.403096735
D1857	"ATPase activity, uncoupled"	0.131177962	0.940789253	0.26628479	0.480666971	0.10058459	0.795136501	0.798897719	0.025688675	0.707897084	0.585371084	0.58336704	0.010817316	0.391231196	0.753900314
D7625	Domain of unknown function (DUF4956)	0.114757981	0.27868019	0.154177454	0.354102034	0.011994322	0.697695842	0.770510115	0.082112899	0.868273472	0.604803472	0.47841987	0.021355821	0.085024434	0.497733903
D22233	VTC domain	0.198762714	0.240868858	0.375683884	0.497121051	0.050232737	0.822412823	0.834780712	0.100770345	0.950749733	0.608489707	0.378189755	0.044048388	0.152495025	0.283232135
D10936	L-asparaginase	0.059654148	0.183464219	0.045608939	0.164044191	0.043209769	0.765686906	0.190631346	0.599273851	0.58715049	0.231893261	0.677593179	0.182587453	0.240260779	0.966700339
D2100	Bacteriophage peptidoglycan hydrolase	0.095336677	0.188724728	0.032443529	0.073690089	0.013603134	0.941486957	0.11998143	0.950351172	0.415219474	0.334439695	0.612094964	0.114250059	0.289373582	0.774156194
D3464	Catalyzes the conversion of dihydroorotate to orotate	0.025856733	0.081785541	0.013498151	0.03149103	0.022662128	0.643375008	0.086840288	0.668953072	0.30861839	0.530673753	0.988198891	0.138628974	0.189643956	0.46752532
D14415	PFAM Methyltransferase type 11	0.13359794	0.079751657	0.136206336	0.130928363	0.00573651	0.580214334	0.490628288	0.611095961	0.346724847	0.299001152	0.50903133	0.173286628	0.420065977	0.939260698
D17809	Required for chromosome condensation and partitioning	0.077545781	0.029163306	0.01323065	0.03097653	0.015371546	0.54137337	0.237971066	0.968675584	0.419268517	0.173277299	0.762421375	0.212549925	0.239273747	0.785853915
D16242	Protease prsW family	0.21072072	0.205393491	0.070910753	0.287235219	0.041212036	0.740667847	0.190631346	0.454880102	0.49727668	0.495132463	0.79487834	0.065432325	0.550785681	0.529838107
D17178	PspC domain protein	0.087204492	0.181891079	0.197150064	0.606383231	0.02957796	0.42061942	0.298690699	0.714313465	0.446808829	0.262312969	0.739680862	0.07360199	0.775313206	0.467366044
D2293	Belongs to the dihydroorotate dehydrogenase family. Type 1 subfamily	0.010441587	0.258838426	0.10267686	0.128544714	0.006944063	0.594840603	0.163751704	0.439583426	0.870222418	0.648627892	0.510969849	0.080700906	0.31494439	0.819942214
D7885	"ECF transporter, substrate-specific component"	0.090453046	0.417082444	0.078867836	0.106911621	0.010125297	0.329296966	0.163751704	0.172532639	0.959039281	0.722281982	0.51368013	0.024973041	0.393777014	0.795473533
D22149	VanZ like family	0.018085087	0.50026072	0.233719351	0.038643565	0.02245561	0.768633652	0.140354761	0.480501906	0.481125136	0.762440072	0.470648718	0.314808532	0.718837713	0.788452767
D2250	Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family	0.012819067	0.335629987	0.229888892	0.178067737	0.044583636	0.767401319	0.102250754	0.868787017	0.936755403	0.569326515	0.519563504	0.529076555	0.886237878	0.270790763
D8743	"Forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle"	0.004770329	0.261113989	0.354656538	0.16457625	0.006130677	0.954860424	0.163751704	0.759407498	0.52948277	0.291859306	0.340567021	0.37853032	0.962421785	0.547408742
D19786	"The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 uvrA and 2 uvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by uvrB, the uvrA molecules dissociate"	0.000966332	0.342701555	0.185701293	0.074462585	0.002031801	0.762778248	0.257261833	0.59910873	0.81494289	0.365353789	0.568523643	0.594637379	0.911711353	0.551015112
D21353	Transposase and inactivated derivatives IS30 family	0.025755935	0.27765426	0.050957179	0.041183023	0.037878071	0.558971526	0.257261833	0.34276763	0.597924445	0.42655451	0.646419437	0.593488866	0.947748829	0.417697415
D3439	Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate	0.053813621	0.190276623	0.289132644	0.013258034	0.051691467	0.515265933	0.102250754	0.8460569	0.666848983	0.571016127	0.98612448	0.669375468	0.891858585	0.733295677
D16649	Protein of unknown function (DUF2971)	0.030265329	0.147183295	0.23670637	0.093121361	0.03805224	0.380510596	0.190631346	0.912372423	0.738716116	0.383222622	0.917943279	0.767868947	0.799071794	0.802946296
D17479	"Pyrophosphatase that catalyzes the hydrolysis of nucleoside triphosphates to their monophosphate derivatives, with a high preference for the non-canonical purine nucleotides XTP (xanthosine triphosphate), dITP (deoxyinosine triphosphate) and ITP. Seems to function as a house-cleaning enzyme that removes non-canonical purine nucleotides from the nucleotide pool, thus preventing their incorporation into DNA RNA and avoiding chromosomal lesions"	0.021251098	0.153861536	0.079795725	0.064267616	0.048765109	0.984698457	0.163249697	0.675606968	0.781410461	0.592732572	0.783326874	0.841224999	0.581468535	0.577117134
D16287	protein disulfide oxidoreductase activity	0.051369415	0.212125602	0.139039255	0.105398767	0.043991492	0.917188665	0.190631346	0.923951779	0.300862318	0.356166549	0.946315208	0.371270676	0.814335913	0.797218488
D22084	Uroporphyrinogen decarboxylase (URO-D)	0.037328717	0.282200457	0.043452479	0.153056348	0.00497923	0.995724226	0.163751704	0.791513631	0.462198574	0.350383204	0.921480289	0.540293049	0.862669643	0.749341468
D11208	LrgA family	0.101380961	0.128554397	0.199927779	0.192987398	0.020043596	0.788413949	0.140354761	0.682935239	0.48261739	0.314949874	0.311114733	0.559681487	0.904371495	0.945176893
D17024	protein serine/threonine phosphatase activity	0.095550382	0.140085814	0.231149123	0.036834839	0.013674812	0.799849019	0.140354761	0.841566385	0.372259175	0.125748852	0.285593924	0.575927021	0.332999783	0.901144446
D16876	Protein of unknown function (DUF421)	0.011856051	0.092642405	0.186845536	0.063174958	0.085148529	0.921487887	0.102250754	0.661376646	0.981119999	0.184721277	0.216673202	0.573613063	0.296792202	0.860321988
D21123	"Transcriptional regulator, LacI family"	0.063543385	0.055876095	0.19977494	0.053899106	0.079331885	0.963548895	0.086840288	0.962323934	0.450465847	0.108468912	0.79075455	0.982676597	0.487864694	0.517990465
D1589	ASCH	0.232844916	0.291393597	0.292874832	0.258527734	0.154473436	0.624539956	0.086840288	0.26113582	0.554840577	0.484154838	0.750109454	0.319948945	0.863619362	0.295653274
D17460	Pyridoxamine 5'-phosphate oxidase	0.185730748	0.325105196	0.123375289	0.149969424	0.125443074	0.601602495	0.179441473	0.401591982	0.340475928	0.597419288	0.795755728	0.137458767	0.4357471	0.392672783
D2046	Bacterial transcriptional activator domain	0.104277487	0.399518826	0.289259765	0.362827845	0.113874123	0.551995859	0.22156069	0.492649314	0.899312965	0.380680668	0.233874712	0.312138854	0.863091507	0.26539077
D21983	Universal stress protein family	0.088152138	0.459030534	0.341336642	0.429576668	0.212553676	0.756877169	0.11998143	0.375674841	0.658326635	0.718083321	0.95920774	0.757804551	0.661493974	0.169387613
D828	Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a repressor	0.045630831	0.201549606	0.631972918	0.059516434	0.133843192	0.83441689	0.417689398	0.408542063	0.390450994	0.867532192	0.551601955	0.677723281	0.706144898	0.189862551
D13415	Peptidase C26	0.164491848	0.115669099	0.55749348	0.137651691	0.084502809	0.678270543	0.086840288	0.140113157	0.920026629	0.97022032	0.364443022	0.464746455	0.753838547	0.466136009
D657	ABC1 family	0.030292591	0.215395252	0.620502512	0.35767755	0.014866258	0.691084462	0.524976809	0.363623708	0.496536193	0.549929068	0.59591051	0.495003024	0.728052921	0.859353279
D10692	Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs	0.00960713	0.312171893	0.302227892	0.181411088	0.055511018	0.719413951	0.572646644	0.706582685	0.595902856	0.61393888	0.922759344	0.112464313	0.949829072	0.9567153
D13217	"Part of a heterotetrameric complex that catalyzes the two-step biosynthesis of anthranilate, an intermediate in the biosynthesis of L-tryptophan. In the first step, the glutamine- binding beta subunit (TrpG) of anthranilate synthase (AS) provides the glutamine amidotransferase activity which generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by the large alpha subunit of AS (TrpE) to produce anthranilate. In the absence of TrpG, TrpE can synthesize anthranilate directly from chorismate and high concentrations of ammonia"	0.04015163	0.666409401	0.441717624	0.350367017	0.020954111	0.927888755	0.246817508	0.334003603	0.843394987	0.911535013	0.902753361	0.178504941	0.656909289	0.899926809
D18940	SMART alpha amylase catalytic sub domain	0.17879448	0.305591759	0.356717763	0.171050259	0.006821297	0.672268317	0.946179488	0.408074041	0.889588453	0.148073836	0.793831913	0.850168689	0.800002464	0.452633008
D10908	kinase activity	0.190135569	0.412545658	0.30922953	0.464724063	0.18184556	0.776528939	0.690081319	0.487101111	0.490868421	0.665772846	0.427125561	0.270452524	0.504146863	0.792751025
D18399	S-(hydroxymethyl)glutathione dehydrogenase activity	0.103363465	0.621731678	0.544992798	0.16522875	0.157859554	0.650093432	0.840809078	0.677249299	0.522063286	0.409439913	0.598953317	0.453193073	0.795350116	0.851670141
D5231	COG0668 Small-conductance mechanosensitive channel	0.195523944	0.554366313	0.0779833	0.753048231	0.343380437	0.462365465	0.384209547	0.233361702	0.198657103	0.571579848	0.226497845	0.290306711	0.797669479	0.465367535
D4107	chorismate binding enzyme	0.214568833	0.913179541	0.087838227	0.580601271	0.28081879	0.42169223	0.688197467	0.646945584	0.490703597	0.747323805	0.173651438	0.373880363	0.628146326	0.325433956
D11130	lipopolysaccharide transmembrane transporter activity	0.266366421	0.946747775	0.181472766	0.620223859	0.228816627	0.270491357	0.481476656	0.547449221	0.305093697	0.661777736	0.113676009	0.206782599	0.513088597	0.315813339
D12509	Necessary for normal cell division and for the maintenance of normal septation	0.052870032	0.531392264	0.326169432	0.317998461	0.077522825	0.647705726	0.051929502	0.398519196	0.922281988	0.861257001	0.41231332	0.299549713	0.899286133	0.324480109
D2360	Belongs to the glycosyl hydrolase 13 family	0.019039272	0.630004192	0.357124413	0.144203928	0.090723599	0.282427112	0.134892678	0.35625913	0.830460725	0.690042137	0.973067806	0.297781304	0.946069222	0.309749381
D3789	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate	0.037271579	0.837971464	0.330943591	0.053633965	0.089180827	0.235164858	0.145283418	0.350377004	0.749199581	0.890354069	0.608410366	0.283828165	0.543693858	0.377798872
D11501	May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine	0.087650777	0.96502615	0.574811898	0.226280424	0.355206201	0.40404653	0.086840288	0.634068251	0.387407442	0.266694751	0.560917309	0.264289887	0.751817359	0.226335492
D8210	Exonuclease	0.026679416	0.700382429	0.136910002	0.142238426	0.127049628	0.428014104	0.246817508	0.462440069	0.287881844	0.553969401	0.647880799	0.62120858	0.9758172	0.302078856
D13419	"Peptidase C39, bacteriocin processing"	0.087309718	0.749874325	0.197484958	0.18206795	0.097605493	0.549526032	0.22156069	0.765991008	0.58561833	0.610561472	0.54139635	0.572821009	0.841596321	0.315627853
D2029	"Bacterial regulatory proteins, gntR family"	0.013696998	0.961249707	0.070974265	0.044528493	0.022510147	0.839937822	0.298690699	0.932689464	0.687736571	0.979584922	0.939422443	0.143804287	0.874267261	0.33131892
D18859	Single-stranded DNA-binding protein	0.003214668	0.920381343	0.007678963	0.048594116	0.043855911	0.693161073	0.472356895	0.934854788	0.497533991	0.587231426	0.524520621	0.374926133	0.778217483	0.883515013
D6489	"D-fructose-1,6-bisphosphate 1-phosphohydrolase class 3"	0.101271778	0.856125529	0.19794397	0.113236989	0.03290141	0.408761936	0.102250754	0.633833659	0.761233244	0.46428713	0.817714577	0.038206004	0.656428675	0.909761767
D19739	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate	0.047642358	0.700382429	0.05707419	0.174025735	0.027783853	0.996127704	0.07347274	0.245961827	0.647372504	0.792184147	0.959271745	0.228450378	0.862375485	0.697468458
D2328	Belongs to the formate--tetrahydrofolate ligase family	0.036117841	0.29990563	0.02396741	0.130643217	0.002956458	0.815201698	0.191267585	0.540545582	0.766395214	0.918437387	0.962142358	0.018448139	0.955602143	0.414487492
D1144	"Alpha amylase, catalytic domain"	0.047062431	0.308785243	0.088351636	0.047643569	0.020335067	0.290926373	0.228668459	0.593350733	0.912839643	0.893078764	0.904865481	0.190706442	0.547173462	0.444619283
D3253	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)	0.078222496	0.287855487	0.109134338	0.066307412	0.046944544	0.424301837	0.228668459	0.859249417	0.906681966	0.899915806	0.847105446	0.19419792	0.520086298	0.501358995
D6766	Dihydroorotate dehydrogenase	0.074263636	0.946510502	0.035270176	0.236647422	0.440803901	0.745825201	0.878011153	0.490747162	0.986703559	0.906284381	0.222324308	0.435419582	0.538686846	0.248259327
D1550	Arginyl-tRNA synthetase	0.063592728	0.312062588	0.0064137	0.124736586	0.353248392	0.970788837	0.425356949	0.982638654	0.781215874	0.581234286	0.254984789	0.231401795	0.524453467	0.472842532
D22226	"von Willebrand factor, type A"	0.064214049	0.353440851	0.034975286	0.394775988	0.214713145	0.514890783	0.834780712	0.970908302	0.764268276	0.914174317	0.347344289	0.307150441	0.861019685	0.394021464
D8979	GHKL domain	0.175466364	0.671835163	0.079809488	0.087500866	0.289645932	0.533582861	0.061906616	0.760173257	0.584021569	0.99309	0.407867677	0.243641692	0.630320037	0.258167965
D3921	cell redox homeostasis	0.042661339	0.167100556	0.050121657	0.049059126	0.065930971	0.336186765	0.125919443	0.843217636	0.669963888	0.653269231	0.371518426	0.208969985	0.870633676	0.285329661
D10770	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation	0.17420288	0.244517546	0.018319975	0.090224555	0.093639969	0.651704501	0.120130949	0.565143853	0.980363627	0.852500555	0.132746084	0.302476663	0.691422888	0.604116968
D7186	Domain in cystathionine beta-synthase and other proteins.	0.039090689	0.257726784	0.056740854	0.118236696	0.05167613	0.752347406	0.190631346	0.993168381	0.652569129	0.526331927	0.373607088	0.822231879	0.727794478	0.823073116
D15634	Phospholipase/Carboxylesterase	0.067399271	0.456904362	0.087154492	0.120063657	0.013062022	0.710915656	0.102250754	0.610227009	0.95803482	0.712018866	0.67044319	0.317838377	0.611109907	0.51184602
D16986	"Protein of unknown function, DUF255"	0.046522654	0.273213342	0.051420221	0.120723983	0.120395852	0.519861458	0.086840288	0.534472855	0.739131028	0.453572099	0.578197374	0.880893909	0.941503887	0.133664666
D21773	UbiA prenyltransferase family	0.044526645	0.499593681	0.027724484	0.321896602	0.055856942	0.912039207	0.257261833	0.90906827	0.548647022	0.680249956	0.424909121	0.7414311	0.909464122	0.194746766
D11007	LamG domain protein jellyroll fold domain protein	0.783188024	0.794330774	0.021936945	0.078837765	0.033934818	0.593444389	0.717273853	0.556567523	0.782974751	0.578181116	0.258596404	0.967609254	0.427774463	0.219178243
D10253	"hydrolase, family 65, central catalytic"	0.105267576	0.938345806	0.076866919	0.050883428	0.018375191	0.256743527	0.867950201	0.520912453	0.732962006	0.985221173	0.43860197	0.559009649	0.996064339	0.341543212
D14265	PFAM HhH-GPD family protein	0.325317764	0.787256333	0.015043457	0.117421179	0.010015354	0.829505877	0.474539987	0.303391523	0.593422968	0.766805569	0.827795007	0.655385703	0.591535316	0.329642927
