PG.MolecularWeight	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	p_value	log2FC	Early_mean	Advance_mean	T2	T5	T6	T7	T8	T10	T11	T12	T14	T16	T21	T22	T26	T27	T28	T29	T32	T34	T35	T43	T47	T51	T55	T58	T60	T63	T64	T65	T69	T72	T73	T74	T75	T3	T4	T9	T13	T15	T23	T30	T33	T36	T37	T38	T39	T42	T44	T45	T46	T48	T50	T52	T53	T57	T59	T62	T66	T67	T68	T70	T71	T76
54360.13;58933.58	B4E3Q4;Q9NZK5	ADA2	Adenosine deaminase 2	0.041383628	2.315688612	18.09246808	20.40815669	18.65938994	20.59752441	18.89941003	19.84711662	22.42051116	0.592593026	20.6701637	20.05801105	20.78606129	19.16324566	19.80162331	18.7082951	20.0582154	19.60473951	18.47610366	20.82244382	18.67984559	18.43852005	17.90332105	21.1618629	19.89441582	18.67485054	21.5256441	20.69356586	0.581251728	20.08571541	19.64471337	21.25092927	19.77067942	16.67297504	20.81114858	0.575720248	21.52083997	19.44771449	21.05608795	20.97793207	22.24939604	21.58639658	22.79262599	21.68039279	18.95800809	18.37707573	19.11899033	16.96600449	19.87009009	21.38735199	19.24395813	18.84890494	19.31225369	22.78726193	22.35966646	23.07127707	20.31004926	19.66938251	17.06276918	18.42272631	21.37254149	21.37240957	20.56091773	23.1625433	18.50743004	21.30438586
10193.3	B5MBX5	LBH	Protein LBH	0.025303542	3.633761012	11.9419203	15.57568131	17.8002902	16.41910856	16.88936034	17.22007833	16.70777133	0.589241307	0.579123494	17.00531084	16.37829565	0.577075023	16.88056209	16.85599915	16.16313062	16.39690968	15.74743804	17.96208025	0.589413907	17.42460445	14.70913589	16.90031525	15.64381381	17.02515528	16.96428816	0.591759697	1.701185983	0.589700647	20.1538263	16.32730717	0.579167877	16.09953531	16.26034559	0.58781352	1.764226114	16.95531325	17.90356792	17.67549838	16.56445259	18.1018284	16.41417604	17.68615372	16.64789798	17.26038307	15.58182143	17.43701811	18.16646362	16.66889732	0.57971675	17.01150146	15.27931104	0.59396704	14.62980616	13.87814028	15.30911535	16.13050552	17.37681072	17.22029758	16.34967538	17.33994485	17.00836416	14.24442104	19.09344513	16.58626371
36137.91;39446.67	B5MCA1;Q96G28	CFAP36	Cilia- and flagella-associated protein 36	0.038174196	3.917130186	8.410753139	12.32788332	1.88799217	15.99636323	16.26422295	14.85339304	0.577140708	0.583525	0.59313473	0.581794813	16.61733989	0.578570774	14.20435621	16.70939097	15.74359982	16.86572648	0.575781275	14.95690962	0.577247528	0.582461978	16.13031525	0.579443601	16.4135236	0.577727521	13.77744536	16.65331799	0.579325373	16.75944185	14.06798212	14.87876117	0.582943997	15.28809076	1.345765341	0.579755167	0.592063313	16.05087428	16.19309547	17.12505711	0.588178811	16.61880858	0.59204913	15.46487076	16.71304348	15.25845476	16.30840181	17.52001925	16.26319425	14.04573983	0.57928075	13.34515967	0.580098727	0.582094456	17.93863541	15.11926997	16.42120706	17.3843108	14.26454368	17.56078097	15.39851095	15.40116155	16.10977152	0.586659454	16.90354107	0.591802843
62944.96;52145.51;54576.16;52592.96	B5ME97;E7EW69;E7EX04;Q9P0V9	SEPT10	"Septin 10, isoform CRA_c;Septin-10;Septin-10;Septin-10"	0.027564738	2.845501269	16.09579453	18.9412958	19.48186224	17.83256112	18.3582819	19.22505604	20.12650897	0.59168932	16.59116243	18.75817146	18.40906186	16.83427226	18.86657884	20.11243633	19.25641258	18.26547226	20.59949736	18.22576626	0.589476629	19.47553443	18.12487621	19.34665048	19.63473606	18.27099204	19.67092277	19.06311443	0.581633485	0.576623303	18.72619872	19.20022543	0.576778809	18.14573488	18.293539	19.8868558	19.46253572	19.18887585	18.32099124	19.80140021	19.8101052	20.18412335	19.93852261	18.35237849	18.26790024	18.6578469	18.7753163	19.7382631	18.754797	19.0577467	18.13759376	17.88611648	20.52224196	18.75888317	18.20773974	19.98191998	17.43726073	19.39892514	17.45594774	17.36554018	18.09077745	18.80672189	19.052708	17.97637507	21.57748196	19.79307766
63494.08;58824.75	B7WPL0;Q9NVN3	RIC8B	Synembryn-B	0.015707622	5.387269288	7.090181351	12.47745064	18.19982224	20.2696231	0.575790992	20.31416624	0.587517922	0.587217246	0.588815989	0.580134314	0.580808695	0.58854622	0.587184605	19.68030876	0.586841867	18.21633512	0.590781082	17.64820143	18.16755397	18.08180929	14.15240214	20.44160117	18.15995015	0.578305599	0.593189665	0.587352261	0.578706885	18.3717163	0.592203338	0.588180014	0.581318984	0.58428297	0.581677922	0.578018538	0.575619561	18.82712703	17.45898565	18.0370311	0.577600277	18.78180672	16.4557569	0.578617454	17.54143627	16.58937421	18.96295838	18.58440368	0.593571897	0.576903385	0.58732229	18.24698728	0.587389484	17.70418703	15.95382549	19.8426375	17.71957108	18.40513328	0.593938336	0.593977947	15.8004486	15.74052677	18.94820555	18.70284663	0.575727644	18.27777066
22149.41;24815.21	B7Z3L0;Q96AX2	RAB37	"cDNA FLJ61124, highly similar to Ras-related protein Rab-37;Ras-related protein Rab-37"	0.030917807	3.651837924	14.82221976	18.47405768	16.81455763	20.73339057	0.589919746	20.13798018	18.75396416	0.576660922	0.58825305	0.576426691	19.01265165	0.581196122	19.29308654	18.85785128	19.04326898	20.06597977	18.15430792	18.01460676	0.588975441	20.33309828	19.83321806	19.84353246	17.56694187	18.59505574	18.1031514	22.31446763	21.62351416	0.588820571	20.14505724	18.6542747	0.576702119	18.42204282	19.45730134	20.47028849	20.2227078	18.99404029	19.24004595	19.38931414	18.51680564	18.07905714	20.41942764	19.33646229	20.52153407	18.67660137	18.77410166	18.25390691	18.49778388	19.44122198	0.591538063	20.17525943	18.10172278	20.89799922	18.99300755	18.07543688	19.31705897	19.35224041	20.05007415	18.99880904	18.05229275	17.85479716	18.62653833	19.82524035	19.65722249	19.03813231
23528.31	B9A035	NT5C3A	Cytosolic 5'-nucleotidase 3A	0.025600215	5.469003665	12.95685659	18.42586026	24.19410854	21.74218534	0.592420976	22.70489064	22.09365918	0.57609841	20.95307104	22.92468612	0.590582829	0.587455405	0.590315022	23.37213268	22.20084474	20.94825457	22.44139981	22.71715668	20.81795473	23.68502592	0.583870754	0.594480868	22.49180564	0.587232981	20.31397022	0.582028796	0.581301293	0.584192495	20.73013757	22.00546865	0.593097449	20.91530846	0.579414516	0.584286092	22.11742909	19.55624444	23.86446049	0.583306556	19.02140871	22.74414442	20.34709497	19.62488245	0.592279876	22.2937649	21.53679892	22.07684902	22.53020485	20.58131185	0.577023895	23.50367194	23.97501851	20.30782561	17.30037546	19.71010518	21.19871255	21.61089642	20.85435403	22.95876952	19.81332724	23.51748786	21.68432572	20.83265151	0.593073512	20.559577
18618.09	B9A058	HIBCH	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"	0.032322448	2.825912086	16.37597703	19.20188911	18.2096839	19.1069271	20.14118803	19.51411096	18.74940064	0.585986831	0.585522789	20.2599547	17.72491473	20.07967618	19.16222658	19.38555503	19.09135419	19.56658889	19.37217812	18.8903219	19.97757795	19.67136203	19.85833801	19.81025115	19.45308346	19.11016276	19.0351268	18.23797723	21.11317017	0.576245087	19.4239262	18.88293815	0.577877077	18.08956347	19.15998156	0.592289004	16.41178121	19.26973766	19.28069574	19.54193981	18.82614733	19.1452182	20.4051099	19.21133699	18.7913215	19.11264726	18.99850745	19.10413545	18.62811809	17.9648091	19.2256914	18.73255562	18.01300535	18.42279405	20.38041258	19.62530797	19.27065834	18.86824419	19.32330303	20.05602906	24.65739494	18.4919826	18.17278487	16.39681367	20.05183042	18.88625168
14140.44	C9J347	TBRG4	FAST kinase domain-containing protein 4 (Fragment)	0.028688434	-2.671266868	3.25388139	0.582614523	0.576446507	0.586032814	18.87637661	0.593771749	0.579412694	0.590662299	0.584295179	18.17828356	18.06440267	0.592324506	0.586104852	0.576456206	18.03254369	0.589412888	0.59372655	0.581858472	0.593928506	0.589333005	17.79090745	0.577049762	0.592379945	0.587015489	0.579064264	0.592920184	0.583015555	0.589675607	0.58911883	0.588985367	0.590083577	0.591021348	0.579342067	0.58853714	0.593596538	0.59042508	0.585064875	0.580318485	0.580827491	0.581202864	0.576198459	0.57546114	0.58983123	0.577246307	0.58758153	0.583563466	0.580306128	0.594489803	0.58739619	0.589568227	0.581016848	0.576904466	0.577566404	0.576870318	0.586675321	0.588286177	0.592685444	0.580619408	0.580422309	0.579833726	0.576263144	0.578416401	0.585407088	0.575372835
19250.9;21076.99	C9J9P8;Q969M7	UBE2F	NEDD8-conjugating enzyme UBE2F (Fragment);NEDD8-conjugating enzyme UBE2F	0.014699311	5.564243792	11.83734726	17.40159106	19.03332217	18.91758387	0.575825733	19.04491052	18.81489544	0.578524862	0.592291648	21.76072441	21.65091117	0.578447117	21.88057488	21.88069706	14.72674452	19.49695335	21.96582382	20.77582425	0.587215537	19.46116229	0.579040784	0.588223601	20.92643581	0.593677893	19.49221163	0.588787871	0.585887565	0.584021086	0.58299816	18.23915797	0.576379291	18.73693935	22.69847301	0.584509519	22.95328352	19.1135058	0.589142121	19.50132285	22.94213503	18.45749987	19.4825762	20.01422075	20.80698437	21.46166466	18.90833746	16.99682868	0.590436145	22.88626787	18.26013594	22.3607611	20.3826549	19.94431672	18.59839002	23.28477991	19.23469115	16.45931154	0.590078668	20.91151049	19.01062183	18.91127019	20.08322886	21.70256925	0.59437855	22.56651968
17699.37	C9JAK5	ARF4	ADP-ribosylation factor 4	0.047771778	2.018550544	20.24019239	22.25874293	22.75262391	21.94521028	21.56951204	22.12908881	20.80529024	0.588309091	20.90600041	22.76480803	20.15872709	19.68471695	22.42278071	23.63290448	21.667589	23.12854285	22.64580375	21.56164909	18.56902441	21.9680297	20.39358711	23.63120204	19.64111783	22.51355798	21.7822456	21.36597676	23.34592536	0.576938493	20.85834759	21.70101027	15.34798598	22.86357227	21.34072472	21.47280684	22.1907392	22.67926703	21.15022607	21.39154464	22.62812733	21.96851115	23.42696032	21.60304617	22.21278253	21.6283522	22.53316169	22.93622851	21.61240138	22.40172119	21.40287089	23.20092434	23.28313556	20.53303369	22.69787219	23.92406121	21.36613996	22.38727033	21.05683316	23.69049168	22.03681652	21.81834793	22.47413494	22.76888345	22.21509851	22.47530051
57770.12;56044.14	C9JAU6;Q13568	IRF5	Interferon regulatory factor 5	0.021482354	4.250583356	11.81817571	16.06875906	18.51986285	17.87245602	0.582767471	0.582594064	16.50265884	0.585062701	18.61744247	0.586458878	17.9893051	0.590424311	17.97245749	12.29131968	18.13683673	20.01434064	19.12188506	18.33949176	19.92151873	16.60985348	0.578507681	17.57136253	18.1785562	0.580339963	16.34009512	0.588612227	0.5803296	19.63755532	17.53736132	17.11631937	11.69725468	0.591817944	16.71194933	0.578667911	16.87433284	16.90264165	18.15771715	0.57609313	18.80115111	17.41080029	19.43396499	18.72651598	18.50863092	17.69033949	17.53972183	17.79306406	17.92134202	17.85715382	0.583821693	18.5214992	17.07091494	18.61032187	0.575940179	15.48608952	18.30630038	16.83135432	20.22096086	17.11847602	17.71107173	16.40586235	17.54903809	18.98314044	18.50659294	16.19349182
25434.57;NaN;6773.78;36443.13	C9JB06;H7C5T6;H7C613;Q8N5I4	DHRSX	Dehydrogenase/reductase SDR family member on chromosome X (Fragment);Dehydrogenase/reductase SDR family member on chromosome X (Fragment);Dehydrogenase/reductase SDR family member on chromosome X;Dehydrogenase/reductase SDR family member on chromosome X	0.02747047	2.310799729	0.585232492	2.896032221	0.59307151	0.575330782	0.582445149	0.592214257	0.583588443	0.592757543	0.592201943	0.579358146	0.580943994	0.590985788	0.577017536	0.587582027	0.588941506	0.580900285	0.588911875	0.592264714	0.578023475	0.581326424	0.590580945	0.584285593	0.580642149	0.588776742	0.585410947	0.585541256	0.585288287	0.585432302	0.589121176	0.593392642	0.576661548	0.579294117	0.581929375	0.592231509	0.57621826	0.586200081	0.582390881	0.59183399	0.592745025	16.87626728	0.591370486	0.591048117	0.581878585	0.583467012	18.3331118	17.44892402	0.585437561	0.59252279	0.580350486	0.587105255	0.591679367	0.590294441	0.57956595	0.589137001	0.582245856	0.578055839	0.588034527	0.585787581	0.594314711	0.587229267	16.6600464	0.585427511	0.582878365	0.58558424
96729.19;94066.05;94454.43	C9JBG5;F5H8L4;Q8NBJ9	SIDT2	SID1 transmembrane family member 2	0.00401153	4.810417093	11.62525478	16.43567187	17.21413129	17.24002498	0.587469637	13.75693221	18.30637534	0.586478667	12.48276513	1.437967909	17.66650499	15.26754882	16.22274966	16.11692199	16.38219035	19.15589785	16.61652843	17.55174745	0.576209353	19.10287085	16.92294257	15.45323722	17.71547001	13.58386965	16.92218649	14.85386853	0.584055755	0.587544948	14.98799083	17.22889852	0.585915896	0.58174139	0.585364889	16.18750612	0.58149987	18.42242015	15.55222289	18.12552951	22.19122929	18.48581248	19.96177247	17.62745329	17.84555609	16.50644609	19.35147604	16.66442254	15.10609436	17.16903271	0.582531554	14.57350042	16.34956525	18.96592974	18.03760057	18.36621041	15.69716877	18.72945842	18.63535268	17.61186783	16.47332289	16.56407237	17.74060109	16.56539312	0.576225355	18.15621581
23204.8;22349.84	C9JCC6;Q14919	DRAP1	Dr1-associated corepressor	0.025721094	3.142287685	15.61704397	18.75933166	18.0809268	19.45554095	14.89169592	18.75035534	17.766056	0.589077762	23.71666982	18.60896901	21.58256755	19.64951845	18.50771166	18.81923108	18.68674341	19.65001919	17.12892808	19.46666226	0.580391665	18.84309565	18.00353284	20.095218	19.26313923	14.64538479	19.67277525	1.505309116	0.591006085	0.578671884	18.37553996	18.96763173	0.582724385	21.54814799	19.19279111	18.44758157	19.11883654	18.0920919	17.12189644	18.64680918	19.17087098	18.15275522	18.07090708	17.60032344	18.33994675	18.22191806	19.34108931	19.07423327	18.96664186	20.03943635	18.22005131	18.15275444	17.98515209	22.36881709	18.33484502	19.82627712	18.28517091	19.79410447	17.82003548	18.31796458	18.15355822	17.47690995	19.02470852	22.30302944	18.00161298	19.11670661
15924.8	C9JDQ1	MOGS	Mannosyl-oligosaccharide glucosidase (Fragment)	0.009633892	5.811381379	8.604429488	14.41581087	0.588009827	17.97914212	0.592400019	19.59283738	14.87974402	0.577714734	18.69679926	0.58654331	0.580621505	0.584355599	18.12688482	0.57533193	16.69400594	0.583545674	17.8214589	0.577796671	19.12520581	19.00354433	18.98173964	19.59694724	0.584857151	18.34357205	0.575482151	0.592995203	0.583331929	0.581490339	18.17858872	16.8475053	0.577933467	0.577577762	19.58677521	0.591366233	0.580068873	0.577799764	0.575693577	19.30835986	20.16394736	18.6433881	20.30355195	18.88134169	14.45887829	18.35773884	18.14033006	0.57997732	18.78103978	18.46093365	0.580557006	19.85247931	19.69508893	19.97546098	0.588220669	19.35445023	16.62160052	19.02951792	19.30683631	19.3332875	0.591036721	18.71078353	17.41868211	19.50743246	0.590727725	19.66937299
64490.56	C9JEX3	MTMR2	Myotubularin-related protein 2 (Fragment)	0.020337069	2.977535153	14.01885836	16.99639352	16.94023975	17.43335188	0.580492131	18.86989238	18.57449733	11.79978684	16.5286984	18.14857852	15.63159651	11.51549653	16.95701009	17.48321304	16.74491563	16.03911066	0.582288517	17.84139523	16.56918936	17.98006407	19.14587432	16.72604089	16.20176977	17.19336007	17.22095791	18.07074989	0.578007418	0.593546433	0.584432198	18.09244375	19.30105809	16.04669473	18.40937488	0.585240235	17.65295851	16.25812533	15.91517495	17.25871727	17.06641345	17.45165748	17.90941557	18.1453339	16.93426479	16.33282698	16.51791299	17.52937443	18.96265494	16.98071818	16.72091274	16.76383784	17.38070453	17.28159743	17.78748772	17.62521643	17.39395259	17.90283942	13.3684665	17.12438656	17.27761901	17.89711988	18.08578299	16.30535109	14.08567862	16.63186834
38190.86;29145.79;44586.31	C9JF58;H7C0S2;Q8WVF1	OSCP1	Protein OSCP1;Protein OSCP1 (Fragment);Protein OSCP1	0.012468701	2.76890864	0.584870863	3.353779504	0.581555291	0.594224648	0.581538338	0.581880667	0.58920936	0.583197041	0.582162697	0.577411716	0.587848591	0.584125738	0.585809442	0.577303922	0.58280872	0.587028251	0.585984673	0.588453655	0.579732047	0.581866506	0.589593163	0.578284588	0.582815206	0.585237474	0.591203159	0.589070816	0.580497289	0.593533371	0.592362371	0.581336348	0.581168722	0.587026323	0.590210033	0.590171777	0.576086546	0.586071407	15.36597716	0.591527801	0.591007804	16.69926891	0.577469554	0.59316151	17.28115833	0.577582915	17.56820154	0.589719519	0.594454164	0.592317833	0.577779041	0.588309822	0.588495479	0.593285795	0.586116981	0.577244814	16.29630907	0.58555513	0.575864492	0.58502002	0.576772046	0.585084954	0.577362556	0.582780799	0.584835903	0.590870256
24796.3;23505.27;26654.59	C9JKL2;C9JPX5;O95772	STARD3NL	STARD3 N-terminal-like protein;STARD3 N-terminal-like protein (Fragment);STARD3 N-terminal-like protein	0.027922862	4.528601578	11.55338811	16.08198968	19.82479524	16.40864292	0.576327311	18.67118664	18.57398423	0.591509764	0.589893972	18.84753531	0.576905597	0.583482894	17.33886911	17.52702855	0.582408212	20.5442071	18.76841232	18.45801278	0.585202341	19.22894578	17.95384343	19.13313374	18.22922193	22.45240377	18.35611677	18.78489629	0.584040804	0.578584599	0.58518478	18.3355212	0.592524389	18.92079588	0.578896532	0.583165394	17.31612793	17.00873772	18.03802326	18.70897608	19.02631338	20.43169627	0.58546552	17.57600622	18.51894208	0.585455638	19.43344893	18.18151945	18.47681751	18.19763186	0.59050472	18.11579554	17.67890859	19.86527839	19.5243693	18.89433838	17.62006429	19.16419418	19.4665256	17.71770048	18.84795875	18.33196892	17.76241144	0.593714263	18.58219391	18.85274018
152281.3;151150.96	C9JL75;Q12767	TMEM94	Transmembrane protein 94	0.040796097	4.04171739	11.72592683	15.76764422	0.593351067	18.40721174	17.64360015	17.66148542	18.01185084	0.582281543	18.13405603	18.49666656	0.585944903	0.578629705	19.34512379	0.591575273	17.26430901	0.582609192	18.22815813	18.85756799	0.579204746	16.77602844	15.97182234	18.96526546	17.07678592	0.590905718	19.1313648	17.83639704	0.593604066	16.91061446	0.593871324	20.14458668	0.592105061	19.45565356	17.04701488	0.593268755	18.53267065	18.14219449	16.89177935	16.16695651	18.37492472	0.575769848	19.26160687	16.35582329	19.73465784	19.1874877	17.98195821	17.3085772	0.578051245	16.75782071	18.44543636	18.05173104	18.02026803	0.580120856	19.49052212	18.44567176	17.41377279	17.26153055	0.593772483	17.65771293	19.63557532	19.4962956	17.1361538	18.14383284	20.05431781	19.51736002
36835.78;34854.46;34725.35	C9JLB7;Q96HP4;U3KQU8	OXNAD1	Oxidoreductase NAD-binding domain-containing protein 1	0.01961651	4.337796591	13.45049755	17.78829414	19.38172539	19.19559614	0.591622835	18.18851565	19.65384812	0.577137919	20.76426935	19.09048479	18.43198836	0.592065798	18.78312384	19.2024908	19.12941195	18.06373722	18.64681873	18.63172816	0.593057681	19.14078219	19.78117499	19.20431009	19.40831989	18.57919254	18.89827847	0.59004549	0.590819966	0.588010074	18.90897883	19.00655534	0.594459812	19.85150506	18.04068403	0.588656793	0.577022996	18.791831	18.85952967	19.10576819	17.27785124	19.47689215	0.590499127	19.80199997	19.19468232	18.39405468	19.29529643	19.27671241	18.65509043	18.88903525	20.08451062	19.46406732	17.60680347	20.44469872	18.51889371	18.43390121	19.20350558	18.8169475	19.92856283	19.70169512	18.63376121	19.15579534	18.92878509	19.68812628	0.575676668	19.06555665
10893.99	C9JP19	SMTN	Smoothelin (Fragment)	0.029163141	2.168979744	0.585685433	2.754665177	0.586066255	0.578494874	0.591036572	0.593168849	0.588038033	0.579828374	0.586654004	0.594342133	0.587647292	0.586317408	0.591084283	0.580581004	0.588669033	0.577268725	0.58501917	0.584006138	0.591993311	0.579803734	0.589204365	0.577934424	0.592356021	0.586299628	0.587739454	0.581186586	0.576353884	0.579069764	0.594313591	0.584636677	0.58844386	0.591675047	0.578323937	0.577142822	0.592920021	0.57579783	16.03010469	0.589192346	0.579538356	15.52649076	0.586620827	0.592316417	0.5785456	0.577617434	19.78180742	0.59166486	0.580163586	0.579695953	0.57973618	0.583681309	0.584865401	0.587031152	0.591741081	0.577199306	13.94701449	0.58537744	0.592624644	0.576405	0.59450826	0.579618737	0.579094962	0.583713105	0.593815187	0.579307793
24043.71	C9JSZ1	FUBP1	Far upstream element-binding protein 1 (Fragment)	0.020452916	4.494247273	14.69172846	19.18597573	21.19563068	21.49531184	0.590346595	21.75654869	20.45949978	0.58732652	0.580002978	15.65949316	20.68122318	0.578392339	20.93293902	19.15691739	17.53262999	21.12455079	18.26040159	20.12952955	0.583352313	20.48193859	21.76653174	20.51584503	21.77769417	21.47139056	20.3036775	20.07894203	0.584257033	0.584574486	21.4334097	21.19799773	0.58509243	16.91388683	20.37012026	13.73600186	1.721582785	21.18154796	21.36693193	20.87774919	20.99774217	19.03810534	0.591998967	22.19713494	20.54762203	20.54487602	20.38145093	21.14266707	19.52236015	20.30191534	20.8761421	21.23483365	20.84914459	15.86206228	20.98754628	20.37857176	20.63094141	21.00879174	22.15540008	20.720955	20.3907393	20.5226026	21.40041616	0.590006377	19.01256453	21.08047632
12781.95	C9JXC3	OARD1	ADP-ribose glycohydrolase OARD1	0.023203899	2.671310992	0.98243563	3.653746623	0.584599236	0.580424356	0.581929677	0.580012056	0.592841196	0.590832758	0.57980144	0.592505356	0.57693735	0.578226823	0.593001848	0.576604758	0.590413291	0.588359749	0.579172164	0.590798918	0.576244902	0.589026224	13.65866269	0.594341164	0.592805514	0.58339792	0.589690176	0.586182128	0.586466755	0.590184102	0.588207677	0.584885275	0.594289289	0.581580464	0.591100216	0.593249678	0.583600646	14.58401227	0.588617373	0.58226285	0.590034786	14.40972952	0.579671202	0.587339382	15.19861005	0.578420985	16.20610726	15.29011224	0.588329381	0.589836145	0.57564312	0.584859158	0.587181247	0.591280785	0.578095015	0.594304737	0.578579958	0.582792408	0.580746141	0.593806715	0.575947995	16.83608735	0.57757685	0.590759298	0.579511981	0.578395852
3155.66	C9JY35	B4GALT4	"Beta-1,4-galactosyltransferase 4 (Fragment)"	0.012585706	2.291028978	0.586142233	2.877171212	0.584649352	0.593802962	0.59076641	0.585150329	0.59186316	0.588663606	0.592631545	0.592340979	0.576814446	0.580251491	0.59194348	0.582665255	0.587523228	0.591648782	0.594099888	0.588027676	0.588801803	0.584285898	0.582173755	0.588228843	0.584092245	0.577460124	0.575646343	0.589352651	0.583717595	0.575828313	0.586970123	0.586107878	0.586219604	0.586031437	0.590502764	0.582810699	0.581621037	13.95199707	0.589619045	0.577903944	0.580838826	0.592013521	0.587397152	0.578708332	0.589391451	13.59069326	14.5243687	14.55191885	0.591150675	0.583966503	0.57818097	0.576918629	0.589674859	0.575888813	0.581170609	0.589409997	0.583400905	0.580214808	0.581964204	0.576014032	12.81824552	0.586255491	0.577279239	0.580279353	0.59052842	0.582571959
9503.59;4397.04	C9JY63;E5RFD1	OXR1	Oxidation resistance protein 1	0.008021147	5.484224586	3.236240865	8.720465451	0.592117433	19.74151194	0.593925155	0.593295435	17.4418082	0.591411189	0.57746313	0.580503737	0.57657912	0.579790455	0.575416903	0.57605371	0.58395326	0.57794371	0.591240404	0.577688745	0.588187024	19.44148998	0.585383679	0.579260123	0.576234616	0.593308767	0.589477737	0.576414688	0.584720987	0.581143544	0.590225394	16.82822386	0.592263146	0.587458452	0.591191081	0.592913355	16.96734958	0.576122309	0.580075844	0.581345149	0.587629574	0.584526998	0.578791059	0.578685296	17.70689224	19.58683441	15.45584317	16.09240488	18.48967417	19.08515149	19.98189847	19.86907549	19.60424939	0.588778037	21.42920239	0.589915143	0.577709383	19.80762054	0.576664221	0.588327428	18.73086169	0.593973065	17.71746108	0.582143608	0.589174668	0.582466889
15324.47;15650.87	C9JYM0;O75817	POP7	Ribonuclease P protein subunit p20 (Fragment);Ribonuclease P protein subunit p20	0.032046381	4.985048493	8.255547286	13.24059578	0.592305458	16.09720721	19.41214236	19.95675988	19.40832793	0.584779838	0.584998237	18.86831099	0.576082467	0.592688926	17.1870264	0.579200115	19.6865671	0.580696937	19.70948058	0.592588754	0.58175759	0.594244213	16.47293423	0.581076178	0.593206962	19.10961325	0.576738433	0.576627113	0.58285494	0.579278966	20.76164142	19.90356718	0.578156561	17.64626018	17.11597091	0.585656155	0.584312977	18.23884757	18.66849355	18.50547334	0.58355467	20.55554976	0.580071255	0.589887281	18.62198701	18.06614751	19.24348476	19.44055822	18.60077214	0.579989536	20.66099256	19.19161109	0.591180229	0.580136859	19.24308593	19.42326431	18.33023415	15.56147896	0.580253439	19.91815462	19.53873268	19.85991264	18.39912574	0.582408381	0.579233964	18.66265545
9309.86;40569.01	C9K088;P50219	MNX1	Motor neuron and pancreas homeobox protein 1 (Fragment);Motor neuron and pancreas homeobox protein 1	0.030744434	3.047492199	1.130977501	4.1784697	0.593664569	0.585148084	0.590733729	0.589023171	0.583761392	0.585575579	0.578755695	0.590325839	0.576727531	0.587006936	0.590530685	0.590562282	0.593032304	0.583231429	0.578300855	0.590121057	0.593364113	0.584563148	0.578646585	0.592778651	0.57777868	0.589098532	0.58279076	0.575949367	0.58410304	0.592871481	0.581307662	18.58421579	0.588058874	0.575540681	0.5882808	0.591012636	0.575395587	19.51475137	0.588439102	0.579053122	0.591688385	0.584857111	0.592120091	0.592426499	0.578347649	0.577165331	17.99196819	17.42640502	0.584234188	0.576125499	0.590669704	0.585641457	0.588087138	0.587755302	0.59120794	0.57914299	0.583523046	0.593689333	0.581245713	0.582383538	17.79374459	19.00631272	15.97510932	0.577447223	0.59420128	0.587878436
39635.63;45496.98	D3DPN2;O75056	SDC3	Syndecan;Syndecan-3	0.004369479	4.984196596	2.891781619	7.875978214	15.62197449	0.592594173	0.588010163	0.585319465	0.591405844	0.58279264	0.575368024	0.593481533	0.579249212	0.585206922	0.589376006	0.590162538	0.576342688	0.578966821	0.581881029	14.09451459	0.592003522	17.28528707	0.575733075	0.586781626	0.590321361	0.582813226	16.16885786	0.581153438	0.580542344	0.58942881	0.576533721	14.75985467	0.588292475	0.587185467	0.576086787	0.590425263	1.710846573	1.11518966	0.587335862	0.594468231	13.64273019	0.584008539	0.583297018	14.84011385	0.588735412	0.581728034	0.580153311	16.75197324	16.49183561	0.594472638	15.49806325	14.86559519	16.10620572	0.587554883	14.65765842	15.31253512	13.67357014	16.32884979	0.58991295	0.578081131	0.588175633	0.577475371	15.86293828	15.4307283	19.62760891	0.582373516
195323.73;118641.97	D3YTG3;Q7Z7G0	ABI3BP	Target of Nesh-SH3	0.00631583	5.045010031	16.59549189	21.64050192	23.37581634	23.32388421	17.83950493	24.64504813	22.61820736	0.585710335	23.09506537	20.4438612	23.43559486	17.94824513	22.35207859	22.53565769	19.50205895	1.534694179	23.05928587	22.45779366	0.579938873	23.33385034	24.64163389	22.93386108	18.69049392	17.96778448	22.24441959	0.588290166	0.589112375	0.592641024	25.2775288	23.24904066	0.587787794	20.04857468	0.581719853	17.21288729	19.77916086	22.89634931	22.73394307	17.67444294	20.98745304	18.74529077	21.05096957	24.99947927	23.83232952	19.13831102	21.96007115	19.91170979	22.31049879	18.32037983	19.6624652	24.08470063	22.86098266	20.79267215	17.75015249	20.63093352	24.15523322	18.98197449	25.06316501	23.53930083	23.14247045	23.17942972	23.99295225	23.83502927	20.64174981	20.70011604
