	Description	Arthrobacter agilis	Micrococcus luteus	Olsenella sp. oral taxon 807	Bacteroides ovatus	Bacteroides salyersiae	Bacteroides uniformis	Alistipes communis	Alistipes dispar	Alistipes shahii	Flagellimonas sp. HMM57	Flavobacterium sp. F-70	Nonlabens dokdonensis	Polaribacter sp. ALD11	Tenacibaculum mesophilum	Zhouia spongiae	Anoxybacillus flavithermus	Bacillus smithii	Lentibacillus sp. CBA3610	Listeria monocytogenes	Planococcus donghaensis	Mammaliicoccus vitulinus	Staphylococcus capitis	Staphylococcus epidermidis	Staphylococcus sp. MI 10-1553	Vagococcus hydrophili	Lacticaseibacillus rhamnosus	Ligilactobacillus murinus	Clostridium sp. 'deep sea'	Clostridium sp. BJN0001	Hungatella hathewayi	Desulfitobacterium hafniense	Eubacterium limosum	Eubacterium sp. NSJ-61	Aminipila butyrica	Coprococcus catus	Coprococcus eutactus	Enterocloster clostridioformis	[Clostridium] scindens	Lacrimispora saccharolytica	Novisyntrophococcus fermenticellae	Pseudobutyrivibrio xylanivorans	Roseburia hominis	Acutalibacter muris	Dysosmobacter welbionis	Monoglobus pectinilyticus	Oscillibacter sp. NSJ-62	Ruthenibacterium lactatiformans	Clostridioides difficile	Romboutsia ilealis	Vallitalea guaymasensis	Flintibacter sp. KGMB00164	Intestinimonas butyriciproducens	Sporomusa termitida	Bradyrhizobium canariense	Brucella intermedia	Methylobacterium brachiatum	Methylorubrum populi	Paracoccus sp. MC1862	Diaphorobacter nitroreducens	Massilia putida	Neisseria gonorrhoeae	Desulfovibrio desulfuricans	Desulfovibrio vulgaris	Campylobacter coli	Cardiobacterium hominis	Teredinibacter haidensis	Thioalkalivibrio versutus	Yokenella regensburgei	Erwinia amylovora	Yersinia canariae	Allofrancisella guangzhouensis	Paraphotobacterium marinum	Sphaerochaeta associata	Akkermansia muciniphila	Aspergillus puulaauensis	Candida dubliniensis	Naumovozyma castellii	Saccharomyces cerevisiae	Fusarium venenatum
D7423	Domain of unknown function (DUF4270)	0.649309371	0.207533235	0.560071782	-0.244148774	0.164617332	-0.035783892	0.021191721	0.17560251	0.150212173	0.382180868	0.632987063	0.291506265	0.310192024	-0.00079621	-0.027861117	0.224471958	0.465576156	0.595713393	0.392133495	0.475999502	0.069488978	0.447868205	0.220478007	0.171981391	0.061845191	0.222648816	-0.021986726	0.270745727	0.310192024	0.251409702	0.64555261	0.385994196	-0.007690043	0.300456824	-0.134867137	0.080631914	0.286677596	-0.071754009	0.277042987	-0.014354747	0.311022698	0.022015692	0.321909463	0.002509451	0.144904362	0.070771637	0.019013552	0.091565264	0.448159555	0.377074897	-0.09068887	0.127972073	0.183128333	0.350073855	0.092877175	0.284557367	0.165511191	0.269031855	0.263943662	0.207779066	0.383375183	0.206396186	0.182680282	0.306592686	0.322471988	0.187507488	0.207779066	-0.009814712	0.183128333	-0.027861117	0.196663905	0.171981391	0.174370021	0.059440193	0.603962686	-0.101215968	0.174370021	0.059461108	0.061845191
D9349	"Glycosyl hydrolase family 20, catalytic domain protein"	0.604742304	0.161561875	0.511172797	-0.14550169	0.271402325	0.023848433	0.092156543	0.272770559	0.175820549	0.347600408	0.554550004	0.241255312	0.240431865	0.166121531	0.063747657	0.173667681	0.3914678	0.542414782	0.322878827	0.400294214	0.028277215	0.397792708	0.166644376	0.131286576	0.020104609	0.186175233	0.093378314	0.228770863	0.243906314	0.193882846	0.580254985	0.312517126	-0.084413158	0.23845794	-0.201110436	0.061397169	0.25930053	-0.088609457	0.252153919	0.00530597	0.23003293	-0.004001595	0.330435394	0.00802772	0.202081107	0.102276749	-0.00235388	0.080031908	0.37130877	0.48317149	-0.057121963	0.242235047	0.142149089	0.301234722	0.06677636	0.244851259	0.11435252	0.244086652	0.218561248	0.167809573	0.309768898	0.283154674	0.133155152	0.260884644	0.25600024	0.170616364	0.167809573	0.119154498	0.142149089	-0.070152211	0.15450988	0.131286576	0.132784854	-0.024072554	0.532183707	-0.168251989	0.132784854	0.023932376	0.020104609
D8977	GH3 auxin-responsive promoter	0.8116919	0.322776305	0.776589442	-0.165619287	0.153472954	0.050502563	0.052521935	0.107809316	0.120590226	0.501361148	0.627965607	0.398332788	0.251202657	0.131286576	0.272714858	0.453084979	0.634194181	0.542414782	0.162375837	0.411082053	0.218372017	0.385431918	0.416036305	0.349098685	0.358450474	0.307080351	0.039937187	0.213931672	0.100064129	0.272810704	0.426773455	0.511249962	0.097678083	0.277778924	-0.049867896	0.208507219	0.305993587	0.140649932	0.332152607	0.151461324	0.422258954	0.215615377	0.418071527	0.11451306	0.347099513	0.133175345	0.114398551	0.306239743	0.456251283	0.52368402	0.014458256	0.093149094	0.129788299	0.290811375	0.06677636	0.225890814	0.384431337	0.244086652	0.218561248	0.167809573	0.121922341	0.229724147	0.125112223	0.232152855	0.223533318	0.312765453	0.167809573	-0.014745369	0.129788299	0.083408149	0.332243062	0.119674925	0.121922341	0.107353862	0.528841019	-0.26769683	0.364456031	0.151053695	0.011278195
D10416	Indole-3-glycerol phosphate synthase	0.679656185	0.442297348	0.817697744	-0.136612519	0.228326327	0.064998669	0.097019685	0.127033146	0.173649925	0.332992201	0.464091493	0.395063746	0.230008519	0.108812412	0.298035189	0.448020913	0.655116051	0.524334289	0.153760741	0.409774436	0.221641059	0.376067683	0.37724839	0.373820266	0.231121281	0.291539848	-0.007470265	0.192497285	0.092072896	0.312393143	0.458483164	0.519822751	0.177749993	0.27331063	0.058530395	0.253734441	0.31902972	0.239339301	0.382729285	0.235633301	0.422504454	0.333309359	0.391011078	0.17354041	0.378758461	0.239284478	0.171362439	0.30435664	0.37011613	0.522790361	0.059255149	0.19933432	0.120424064	0.301582166	0.246083253	0.226544622	0.402819682	0.506253796	0.376067683	0.428281671	0.142898228	0.247624729	0.134346697	0.211465967	0.315187725	0.335239617	0.428281671	0.104260186	0.120424064	0.101877096	0.298157246	-0.047944884	0.142898228	0.118052775	0.513241811	-0.288887899	0.399290986	0.032635058	0.029584832
D9446	Glycosyl-hydrolase 97 N-terminal	0.680592851	0.195344426	0.656351792	-0.165412872	0.247096539	0.087352121	-0.039329213	0.064861753	0.081974894	0.249846523	0.644071569	0.250969162	0.275761742	-0.090108582	0.107356135	0.306460369	0.59145314	0.460285962	0.384497415	0.41257245	0.455468069	0.427162464	0.256839375	0.378694969	0.103068641	0.184943126	-0.07775871	0.295605417	0.291591923	0.329371376	0.589070051	0.397455781	0.250759662	0.393186754	0.007466884	0.12363775	0.346649875	0.097405403	0.321613251	0.056920905	0.320348996	0.083759721	0.327911503	0.115320893	0.221250998	0.060349559	-0.064884291	0.200336951	0.38037114	0.499864278	-0.136608128	0.110474399	0.1942113	0.328951148	0.152122228	0.154305075	0.239036034	0.394383721	0.275104232	0.337748983	0.368796678	0.137165897	0.131786102	0.233537943	0.24086873	0.221516931	0.337748983	0.093783931	0.1942113	0.076954397	0.196941863	0.052734	0.195576581	0.032128089	0.494462559	-0.017216166	0.391323823	-0.060326012	0.295056326
D16832	Protein of unknown function (DUF3853)	0.999141631	0.238464937	0.655335142	-0.066472362	0.22682558	-0.020360341	0.062548239	0.075307892	0.209470605	0.44248927	0.777038627	0.338985311	0.160436344	0.015879828	0.221516931	0.475629959	0.609986276	0.621503093	0.25944206	0.354342657	0.338236173	0.499141631	0.450031549	0.47167382	0.328122799	0.285259015	0.023373987	0.310302215	0.195867695	0.258544206	0.577773307	0.411067982	0.173545567	0.432282269	0.000536517	0.264680746	0.255013665	0.165992525	0.339069966	0.185981157	0.40759663	0.234377442	0.387718155	0.081160799	0.370941842	0.124599606	-0.009439828	0.296410597	0.285909887	0.51249256	-0.048341249	0.190377614	0.221244635	0.399299386	0.123743045	0.334490479	0.402954365	0.300393162	0.293776824	0.214289087	0.209656652	0.276271939	0.233463144	0.379251167	0.013826865	0.251287554	0.214289087	0.075943786	0.221244635	0.197624504	0.234549356	0.208798283	0.209656652	0.189455692	0.367208675	-0.160751216	0.487553648	0.11004374	0.098699038
D17990	Rhs element Vgr protein	0.999141631	0.238464937	0.655335142	-0.066472362	0.22682558	-0.020360341	0.062548239	0.075307892	0.209470605	0.44248927	0.777038627	0.338985311	0.160436344	0.015879828	0.221516931	0.475629959	0.609986276	0.621503093	0.25944206	0.354342657	0.338236173	0.499141631	0.450031549	0.47167382	0.328122799	0.285259015	0.023373987	0.310302215	0.195867695	0.258544206	0.577773307	0.411067982	0.173545567	0.432282269	0.000536517	0.264680746	0.255013665	0.165992525	0.339069966	0.185981157	0.40759663	0.234377442	0.387718155	0.081160799	0.370941842	0.124599606	-0.009439828	0.296410597	0.285909887	0.51249256	-0.048341249	0.190377614	0.221244635	0.399299386	0.123743045	0.334490479	0.402954365	0.300393162	0.293776824	0.214289087	0.209656652	0.276271939	0.233463144	0.379251167	0.013826865	0.251287554	0.214289087	0.075943786	0.221244635	0.197624504	0.234549356	0.208798283	0.209656652	0.189455692	0.367208675	-0.160751216	0.487553648	0.11004374	0.098699038
D4124	Chromate transporter	0.709946404	0.429631096	0.668838219	-0.098480344	0.208058718	-0.044528276	0.248937298	0.340169123	0.410094241	0.64475421	0.551744405	0.4807884	0.357762077	0.301385901	0.506378936	0.667209555	0.736821628	0.494266805	0.460611862	0.501044665	0.416444971	0.469486192	0.441941758	0.4595879	0.31620625	0.469296722	0.344808824	0.329410356	0.330217563	0.329803339	0.479894742	0.680811689	0.349876759	0.459147666	0.294408577	0.5676701	0.273432238	0.334724269	0.480370326	0.420423518	0.636223843	0.503201806	0.422246857	0.233869051	0.437965303	0.371046115	0.135988894	0.466952401	0.463086769	0.680238871	0.130020701	0.271272425	0.421701338	0.36947641	0.197946702	0.145666374	0.441679944	0.461315684	0.328691532	0.406740391	0.23004994	0.259255902	0.27795874	0.235108826	0.214425533	0.415898891	0.406740391	0.183089034	0.385862697	0.133686211	0.655335142	0.249163882	0.23004994	0.297572578	0.469587133	-0.107950014	0.673425123	0.098560808	0.085195466
D5391	COG1226 Kef-type K transport systems	0.825550968	0.493024302	0.80846327	-0.101289762	0.274933144	-0.087678061	0.181030466	0.235102244	0.253480654	0.501361148	0.641824675	0.564236679	0.433611225	0.131286576	0.455170183	0.614092495	0.835730631	0.542414782	0.391799598	0.588427591	0.395717555	0.58863582	0.545329355	0.578522446	0.369892122	0.459377287	0.160610701	0.444763534	0.30679384	0.250767789	0.627002288	0.57749424	0.310399241	0.460234249	0.123850315	0.401452383	0.359086201	0.341544919	0.423579679	0.348746933	0.496399771	0.390744023	0.475171558	0.216512321	0.506543166	0.285991658	0.103335317	0.41310588	0.377271973	0.568962729	0.099311629	0.237968677	0.332992201	0.485380514	0.283181231	0.225890814	0.544467402	0.560495274	0.42176515	0.503993735	0.338236173	0.38160788	0.276289493	0.372938621	0.162909244	0.515969355	0.503993735	0.135836128	0.332992201	0.243819892	0.522337035	0.119674925	0.338236173	0.214221411	0.488728769	-0.182804893	0.59462893	0.151053695	0.188623733
D19855	thioesterase	0.479349107	0.429441336	0.690208878	-0.26511144	0.233646519	-0.084472982	0.161599013	0.348258615	0.189865913	0.441243345	0.521372282	0.491079914	0.579415464	0.09722311	0.199387382	0.359123864	0.709579395	0.464139561	0.486471679	0.711444255	0.099770033	0.488252322	0.311416831	0.241099068	0.111891626	0.381205674	0.09451774	0.341742328	0.387157881	0.243379727	0.675390287	0.565117525	0.144463195	0.325987041	0.015581672	0.236734462	0.406984988	0.138182972	0.362962017	0.17152138	0.411273651	0.203209808	0.428646132	0.149058217	0.301003149	0.234563712	0.126222832	0.222456552	0.537732206	0.397358661	0.068957589	0.176224951	0.238962296	0.390461276	0.232008553	0.158202327	0.303221651	0.498520269	0.335473149	0.391080556	0.478636849	0.298611382	0.191740423	0.276450731	0.451281233	0.462611062	0.391080556	0.041067003	0.238962296	-0.006514076	0.449434303	0.053063163	0.241811325	0.095711003	0.702894284	-0.132052994	0.241811325	0.127659574	0.102256514
D7299	Domain of unknown function (DUF3440)	0.69800019	0.341615293	0.620792617	-0.230426951	0.202589133	-0.16490376	0.254698197	0.216837103	0.184828112	0.402587396	0.681958132	0.39350773	0.453059763	0.05341664	0.284201954	0.432274701	0.789100664	0.443810402	0.393030425	0.575963056	0.239947371	0.416581532	0.369157511	0.405317959	0.251564934	0.316074316	0.01911241	0.282834662	0.299190409	0.182828111	0.597708752	0.482912325	0.188124689	0.428474484	0.024320709	0.278849657	0.316304512	0.18081946	0.352855048	0.235595406	0.38186853	0.230258797	0.390123067	0.06088771	0.397716699	0.137614456	-0.054803095	0.255461786	0.355496075	0.38029316	-0.031857231	0.119977573	0.183630368	0.320719455	0.163390542	0.146262147	0.365230303	0.410859281	0.275786872	0.338778706	0.383473454	0.218723998	0.125542888	0.2251599	0.191124101	0.385521377	0.338778706	0.13694354	0.183630368	0.290716612	0.358215746	0.032254777	0.186360931	0.143911682	0.415521155	-0.206477666	0.419994736	0.05551126	0.049449117
D9451	Glycosyltransferase	0.605790583	0.294579839	0.701715475	-0.268297559	0.176506595	0.017532197	0.196214435	0.300387634	0.263671245	0.456098389	0.581533426	0.326747704	0.340173101	0.142032039	0.346859901	0.520860971	0.700850147	0.40056926	0.49503751	0.475358019	0.203764659	0.388912448	0.300156082	0.382209812	0.157524149	0.21028563	0.091564743	0.251135309	0.227078128	0.41160844	0.501820962	0.559823381	0.254423227	0.463241361	0.129074287	0.378028761	0.347786916	0.219123478	0.485045399	0.276618469	0.529464169	0.378285725	0.491841839	0.187107087	0.275098128	0.316967332	0.162265722	0.353414341	0.486222566	0.629246758	0.046048442	0.26801001	0.333057151	0.291619238	0.181590147	0.066018078	0.306766371	0.4621953	0.267786248	0.35146101	0.305927436	0.278486593	0.083383445	0.259759872	0.371645132	0.511315339	0.35146101	0.205095353	0.148734674	0.053685232	0.48067472	0.142670385	0.155118137	0.231541321	0.482435319	-0.203631355	0.581533426	0.105937345	0.009470948
D15807	PKD domain	0.266309013	0.039810507	0.259062173	0.032700114	-0.070394145	0.097515316	0.093752706	0.257475601	0.085943744	0.015879828	0.291201717	0.146643922	-0.012341257	-0.177038627	-0.119803456	0.132944291	0.183726293	0.278381594	0.053218884	0.183726293	0.143647367	0.291201717	0.121149678	0.015879828	-0.069669909	0.095798596	0.043785074	0.090681926	0.208208952	0.05893287	0.168368948	0.305101145	0.019344251	0.198477805	0.010462075	0.22832197	0.094781437	-0.076012758	0.161037338	0.098379334	0.349649835	0.133236428	0.213771235	0.086300983	-0.043588592	0.191565033	0.250020585	0.216037205	0.33723094	0.430916988	0.05567391	0.179785992	0.02832618	0.212986213	0.10862939	0.215564693	0.082961193	0.278381594	0.08583691	-0.106820844	0.003433476	0.025172134	0.253259727	0.07308486	-0.07604776	0.003433476	-0.106820844	-0.253430387	0.261158798	-0.119803456	0.02832618	0.015879828	0.003433476	0.125793007	0.437745935	0.016089749	0.003433476	0.098647624	-0.069669909
D19730	that arose from a segmental duplication	0.226521785	0.504431315	0.319769644	-0.199396453	0.018263017	-0.242038267	0.337000051	0.313102588	0.127142044	0.173573811	0.215374843	0.460017037	0.302067947	0.149687507	0.181097264	0.326101716	0.487812629	0.517646113	0.19865443	0.476694392	0.051769289	0.412834959	0.273612596	0.174768126	0.061845191	0.175079929	0.054356074	0.234821537	0.136632201	-0.030985364	0.301234722	0.244628653	0.070748395	0.004749054	-0.105007254	0.141364285	-0.006297838	0.024665441	0.071586667	0.09843255	0.183691258	0.135846825	0.155941387	-0.003513231	0.114512436	0.172855906	0.081808309	0.061543866	0.011830736	0.192811597	-0.031489191	0.038038943	0.162028764	0.340472674	0.289145922	0.084429109	0.29498858	0.556079235	0.412834959	0.476810921	0.185915068	0.371282524	0.175081795	0.236968052	0.055577559	0.447868205	0.476810921	-0.034509793	0.162028764	0.186162921	0.369441506	-0.035431351	0.185915068	0.04367562	0.254611721	-0.2406932	0.185915068	0.234541037	0.072615982
D11677	Metallo-dependent phosphatase	0.196087083	0.452025805	0.449510344	-0.211936545	0.024480348	-0.019639886	0.18735255	0.354341945	0.20862109	0.120424064	0.18597371	0.405197777	0.243906314	0.098699038	0.121537588	0.276587379	0.434619157	0.488173303	0.156757296	0.423831317	0.178489703	0.37756596	0.222958683	0.134283132	0.010624387	0.263256131	0.133028183	0.194146084	0.267185122	0.159751881	0.262830991	0.441628524	0.075248301	-0.038874155	0.029265197	0.254707069	0.094571217	0.02789557	0.211546683	0.143261188	0.388871037	0.24880508	0.186816404	0.07909665	0.124337965	0.28072213	0.240801889	0.139349676	0.242503587	0.437297008	0.032945863	0.118984338	0.121922341	0.304361726	0.270815238	0.052468127	0.244220207	0.542414782	0.37756596	0.430541733	0.144396506	0.314073863	0.279864128	0.192790304	0.192502986	0.397043569	0.430541733	-0.076407822	0.325126243	-0.066577576	0.309768898	-0.069669909	0.144396506	0.037567773	0.536640623	-0.198889681	0.144396506	0.194256295	0.030892449
D11678	Metallo-hydrolase oxidoreductase	0.219310387	0.443687127	0.409891474	-0.204918779	0.014594054	-0.035071224	0.189297807	0.363694078	0.233221497	0.142149089	0.207698735	0.397025172	0.232093188	0.120424064	0.106941162	0.265565588	0.419908467	0.524334289	0.140650812	0.411082053	0.189277542	0.364456031	0.218361596	0.118925786	0.029584832	0.271958813	0.144520899	0.179306893	0.27482891	0.15548551	0.247466492	0.43227639	0.061259835	-0.052279036	0.025519252	0.260542839	0.070869158	0.002109749	0.202793027	0.13891994	0.39181703	0.238448009	0.165465958	0.052652397	0.12152951	0.26395545	0.226207835	0.120989414	0.232167368	0.417934402	0.016354421	0.100496732	0.108812412	0.29046393	0.23371726	0.070120955	0.232152855	0.488173303	0.364456031	0.409071148	0.130537438	0.309734327	0.287311284	0.189917125	0.163196562	0.376067683	0.409071148	-0.085642296	0.338236173	-0.077599367	0.300404663	-0.047944884	0.130537438	0.049725628	0.518534399	-0.190974944	0.130537438	0.202958977	0.019450801
D2519	Belongs to the peptidase M20A family	0.293776824	0.399299386	0.259744814	-0.109893824	0.070933564	-0.096443719	0.218431268	0.364930736	0.337419009	0.003433476	0.281330472	0.349098685	0.149687507	0.003433476	0.044883631	0.269984426	0.378315099	0.600786323	0.248712446	0.366703447	0.31501287	0.487553648	0.22814328	0.222961373	-0.058807397	0.240742939	0.147815776	0.28385332	0.408853908	0.130630003	0.373071127	0.337843707	0.137896876	0.054781922	0.100328617	0.323189121	-0.0013579	0.019607531	0.200878756	0.176585378	0.376654167	0.268091113	0.099418558	0.02434824	0.115407379	0.28377972	0.134315266	0.093858861	0.043121831	0.423066619	-0.033132766	0.208573477	0.209656652	0.412436853	0.343363333	0.145145644	0.239665668	0.621503093	0.487553648	0.534751619	0.235407725	0.34868067	0.429893027	0.309787628	-0.02436162	0.291201717	0.534751619	0.013140835	0.472532189	0.023721767	0.208798283	0.003433476	0.235407725	0.115623694	0.38093312	-0.069039649	0.235407725	0.140314672	0.121173202
D20893	to uniprot P00937 Saccharomyces cerevisiae YKL211c TRP3 anthranilate synthase component II	0.25279672	0.330132939	0.351113401	-0.199396453	-0.00300214	-0.003478989	0.125599712	0.278313412	0.228650611	-0.023886304	0.240853568	0.279693138	0.09084195	-0.023886304	-0.017096595	0.199776876	0.30470917	0.55728027	0.183128333	0.294980713	0.235915082	0.413631169	0.160625252	0.160038239	-0.089640782	0.165169745	0.075121315	0.219926141	0.323485968	0.17633947	0.298455162	0.335190954	0.033836189	-0.007598487	-0.003981318	0.209332854	0.020656909	-0.075740343	0.192792974	0.069723056	0.350161461	0.182129814	0.107918828	0.003011341	0.030391926	0.22962596	0.172623038	0.066547432	0.146194097	0.479337862	-0.06499369	0.152659598	0.148891297	0.339734121	0.276879125	0.104580913	0.167954161	0.538063709	0.413631169	0.45519229	0.171981391	0.276732316	0.342565103	0.244296961	0.094665072	0.240853568	0.45519229	-0.043691298	0.385763814	-0.034826397	0.149687507	-0.023886304	0.171981391	0.030495403	0.474288345	-0.139205876	0.171981391	0.105708637	0.061150301
D15706	phosphoribosylglycinamide formyltransferase	0.240455463	0.52732644	0.719323397	-0.113869795	0.232665834	0.117788643	0.276526115	0.398695006	0.232239298	0.173573811	0.229308521	0.481558621	0.313146233	0.414825484	0.402403185	0.347630761	0.512133771	0.538063709	0.212588108	0.500320645	0.061845191	0.439109893	0.293156353	0.187905593	0.061845191	0.184329435	0.29254561	0.248840733	0.401772526	0.256951799	0.324860974	0.562148915	0.214808534	0.226054976	0.102518931	0.296167223	0.30128858	0.250640741	0.326662626	0.287094938	0.320416001	0.301715049	0.372042903	0.262488556	0.310431816	0.338074584	0.338241083	0.315224678	0.401963347	0.361244716	0.237302544	0.255440318	0.439507998	0.364844904	0.316308115	0.0951999	0.316364564	0.595713393	0.439109893	0.497228517	0.199052535	0.391460922	0.383406969	0.306592686	0.239411022	0.209801372	0.497228517	0.173498777	0.174370021	0.17286557	0.380986553	0.201043061	0.44985873	0.155061373	0.460077458	-0.064582843	0.199052535	0.290038071	0.083386774
D16219	prolyl-tRNA synthetase	0.206200457	0.431874001	0.453978638	-0.119068103	0.168067008	-0.012391833	0.342122049	0.522160784	0.369488452	0.142149089	0.194588806	0.386237332	0.232093188	0.390675889	0.321866088	0.253948024	0.407813011	0.505123765	0.140650812	0.398986597	0.178489703	0.351346102	0.206868881	0.118925786	0.029584832	0.262634511	0.371214714	0.179306893	0.521167338	0.22730275	0.236678653	0.519822751	0.233462677	0.16264589	0.181678345	0.449354333	0.155722531	0.181438413	0.308080054	0.355741166	0.389607535	0.365557511	0.254839918	0.171887644	0.295015438	0.371980775	0.27540392	0.256337495	0.266886461	0.258118432	0.172076952	0.237020594	0.379064238	0.278650804	0.220526868	0.059986924	0.22066014	0.46896278	0.351346102	0.409071148	0.130537438	0.469483468	0.459340591	0.364319085	-0.007470265	0.362208615	0.409071148	0.117665067	0.325126243	0.114090432	0.300404663	0.193090528	0.386181056	0.218841396	0.320340886	-0.022595297	0.130537438	0.390377451	0.019450801
D17480	"Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as inosine triphosphate (ITP), deoxyinosine triphosphate (dITP) or xanthosine 5'-triphosphate (XTP) to their respective monophosphate derivatives. The enzyme does not distinguish between the deoxy- and ribose forms. Probably excludes non-canonical purines from RNA and DNA precursor pools, thus preventing their incorporation into RNA and DNA and avoiding chromosomal lesions"	0.212964908	0.457189853	0.606375547	-0.18237532	0.140545991	0.059575682	0.269100502	0.450513272	0.298098656	0.137821771	0.200144278	0.407782815	0.251718691	0.366812466	0.314658212	0.26622747	0.43140438	0.532900977	0.175571404	0.420836838	0.160688807	0.387824054	0.213621019	0.150642401	0.019581035	0.241725768	0.326168155	0.217899925	0.494187876	0.270872622	0.265120992	0.560177687	0.177941967	0.159170041	0.113078416	0.365736249	0.211830503	0.139965978	0.331983094	0.284798869	0.391200136	0.313766686	0.288439192	0.182282036	0.260950311	0.348885055	0.313766686	0.263188033	0.379234757	0.383197625	0.162703855	0.223098083	0.38889244	0.309197762	0.243765743	0.056567433	0.230011379	0.515710623	0.387824054	0.478106724	0.163463031	0.410010446	0.429362601	0.320158356	0.150244962	0.300216417	0.478106724	0.109323195	0.313037047	0.108190312	0.326213805	0.174146889	0.400288556	0.152120387	0.466654005	-0.070881387	0.163463031	0.308510638	0.038851259
D14456	PFAM NAD-dependent epimerase dehydratase	0.481378215	0.279038419	0.52345472	-0.371856922	0.03241866	-0.189714811	0.130928556	0.369421124	0.352974554	0.62370954	0.402443375	0.354485785	0.348798023	0.21318622	0.203648106	0.401859006	0.474094224	0.465023252	0.558759219	0.472466899	0.184159027	0.5693253	0.286529835	0.189567922	0.129914836	0.397117036	0.368054963	0.309156848	0.400108807	0.2780598	0.533762834	0.553485091	0.121259966	0.337848254	0.057884251	0.37362047	0.161644381	-0.020226667	0.363533524	0.193295589	0.518982314	0.260911624	0.306694449	0.063468905	0.131755238	0.279406865	0.084366633	0.210916582	0.51255687	0.552617919	-0.036969761	0.203726982	0.420467866	0.319395215	0.113539905	0.104962509	0.247912669	0.375018751	0.246749066	0.337516876	0.310456318	0.269576958	0.224161204	0.285576325	0.338496144	0.501888843	0.337516876	0.01631162	0.376960474	-0.096386846	0.578648313	0.274407336	0.19081099	0.142427674	0.585630728	-0.113750101	0.419224798	0.21403061	0.030919189
D594	"ABC-type nitrate sulfonate bicarbonate transport system, permease component"	0.303065445	0.409620967	0.329102469	-0.153017341	0.045207468	-0.127154068	0.32412277	0.510285318	0.403579718	0.502853595	0.311612532	0.47118807	0.344213748	0.30947576	0.345812491	0.531605279	0.505377178	0.464139561	0.501072952	0.496052875	0.275377724	0.477212335	0.297758198	0.229346824	0.102256514	0.362884161	0.425056657	0.329201325	0.390461276	0.191098156	0.332566777	0.536960446	0.254071777	0.221195377	0.219033783	0.505834965	0.069858996	0.147098002	0.30100417	0.295805589	0.54011761	0.388068069	0.269084026	0.156241745	0.163609776	0.388965844	0.187096255	0.304367113	0.315231017	0.554262936	0.100957516	0.216337535	0.464747834	0.379890412	0.220251363	0.022999945	0.287377637	0.481329915	0.324433162	0.372815805	0.230059081	0.341417504	0.34156418	0.258421335	0.126205768	0.476856206	0.372815805	0.044182431	0.452283332	-0.014727477	0.677000484	0.289888687	0.230059081	0.239508694	0.417922826	-0.026944637	0.466884605	0.259456265	0.092621402
D13070	"Oxaloacetate decarboxylase, gamma chain"	0.388139866	0.356673563	0.383033644	-0.228625456	0.132819374	-0.17179404	0.303898606	0.533820007	0.4400597	0.571510439	0.407234109	0.406554814	0.431184136	0.261064388	0.265217417	0.444036268	0.561706475	0.444949208	0.562950951	0.561131839	0.222671365	0.417439652	0.222727273	0.176786351	0.053728445	0.42123224	0.344949495	0.278234573	0.458056801	0.275397303	0.503380943	0.585877732	0.249282373	0.325696414	0.227170881	0.515473585	0.185403631	0.131035068	0.390238295	0.306939521	0.573518648	0.384803794	0.319441787	0.13322645	0.218338227	0.378513063	0.126199094	0.266052516	0.431632996	0.469955838	0.06499543	0.242482951	0.394394877	0.318196791	0.167375485	0.079299738	0.211616162	0.429058165	0.276208098	0.343643808	0.340075048	0.329437797	0.276475412	0.278787879	0.263636364	0.547807241	0.343643808	0.082471359	0.405917264	-0.078282337	0.603443914	0.232752235	0.178761618	0.255599672	0.504585387	-0.031415572	0.397686987	0.192313552	0.035914736
D15529	Phosphoadenosine phosphosulfate reductase family	0.362421079	0.100364388	0.350921195	-0.243580696	0.174901989	-0.004582279	0.216519625	0.462645657	0.349575048	0.317736842	0.411254566	0.1461033	0.217604203	0.161820772	0.090109963	0.214994757	0.353489204	0.36975624	0.485462317	0.358503235	0.119640357	0.322205265	0.031827317	0.0807508	-0.151395888	0.195984088	0.232339414	0.176672812	0.393463926	0.302950275	0.487335983	0.429441423	0.055488103	0.280102379	0.04548522	0.327680179	0.184799668	-0.050935722	0.364457435	0.150023389	0.435746292	0.211607338	0.29753787	0.051504747	0.110844204	0.295945029	0.061376157	0.146620819	0.397582363	0.598152475	-0.035344199	0.333851203	0.266349969	0.226486007	0.107830126	0.050975984	0.010037846	0.35434973	0.18001364	0.206062071	0.309119167	0.277331047	0.17844311	0.23038081	0.270287369	0.352526712	0.206062071	0.175143309	0.288692088	-0.15813664	0.277521028	0.143947077	0.080112453	0.089301396	0.508070259	-0.097138248	0.26443493	0.035224167	-0.052090214
