	gene	taxa	r.sqr	r.sqr.adj	pval	padj	ci.lower	ci.upper	sigma	sigma.flag	Bonferonni_global	BY_global	BH_global
250	ITSN2	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.398526119	0.326349254	0	0	352567.2337	382856.2703	0.911299222	0	0	0	0
253	KANK4	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides nordii"	0.944719368	0.922607115	0	0	-38456264.83	-38454575.55	1.575645947	0	0	0	0
255	KIAA0930	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.49465158	0.475934971	0	0	208799.0087	213764.7795	5.563671159	0	0	0	0
257	KRI1	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.607400846	0.592860137	0	0	20411888.01	21212108.03	3.944681779	0	0	0	0
258	KRIT1	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.382554735	0.214160572	0	0	1438601.199	1554992.662	8.163097097	0	0	0	0
259	KRT13	"Bacteria,Firmicutes,Bacilli,Bacillales"	0.316336032	0.234296356	0	0	4375.244383	4614.747341	0.891816528	0	0	0	0
260	KRT16	"Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia pennisetigena"	0.986078669	0.97563767	0	0	-43396645.13	-43383695.37	1	2	0	0	0
262	KYAT1	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus,Faecalibacillus intestinalis"	0.936367429	0.919013092	0	0	226700459.7	226702794.2	2.747953883	0	0	0	0
263	L2HGDH	"Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae"	0.211308572	0.182097779	0	0	25913.0344	26559.93835	0.692637924	0	0	0	0
264	LAD1	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera sp900322125"	0.327256672	0.275507186	0	0	178852.0148	187527.7809	0.796165775	0	0	0	0
269	LPAR1	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.768314453	0.750492487	0	0	-1065.336308	-977.1425905	3.329747842	0	0	0	0
272	LRRC25	"Bacteria,Actinobacteria,Coriobacteriia"	0.53038091	0.474026619	0	0	-143573.5584	-143406.6797	1.041460627	0	0	0	0
278	MAPKAP1	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.717089946	0.669938271	0	0	3445945.794	3492154.267	3.258405033	0	0	0	0
280	MATN2	"Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Candidatus Methanomethylophilaceae"	0.359397811	0.25263078	0	0	-3847681.489	-3744518.646	5.623131554	0	0	0	0
282	MBNL2	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum"	0.699277003	0.633902438	0	0	-53392647.42	-53387792.38	5.480700787	0	0	0	0
283	MCM9	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.50391675	0.30548345	0	0	-2100896348	-2100711459	5.678966345	0	0	0	0
284	MDN1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris"	0.816700056	0.809911169	0	0	-6130.366624	-5572.357002	1.522115808	0	0	0	0
287	MEX3D	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques"	0.204956507	0.109551288	0	0	142383.2153	143656.0833	7.394916598	0	0	0	0
289	MFSD8	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.430136995	0.274719811	0	0	-2684663.82	-2683645.029	1.134464543	0	0	0	0
290	MICALL2	"Archaea,Euryarchaeota,Halobacteria,Halobacteriales"	0.387358284	0.313841278	0	0	-709117755.6	-709022546	0.847832268	0	0	0	0
292	MINDY2	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum"	0.653391881	0.489209088	0	0	5319641.9	5325837.64	6.994171185	0	0	0	0
293	MINPP1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis"	0.983698385	0.97925249	0	0	42927.55741	43158.43554	0.739604318	0	0	0	0
294	MLLT3	"Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia"	0.541012553	0.464514646	0	0	-127760.6645	-126911.0782	3.312365013	0	0	0	0
295	MNT	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus"	0.198579113	0.102408606	0	0	-315337.9682	-312321.598	6.434124474	0	0	0	0
296	MOGAT2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.835081313	0.822395261	0	0	-36223.98283	-35328.30803	3.305690124	0	0	0	0
297	MORF4L2	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum"	0.998766136	0.996859256	0	0	12046315.51	12046705.06	1	2	0	0	0
298	MOXD1	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.209634673	-0.005919508	0	0	4429249.465	4541314.223	7.882951843	0	0	0	0
301	MRPL2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.452237229	0.360943433	0	0	356.5776398	395.0344271	0.864734952	0	0	0	0
304	MRVI1	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.72874953	0.669782036	0	0	-1341181.834	-1340547.985	0.707573361	0	0	0	0
308	MTCL1	"Bacteria,Actinobacteria,Coriobacteriia"	0.245943826	0.21801582	0	0	45162.10086	46406.38403	7.816667923	0	0	0	0
309	MTERF4	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans"	0.879177144	0.874702223	0	0	-8650246.123	-8648747.434	2.919440832	0	0	0	0
310	MTG2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.802775294	0.693206013	0	0	6618208.706	6618440.595	5.194274498	0	0	0	0
313	MYOF	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus"	0.736858531	0.693001619	0	0	-13699.72054	-13615.90823	0.378775182	0	0	0	0
314	N4BP2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris"	0.694222366	0.643259427	0	0	7307555.432	7309334.744	4.802806281	0	0	0	0
315	NAGA	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella"	0.411464131	0.340839826	0	0	-175951.3977	-174980.2653	0.789981386	0	0	0	0
316	NAIP	"Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus"	0.903221907	0.882183192	0	0	3117952.669	3119265.71	3.084075705	0	0	0	0
318	NCS1	"Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pasteurianus"	0.938803642	0.918404856	0	0	-118388.3268	-118292.9916	1.039439983	0	0	0	0
321	NOL4L	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum"	0.859072903	0.853853381	0	0	165002.9516	165747.5384	1.896830917	0	0	0	0
323	NTHL1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans"	0.984546486	0.978365081	0	0	-890189.7527	-889307.2786	1.721987457	0	0	0	0
325	OCRL	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.389507652	0.31624857	0	0	-17016163.17	-17015538.38	0.689519363	0	0	0	0
326	OGFOD2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.233443561	0.174477682	0	0	9740.607636	10073.16311	7.332204094	0	0	0	0
327	ORAI1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.971039072	0.969966445	0	0	386748.4398	387081.4689	1.229118979	0	0	0	0
328	ORAI1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas"	0.971039072	0.969966445	0	0	125583.8789	125774.4965	1.229118979	0	0	0	0
331	P2RY13	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii"	0.756110543	0.7154623	0	0	-11306682.59	-11306030.86	3.123424808	0	0	0	0
333	PDE12	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.76369464	0.651760521	0	0	3121811.548	3122240.589	0.483743328	0	0	0	0
334	PECAM1	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.463715075	0.347131395	0	0	-897831.1488	-897358.857	0.529157758	0	0	0	0
335	PEX11A	"Bacteria,Firmicutes,Negativicutes"	0.760371683	0.695018506	0	0	12583.17872	12584.9544	0.003416782	0	0	0	0
339	PLCG2	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.171339749	0.107596653	0	0	-75930.71065	-75053.97658	0.985679166	0	0	0	0
341	PLEKHO1	"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales"	0.311137229	0.228473697	0	0	91309.57178	96912.53935	8.34869462	0	0	0	0
343	PLS1	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella"	0.435873619	0.368178453	0	0	-1155008.439	-1154227.85	0.636971934	0	0	0	0
344	PLXDC2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.186284658	0.088638816	0	0	-500.7118627	-452.1164264	1.092711463	0	0	0	0
345	POLE3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae"	0.277983246	0.251241885	0	0	-5061.004672	-4809.017624	4.684924243	0	0	0	0
349	PPIE	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera"	0.994532668	0.990432169	0	0	2745808.826	2749630.677	0.475057406	0	0	0	0
350	PPIF	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.613875418	0.549521321	0	0	6451.821516	6480.936132	0.641920889	0	0	0	0
351	PPP1R12A	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.267850657	0.145825767	0	0	-72498.98128	-71879.04685	0.692040679	0	0	0	0
356	PRAG1	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.970787068	0.959101895	0	0	-671966119.9	-671715887.6	1.233519616	0	0	0	0
358	PRR14	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis"	0.923829374	0.907270542	0	0	2054505.618	2055208.053	2.681169882	0	0	0	0
359	PRRC2A	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.29952239	0.215465077	0	0	102967.5164	103131.6903	0.795113274	0	0	0	0
362	PSMB8	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter"	0.316720059	0.264160063	0	0	416.3619599	447.8167918	0.396508634	0	0	0	0
365	PTMS	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.662776926	0.622310157	0	0	-48294.2003	-48154.08557	0.516059993	0	0	0	0
368	RAB11FIP4	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei"	0.776093861	0.767801041	0	0	-5499.265002	-5262.014213	2.583559933	0	0	0	0
369	RAB39A	"Bacteria,Proteobacteria"	0.378158709	0.330324764	0	0	-6595.424699	-6425.261906	8.413647006	0	0	0	0
370	RAI1	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.949236221	0.932314961	0	0	245521533.1	245713011.3	0.943897202	0	0	0	0
371	RALY	"Bacteria,Proteobacteria"	0.549193893	0.474059541	0	0	10583.25192	10596.24765	0.641813646	0	0	0	0
373	RBM10	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques"	0.640265066	0.62694155	0	0	141975.4877	142091.5271	0.682257516	0	0	0	0
375	RBM45	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes"	0.893485368	0.885291935	0	0	4421099.93	4421489.124	1.981469334	0	0	0	0
379	REST	"Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis"	0.363841542	0.190343781	0	0	-1153314.133	-1147284.585	6.257035274	0	0	0	0
383	RHBDF2	"Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,NA,Methanomassiliicoccaceae archaeon UBA71"	0.162158868	0.09770955	0	0	9591648.272	9657991.113	1.448622865	0	0	0	0
385	RNASEH1	"Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus,Human gammaherpesvirus 4"	0.999054116	0.998234349	0	0	-78515534.5	-78511519.23	1	2	0	0	0
386	RNH1	"Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Candidatus Methanomethylophilaceae"	0.212658067	0.118177035	0	0	-338492327.1	-338347927.3	8.045832796	0	0	0	0
387	RNMT	"Archaea,Euryarchaeota,Halobacteria,Halobacteriales"	0.409730152	0.33889777	0	0	-49717196.07	-49646579.67	0.628832479	0	0	0	0
388	RP9	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.946465056	0.931864616	0	0	323846996.2	324153679.9	1.511805995	0	0	0	0
389	RPP25	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruthenibacterium,Ruthenibacterium lactatiformans"	0.802920391	0.795621147	0	0	170879900	170881650.9	3.510383658	0	0	0	0
390	RPP25	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.802920391	0.795621147	0	0	152018603.7	152730944.6	3.510383658	0	0	0	0
394	RRBP1	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.367307519	0.229765675	0	0	655902817.6	656020021.8	8.220101329	0	0	0	0
401	SAMD4B	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula"	0.52774229	0.510251263	0	0	380404.4111	388027.233	4.07793933	0	0	0	0
404	SBSN	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.812580772	0.771837461	0	0	-162584336	-162545026.2	2.740605095	0	0	0	0
409	SDC2	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans"	0.448030222	0.427586897	0	0	41067.8073	43816.99472	5.360985955	0	0	0	0
410	SEC11C	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.199156476	0.169495605	0	0	232170.3247	246627.3427	1.007916402	0	0	0	0
411	SENP6	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium"	0.759303845	0.663025383	0	0	42693417.26	42696215.41	5.715045705	0	0	0	0
412	SENP7	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.794215522	0.738092483	0	0	-129022068	-128979793.3	2.994544732	0	0	0	0
416	SLC25A15	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum"	0.845729229	0.840015497	0	0	151218.4882	151987.5158	1.959093721	0	0	0	0
418	SLC35A1	"Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici"	0.898120783	0.894347478	0	0	65355.50923	66230.0437	2.075896739	0	0	0	0
420	SLC7A10	"Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia pennisetigena"	0.186271323	0.123676809	0	0	-252743.3145	-252671.7059	0.005529723	0	0	0	0
424	SMPDL3A	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum"	0.955918863	0.943896735	0	0	502332.6236	502811.9065	1.226217665	0	0	0	0
426	SNX4	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella"	0.477414427	0.437215537	0	0	94839.0905	95482.17027	0.531146037	0	0	0	0
427	SNX8	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum"	0.885147624	0.830743867	0	0	-1144839.063	-1144408.496	0.856861939	0	0	0	0
428	SP2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.800198881	0.784829564	0	0	160697.7514	161790.2483	3.983115398	0	0	0	0
429	SRSF3	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola"	0.285495096	0.23053318	0	0	271.1857295	290.3628338	0.467654416	0	0	0	0
433	SSH2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus"	0.409539709	0.248505084	0	0	730920.7989	734194.5509	6.92550357	0	0	0	0
434	SST	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella"	0.285272065	0.166150743	0	0	151833.78	161446.0122	7.843717998	0	0	0	0
435	STEAP4	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans"	0.988120226	0.972280528	0	0	-100371.1805	-99404.92813	1.884216848	0	0	0	0
436	STON2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis"	0.876416388	0.849550385	0	0	-333347.6708	-332840.3516	1.632351008	0	0	0	0
441	SYNE1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus"	0.682825324	0.629962878	0	0	18654.74884	18944.01429	0.975199219	0	0	0	0
443	TAB3	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.725089943	0.650114473	0	0	2932409.61	2932711.96	6.666237722	0	0	0	0
444	TAB3	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium"	0.725089943	0.650114473	0	0	-32648034.05	-32644770.19	6.666237722	0	0	0	0
449	TCHH	"Archaea,Euryarchaeota,Halobacteria"	0.515133303	0.497175277	0	0	25658829.58	25848899.68	1.891623678	0	0	0	0
450	TCHH	"Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis"	0.515133303	0.497175277	0	0	19147148.57	19148971.42	1.891623678	0	0	0	0
452	TCOF1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum"	0.920596219	0.911067765	0	0	384779.5152	385422.9318	1.6426846	0	0	0	0
454	TESK2	"Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis"	0.99655905	0.994332554	0	0	-766056.1826	-766027.4557	0.407934243	0	0	0	0
455	TFF2	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum"	0.767355462	0.657155418	0	0	-184975.4917	-180721.7875	4.847967045	0	0	0	0
456	THOC3	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.997252793	0.994505586	0	0	-2023322697	-2023120641	0.991445449	0	0	0	0
459	TMC4	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.992949677	0.985899355	0	0	52490665.65	52492254.5	1.78015831	0	0	0	0
460	TMED10	"Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,NA,Methanomassiliicoccaceae archaeon UBA71"	0.641847064	0.614296839	0	0	-466411.8845	-447271.7339	0.417932957	0	0	0	0
461	TMEM176A	"Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia"	0.546648244	0.448093515	0	0	128335.8495	129253.4714	3.567917487	0	0	0	0
462	TMEM186	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum"	0.297712529	0.271701882	0	0	168959.6627	173248.9154	8.539048286	0	0	0	0
463	TMEM243	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum"	0.627494773	0.546515375	0	0	6111452.871	6114989.211	6.991459353	0	0	0	0
464	TNFAIP8L1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris"	0.609569691	0.524693537	0	0	-10399658.49	-10397671.51	5.409868803	0	0	0	0
465	TNIP2	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.46131784	0.37153748	0	0	-46183.77825	-42140.10924	5.538250831	0	0	0	0
467	TOMM40	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii"	0.08133084	0.047306057	0	0	8213594.117	8925094.754	3.507339901	0	0	0	0
468	TPSAB1	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.248465782	0.158281676	0	0	-158126.4002	-156382.7276	1.978537922	0	0	0	0
471	TRIM33	"Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae"	0.662155481	0.649642721	0	0	497520.4069	498438.9938	2.188083944	0	0	0	0
473	TSPAN6	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum"	0.874089211	0.869425848	0	0	180394.5521	181142.5804	1.909765276	0	0	0	0
474	TSPYL1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae"	0.127348835	0.095028421	0	0	-4739.250288	-4455.37221	5.354198197	0	0	0	0
475	TTC19	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum"	0.914800971	0.911645451	0	0	329682.9479	330324.4956	1.658094264	0	0	0	0
481	UBE2K	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae"	0.591200547	0.5023311	0	0	37069.00776	37236.42374	0.616613842	0	0	0	0
485	UGT1A1	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.405135145	0.333751362	0	0	33629002.49	33694267.04	4.623044042	0	0	0	0
488	USP39	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis"	0.992856868	0.983332692	0	0	8760917.703	8761156.811	0.778953233	0	0	0	0
489	UTP23	"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae"	0.145883081	0.043389051	0	0	-22138290	-22032641.2	7.365637648	0	0	0	0
490	UTP3	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum"	0.831294409	0.825046054	0	0	148860.1059	149699.832	2.128544591	0	0	0	0
492	VAPA	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans"	0.87489134	0.805386529	0	0	-212075.4817	-211914.1959	0.314719937	0	0	0	0
494	VGF	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum"	0.776774943	0.715895382	0	0	6919772.466	6921816.274	4.067338175	0	0	0	0
495	VPS33B	"Bacteria,Firmicutes"	0.728968643	0.578395667	0	0	-422443.4366	-422401.242	1.882423307	0	0	0	0
496	VSIG1	"Archaea,Euryarchaeota,Halobacteria,Halobacteriales"	0.689611819	0.565456546	0	0	-35473211.09	-34852645.7	5.619944689	0	0	0	0
497	VWF	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.885897387	0.847863183	0	0	-11556211.29	-11555681.78	0.599487897	0	0	0	0
499	WWP1	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,NA,CrAss-like virus sp."	0.99899073	0.998233777	0	0	31158830.01	31162117.88	0.288463862	0	0	0	0
500	ZADH2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens"	0.321117929	0.239652081	0	0	1574156.636	1574602.642	0.738937956	0	0	0	0
502	ZC3H14	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum"	0.760966457	0.752113363	0	0	141823.0474	142936.2014	2.835754092	0	0	0	0
504	ZDHHC17	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium"	0.331447468	0.220022046	0	0	-696502.4284	-693369.0943	6.359198336	0	0	0	0
507	ZFYVE16	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.466762513	0.377889598	0	0	-51287.83531	-50511.34615	0.877528952	0	0	0	0
511	ZHX2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris"	0.493358404	0.408918138	0	0	233559.4679	233898.4079	0.914883319	0	0	0	0
514	ZWINT	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae"	0.136659256	0.07024843	0	0	1784924.289	1792163.308	8.195658705	0	0	0	0
119	CTU1	"Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera"	0.322949378	0.297873429	3.88E-301	3.92E-301	421677.3979	468727.8767	5.848391436	0	8.51E-295	1.87E-299	1.23E-300
