	gene	taxa	r.sqr	r.sqr.adj	pval	padj	ci.lower	ci.upper	sigma	sigma.flag	Bonferonni_global	BY_global	BH_global
713	DHRS2	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.628674504	0.615870177	0	0	187444.0995	187645.6238	4.162552068	0	0	0	0
714	DHRS2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.628674504	0.615870177	0	0	2203789.993	2206095.176	4.162552068	0	0	0	0
720	DHX15	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.4069794	0.3757678	0	0	-51876.05	-51775.64	0.651377	0	0	0	0
724	DHX35	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques"	0.737309	0.7081211	0	0	-17713.49	-17483.56	3.507149	0	0	0	0
726	DHX8	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.6225343	0.5644626	0	0	-349095.1	-348741.6	0.6332666	0	0	0	0
731	DIPK2A	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.4881821	0.4795072	0	0	9260468	9366766	5.052978	0	0	0	0
734	DKK1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium"	0.09014101	0.04225369	0	0	-166.9562	-165.8991	0.005273608	0	0	0	0
735	DLG3	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.6124848	0.5848051	0	0	-235777.7	-235610.6	3.527889	0	0	0	0
736	DMXL1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.3792876	0.3687671	0	0	356199.6	359274.8	5.462293	0	0	0	0
737	DNAAF2	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae"	0.4043589	0.3381765	0	0	684023.8	684691.8	7.686641	0	0	0	0
739	DNAH5	"Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella"	0.1391562	0.0938486	0	0	-46194.64	-42468.24	7.357794	0	0	0	0
741	DNAJB14	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.2586738	0.246109	0	0	1352955	1357068	7.305868	0	0	0	0
742	DNAJB6	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.7254871	0.7208344	0	0	-657444.3	-657009.2	2.822819	0	0	0	0
746	DNAJC16	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.5662559	0.5589043	0	0	24734.63	26769.89	3.58145	0	0	0	0
747	DNAJC16	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.5662559	0.5589043	0	0	51694.36	52246.67	3.58145	0	0	0	0
749	DNLZ	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii"	0.2084942	0.1950789	0	0	1599735	1603052	6.566147	0	0	0	0
751	DNPH1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.3995481	0.389371	0	0	-29384.82	-29211.33	3.484431	0	0	0	0
753	DOCK7	"Fungi,Ascomycota,Sordariomycetes,Sordariales"	0.6377556	0.5653068	0	0	-3294113	-3280409	0.8918703	0	0	0	0
754	DOK2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.2798111	0.2676045	0	0	-433712.6	-430580.5	5.611018	0	0	0	0
757	DPY19L3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.1803562	0.1664639	0	0	98099.61	101489.4	6.021018	0	0	0	0
758	DPY30	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.2917592	0.2797551	0	0	342168.1	346005.8	6.87495	0	0	0	0
759	DPYD	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.3851263	0.3639238	0	0	-37766.77	-37603.66	3.30911	0	0	0	0
760	DRAP1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.448730017	0.439386458	0	0	-13963.75742	-13711.17337	5.124079338	0	0	0	0
763	DSP	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.1683095	0.1396305	0	0	-2603.374	-2561.702	0.8607432	0	0	0	0
766	DTWD2	"Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora beticola"	0.1772123	0.1184417	0	0	701856.3	774171.2	6.664197	0	0	0	0
770	DUS2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii"	0.4538875	0.4446313	0	0	10124854	10127660	5.555281	0	0	0	0
771	DUS2	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.4538875	0.4446313	0	0	18043136	18160001	5.555281	0	0	0	0
772	DUS3L	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii"	0.4281645	0.4184724	0	0	-311023.8	-308294.5	5.525675	0	0	0	0
773	DUS3L	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae"	0.4281645	0.4184724	0	0	-37122.69	-36983.9	5.525675	0	0	0	0
774	DUSP3	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.3704319	0.3487227	0	0	-38807.33	-38624.4	3.710983	0	0	0	0
775	DVL2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.3088924	0.2971787	0	0	-312374.2	-308846.8	6.265387	0	0	0	0
776	DYNC1I2	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.2731073	0.2348498	0	0	-2536.892	-2506.217	0.6432796	0	0	0	0
777	DYNC1LI1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.3361158	0.3248635	0	0	-28682.92	-28512.28	3.493959	0	0	0	0
781	EBP	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.393533	0.3832539	0	0	2619021	2622036	5.305918	0	0	0	0
782	ECHS1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.3217093	0.2983199	0	0	-19931.38	-19725.85	4.169632	0	0	0	0
783	ECM1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.7535299	0.6853573	0	0	5446.799	5554.097	2.25013	0	0	0	0
784	EDC3	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.5835121	0.553763	0	0	-195921.9	-195709.3	4.542025	0	0	0	0
785	EDC3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.5835121	0.553763	0	0	-4698148	-4695705	4.542025	0	0	0	0
786	EDEM3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.4634907	0.4449903	0	0	-5789383	-5785542	6.822624	0	0	0	0
789	EEF1A1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.4407496	0.4312707	0	0	149437.8	150149.3	1.251896	0	0	0	0
791	EEF1AKMT2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii"	0.2077938	0.1943666	0	0	4832539	4836487	7.879411	0	0	0	0
794	EEPD1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus"	0.2923017	0.2136685	0	0	8487.514	8708.148	6.04548	0	0	0	0
796	EFL1	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.4136568	0.3827966	0	0	-14575.92	-14548.78	0.5506995	0	0	0	0
797	EFR3A	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae"	0.34644533	0.335368132	0	0	4349002.264	4443572.822	5.917650614	0	0	0	0
798	EHD3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.684491	0.6736114	0	0	521669.3	523165.3	2.720647	0	0	0	0
799	EHD3	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.684491	0.6736114	0	0	44848.41	45267.79	2.720647	0	0	0	0
800	EHMT1	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.4920696	0.4834606	0	0	65424000	65532404	5.091408	0	0	0	0
801	EI24	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.2751676	0.2628823	0	0	-103355.8	-99785.65	6.39576	0	0	0	0
808	EIF3M	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.5424402	0.5183581	0	0	-2994.507	-2749.942	5.007596	0	0	0	0
809	EIF3M	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.5424402	0.5183581	0	0	-100354.3	-97559.07	5.007596	0	0	0	0
810	EIF4B	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.5724057	0.4655071	0	0	-85349.9	-85318.57	0.6355287	0	0	0	0
811	EIF4E2	"Bacteria,Firmicutes,Clostridia,Eubacteriales"	0.4477693	0.4384094	0	0	854163.9	854272.4	6.719683	0	0	0	0
812	EIF4E2	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.4477693	0.4384094	0	0	8141825	8285853	6.719683	0	0	0	0
813	EIF4E3	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.6165282	0.5575325	0	0	-50043498	-49934169	5.224463	0	0	0	0
814	EIF4EBP1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii"	0.5538822	0.5463209	0	0	127448.1	129708.5	4.47502	0	0	0	0
823	ELMSAN1	"Fungi,Ascomycota,Sordariomycetes,Sordariales"	0.796015509	0.769074161	0	0	-6065475.364	-6029960.983	2.21964988	0	0	0	0
824	ELN	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas"	0.3245724	0.3131245	0	0	39255.12	39917.48	5.705624	0	0	0	0
825	ELOVL1	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.2476875	0.2349365	0	0	6609192	6764816	7.39775	0	0	0	0
827	ELP3	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.2748651	0.2625747	0	0	5982322	6105062	5.800891	0	0	0	0
830	EMC6	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.2368969	0.223963	0	0	4760923	4945591	8.673288	0	0	0	0
832	EMC9	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.346108	0.2597449	0	0	14856.59	15375.33	4.792333	0	0	0	0
834	EMID1	"Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Roseolovirus,Human betaherpesvirus 6B"	0.356830846	0.322979837	0	0	1119394.741	1123144.186	5.108786216	0	0	0	0
835	EML2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.3637942	0.353011	0	0	1073153	1076902	6.659157	0	0	0	0
837	EMP3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii"	0.7378356	0.7140025	0	0	82135.65	83026.84	3.119547	0	0	0	0
838	EMP3	"Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis"	0.7378356	0.7140025	0	0	-15988.44	-15297.8	3.119547	0	0	0	0
839	ENDOG	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.4506042	0.4316595	0	0	839248.6	842457.4	5.699548	0	0	0	0
841	ENOPH1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii"	0.3407403	0.3295665	0	0	1916437	1918686	4.412449	0	0	0	0
842	ENPP7	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens"	0.4333509	0.3585104	0	0	-1817514	-1813001	7.108023	0	0	0	0
844	ENTPD8	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae"	0.4458605	0.4364683	0	0	1692329	1692944	7.078356	0	0	0	0
845	ENTPD8	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.4458605	0.4364683	0	0	15029229	15178135	7.078356	0	0	0	0
846	EPB41L5	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae"	0.6395072	0.6067352	0	0	-74945.19	-74827.06	4.537339	0	0	0	0
848	EPC1	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis"	0.4337564	0.3338311	0	0	-1801550	-1800393	6.543815	0	0	0	0
851	EPHA2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.396385	0.3861543	0	0	-648558.5	-648369	6.276465	0	0	0	0
862	ERBB3	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus,Faecalibacillus intestinalis"	0.4833812	0.4655667	0	0	20043874	20046271	4.930938	0	0	0	0
863	ERBB3	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.4833812	0.4655667	0	0	223648418	223752751	4.930938	0	0	0	0
865	ERF	"Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis"	0.5070536	0.4986985	0	0	-32944.49	-31859.51	4.900725	0	0	0	0
868	ERGIC3	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.5482627	0.5326856	0	0	466845	467061.7	4.511681	0	0	0	0
869	ERGIC3	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis"	0.5482627	0.5326856	0	0	-313891.9	-313754.8	4.511681	0	0	0	0
870	ERH	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.3850441	0.3638387	0	0	-29151.08	-28966.12	3.787025	0	0	0	0
871	ERLEC1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.7880704	0.7554659	0	0	-477339.7	-476900	2.85301	0	0	0	0
874	ESRP2	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.4993552	0.4908697	0	0	167213324	167339179	5.982594	0	0	0	0
880	EXOC1	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.2167363	0.2034606	0	0	-195941.7	-195197.7	4.826672	0	0	0	0
884	EXOG	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.5106297	0.5023353	0	0	11013853	11108573	4.476633	0	0	0	0
888	EXOSC6	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.9738521	0.9564202	0	0	25084172	25085325	2.030088	0	0	0	0
889	EXOSC6	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.9738521	0.9564202	0	0	-193692524	-193649570	2.030088	0	0	0	0
891	EXTL3	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus"	0.3493633	0.2770703	0	0	667.801	670.2663	0.005734731	0	0	0	0
892	EZH2	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli"	0.235076	0.1655375	0	0	-239624.6	-239470.3	6.894919	0	0	0	0
894	F5	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.520836736	0.495617617	0	0	-49006.23502	-48829.11508	3.626622912	0	0	0	0
895	F5	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus"	0.520836736	0.495617617	0	0	61735.30669	61868.70156	3.626622912	0	0	0	0
896	F5	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.520836736	0.495617617	0	0	461540.9588	462099.992	3.626622912	0	0	0	0
897	FADD	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.2915642	0.2795569	0	0	4497760	4501602	7.032721	0	0	0	0
900	FAM110C	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena"	0.1892843	0.1755433	0	0	6649056	6652348	8.03074	0	0	0	0
901	FAM111A	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.6959172	0.6351006	0	0	-72696651	-72565383	6.203947	0	0	0	0
906	FAM122A	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.5759236	0.5613003	0	0	-4050952	-4048032	5.139249	0	0	0	0
907	FAM122A	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae"	0.5759236	0.5613003	0	0	-58347.32	-58213.53	5.139249	0	0	0	0
908	FAM126A	"Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales"	0.2773484	0.1970537	0	0	-2809758	-2802131	8.641836	0	0	0	0
909	FAM151A	"Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium ramosum"	0.3427305	0.2559214	0	0	374695	375245	5.029409	0	0	0	0
911	FAM171A1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques"	0.325367	0.3139326	0	0	79242.82	79600.15	5.478252	0	0	0	0
914	FAM3A	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.180823109	0.166938755	0	0	-1219775.787	-1216281.129	6.20721396	0	0	0	0
916	FAM49A	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.5976296	0.5764522	0	0	-182957.8	-182724.4	4.778354	0	0	0	0
918	FAM83E	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.4248068	0.4150578	0	0	-3615558	-3612557	5.330987	0	0	0	0
920	FAM84B	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.4659388	0.4568869	0	0	-3222971	-3220381	4.639256	0	0	0	0
921	FAM91A1	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.6621536	0.6505037	0	0	-4659831	-4568275	4.352159	0	0	0	0
923	FAM98C	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.5743203	0.5671054	0	0	375120.4	376866.4	3.127797	0	0	0	0
927	FAT4	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum"	0.9506176	0.9489147	0	0	404876	404963.3	0.7764446	0	0	0	0
929	FBLN5	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia obeum"	0.6648186	0.6408771	0	0	-6086309	-6084642	2.702829	0	0	0	0
930	FBRSL1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens"	0.341342732	0.268158591	0	0	-160532.1473	-156126.4211	6.938987223	0	0	0	0
932	FBXL6	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris"	0.2705813	0.1583631	0	0	-1281552	-1279036	6.904641	0	0	0	0
933	FBXL8	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.3743317	0.3637272	0	0	2381705	2384754	5.462198	0	0	0	0
935	FBXO21	"Archaea,Euryarchaeota,Methanomicrobia"	0.2766299	0.2249606	0	0	-23276984	-22893590	6.660302	0	0	0	0
936	FBXO22	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.7334755	0.6864417	0	0	-22972.59	-22869.41	2.093148	0	0	0	0
937	FBXO28	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis"	0.1631792	0.1343234	0	0	-1229690	-1228312	7.791946	0	0	0	0
939	FBXO30	"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae"	0.1194032	0.1044778	0	0	-4247.822	-4033.763	8.222382	0	0	0	0
942	FCGRT	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.5801577	0.5060679	0	0	12926884	13064584	6.507899	0	0	0	0
943	FCHO2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.3911791	0.3808601	0	0	327887.9	329755.1	3.371655	0	0	0	0
944	FCHSD1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii"	0.2800019	0.2677985	0	0	3419994	3423201	6.350585	0	0	0	0
945	FCN2	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus"	0.4944705	0.4052594	0	0	-78110.52	-75584.2	5.876611	0	0	0	0
946	FCN3	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum"	0.01627058	-0.000402798	0	0	-27595.67	-27157.35	7.785351	0	0	0	0
948	FDPS	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia obeum"	0.429993	0.4203318	0	0	68680.48	71175.36	4.010551	0	0	0	0
949	FDX1	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.7028349	0.6816088	0	0	845760.9	847603.1	3.300109	0	0	0	0
953	FGD5	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.3558727	0.3449552	0	0	-2266768	-2263305	6.204115	0	0	0	0
954	FGF2	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh"	0.353807673	0.34285526	0	0	14522633.06	14650380.62	6.223910317	0	0	0	0
955	FGFBP1	"Bacteria,Firmicutes"	0.2192468	0.2060137	0	0	264405.3	264528.5	8.61029	0	0	0	0
956	FGFBP1	"Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae"	0.2192468	0.2060137	0	0	1362624	1501654	8.61029	0	0	0	0
958	FGFR2	"Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas"	0.600647489	0.547902817	0	0	84554.61405	85013.14871	3.93607454	0	0	0	0
961	FIBP	"Bacteria,Firmicutes,Clostridia,Eubacteriales"	0.5622863	0.5224942	0	0	18501.14	18598.04	6.003087	0	0	0	0
962	FIBP	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.5622863	0.5224942	0	0	102259	105670.4	6.003087	0	0	0	0
963	FKBP11	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.7109525	0.6727764	0	0	-15094.65	-14897.9	3.866849	0	0	0	0
964	FKBP11	"Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48"	0.7109525	0.6727764	0	0	86084.48	88328	3.866849	0	0	0	0
965	FKBP11	"Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum"	0.7109525	0.6727764	0	0	104538.9	105136.1	3.866849	0	0	0	0
966	FKBP5	"Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum"	0.6069764	0.5376193	0	0	-56650.87	-56606.13	0.9161887	0	0	0	0
